"","model1","model2","metric","direction","model1_mean","model2_mean","p_value","BH_p_value","bonferroni_p_value","cohen_d"
"38","tm2","fp","pred25","-",0.137333333333333,0.139166666666667,0.0404347826086957,0.347909900471451,1,-0.0137067682444399
"39","tm2","cosmic","pred25","-",0.137333333333333,0.157333333333333,0.0395652173913043,0.347909900471451,1,-0.149118197515898
"40","tm2","sloc","pred25","+",0.137333333333333,0.0431666666666667,0.22,0.347909900471451,1,0.866776092221194
"41","tm2","ln_sloc","pred25","+",0.137333333333333,0.0715,0.0752173913043478,0.347909900471451,1,0.562289694636703
"42","tm3","ucp","pred25","+",0.0998333333333333,0.041,0.257826086956522,0.347909900471451,1,0.613405207919297
"43","tm3","fp","pred25","-",0.0998333333333333,0.139166666666667,0.0382608695652174,0.347909900471451,1,-0.318356496628635
"44","tm3","cosmic","pred25","-",0.0998333333333333,0.157333333333333,0.0452173913043478,0.347909900471451,1,-0.463898873618424
"45","tm3","sloc","pred25","+",0.0998333333333333,0.0431666666666667,0.27,0.349076697606253,1,0.591515148708145
"46","tm3","ln_sloc","pred25","+",0.0998333333333333,0.0715,0.08,0.347909900471451,1,0.269137651780814
"47","ucp","fp","pred25","-",0.041,0.139166666666667,0.0717391304347826,0.347909900471451,1,-0.908793125369625
"48","ucp","cosmic","pred25","-",0.041,0.157333333333333,0.0752173913043478,0.347909900471451,1,-1.07245401249975
"49","ucp","sloc","pred25","-",0.041,0.0431666666666667,0.0504347826086957,0.347909900471451,1,-0.0290035252219946
"50","ucp","ln_sloc","pred25","-",0.041,0.0715,0.0152173913043478,0.347909900471451,1,-0.352516105912256
"51","fp","cosmic","pred25","-",0.139166666666667,0.157333333333333,0.14695652173913,0.347909900471451,1,-0.136041690317739
"52","fp","sloc","pred25","+",0.139166666666667,0.0431666666666667,0.370434782608696,0.391402789171452,1,0.889564663540121
"53","fp","ln_sloc","pred25","+",0.139166666666667,0.0715,0.235217391304348,0.347909900471451,1,0.581273759470547
"54","cosmic","sloc","pred25","+",0.157333333333333,0.0431666666666667,0.37,0.391402789171452,1,1.05345437369288
"55","cosmic","ln_sloc","pred25","+",0.157333333333333,0.0715,0.219565217391304,0.347909900471451,1,0.734663342166934
"56","sloc","ln_sloc","pred25","-",0.0431666666666667,0.0715,0.0139130434782609,0.347909900471451,1,-0.327950924363424
"57","tm1","tm2","mdmre","+",0.736189025717936,0.846935285923795,0.06,0.347909900471451,1,-0.584143372475985
"58","tm1","tm3","mdmre","-",0.736189025717936,0.736169254899935,0.30304347826087,0.369061784897025,1,9.85728452806539e-05
"59","tm1","ucp","mdmre","+",0.736189025717936,1.47367031934799,0.199565217391304,0.347909900471451,1,-1.44575278961009
"60","tm1","fp","mdmre","+",0.736189025717936,0.823739999943466,0.111304347826087,0.347909900471451,1,-0.271357756016221
"61","tm1","cosmic","mdmre","+",0.736189025717936,1.121335269112,0.221304347826087,0.347909900471451,1,-0.89033368036804
"62","tm1","sloc","mdmre","+",0.736189025717936,1.4574192012876,0.173478260869565,0.347909900471451,1,-1.53831942619889
"63","tm1","ln_sloc","mdmre","+",0.736189025717936,0.828567674633185,0.243478260869565,0.347909900471451,1,-0.44226867942785
"64","tm2","tm3","mdmre","-",0.846935285923795,0.736169254899935,0.375652173913043,0.393206013815522,1,0.584374217525732
"65","tm2","ucp","mdmre","+",0.846935285923795,1.47367031934799,0.251304347826087,0.347909900471451,1,-1.23892802534494
"66","tm2","fp","mdmre","-",0.846935285923795,0.823739999943466,0.182173913043478,0.347909900471451,1,0.0734248346310889
"67","tm2","cosmic","mdmre","+",0.846935285923795,1.121335269112,0.303913043478261,0.369061784897025,1,-0.641741385620048
"68","tm2","sloc","mdmre","+",0.846935285923795,1.4574192012876,0.218695652173913,0.347909900471451,1,-1.31503570322313
"69","tm2","ln_sloc","mdmre","-",0.846935285923795,0.828567674633185,0.392608695652174,0.407149758454106,1,0.0926195705512587
"70","tm3","ucp","mdmre","+",0.736169254899935,1.47367031934799,0.199565217391304,0.347909900471451,1,-1.44583479902268
"71","tm3","fp","mdmre","+",0.736169254899935,0.823739999943466,0.111304347826087,0.347909900471451,1,-0.271439331345643
"72","tm3","cosmic","mdmre","+",0.736169254899935,1.121335269112,0.221304347826087,0.347909900471451,1,-0.890416421459297
"73","tm3","sloc","mdmre","+",0.736169254899935,1.4574192012876,0.173478260869565,0.347909900471451,1,-1.53841607220794
"74","tm3","ln_sloc","mdmre","+",0.736169254899935,0.828567674633185,0.24304347826087,0.347909900471451,1,-0.442442275446181
"75","ucp","fp","mdmre","-",1.47367031934799,0.823739999943466,0.167826086956522,0.347909900471451,1,1.14171135381453
"76","ucp","cosmic","mdmre","-",1.47367031934799,1.121335269112,0.274782608695652,0.349076697606253,1,0.55221752873578
"77","ucp","sloc","mdmre","-",1.47367031934799,1.4574192012876,0.106086956521739,0.347909900471451,1,0.024505789926712
"78","ucp","ln_sloc","mdmre","-",1.47367031934799,0.828567674633185,0.241739130434783,0.347909900471451,1,1.25650922443467
"79","fp","cosmic","mdmre","+",0.823739999943466,1.121335269112,0.350869565217391,0.385268542199489,1,-0.594023034452402
"80","fp","sloc","mdmre","+",0.823739999943466,1.4574192012876,0.233478260869565,0.347909900471451,1,-1.18977689424871
"81","fp","ln_sloc","mdmre","+",0.823739999943466,0.828567674633185,0.343913043478261,0.383297460180801,1,-0.0147255549727515
"82","cosmic","sloc","mdmre","+",1.121335269112,1.4574192012876,0.114347826086957,0.347909900471451,1,-0.554998715535087
"83","cosmic","ln_sloc","mdmre","-",1.121335269112,0.828567674633185,0.225652173913043,0.347909900471451,1,0.670745788920096
"84","sloc","ln_sloc","mdmre","-",1.4574192012876,0.828567674633185,0.277391304347826,0.349076697606253,1,1.3310760726486
"85","tm1","tm2","mae","-",18662.3365746964,15129.5754972459,0.261739130434783,0.348985507246377,1,0.434989316408041
"86","tm1","tm3","mae","+",18662.3365746964,18663.2378943567,0.327391304347826,0.373333333333333,1,-0.000101486728136465
"87","tm1","ucp","mae","+",18662.3365746964,20750.8893165364,0.153913043478261,0.347909900471451,1,-0.285910958406764
"88","tm1","fp","mae","-",18662.3365746964,15702.9597292418,0.229130434782609,0.347909900471451,1,0.414167732796337
"89","tm1","cosmic","mae","-",18662.3365746964,17768.5488274664,0.243913043478261,0.347909900471451,1,0.118867153015415
"90","tm1","sloc","mae","+",18662.3365746964,20408.1362384071,0.175652173913043,0.347909900471451,1,-0.237165008045279
"91","tm1","ln_sloc","mae","-",18662.3365746964,17241.3949715504,0.25695652173913,0.347909900471451,1,0.172942146103414
"92","tm2","tm3","mae","+",15129.5754972459,18663.2378943567,0.173913043478261,0.347909900471451,1,-0.435121402845681
"93","tm2","ucp","mae","+",15129.5754972459,20750.8893165364,0.137826086956522,0.347909900471451,1,-0.883971534643766
"94","tm2","fp","mae","+",15129.5754972459,15702.9597292418,0.226521739130435,0.347909900471451,1,-0.0928524057081882
"95","tm2","cosmic","mae","+",15129.5754972459,17768.5488274664,0.219130434782609,0.347909900471451,1,-0.399588471502133
"96","tm2","sloc","mae","+",15129.5754972459,20408.1362384071,0.156086956521739,0.347909900471451,1,-0.82173847926753
"97","tm2","ln_sloc","mae","+",15129.5754972459,17241.3949715504,0.212173913043478,0.347909900471451,1,-0.285839345332639
"98","tm3","ucp","mae","+",18663.2378943567,20750.8893165364,0.153913043478261,0.347909900471451,1,-0.285804709561874
"99","tm3","fp","mae","-",18663.2378943567,15702.9597292418,0.229130434782609,0.347909900471451,1,0.414319837569837
"100","tm3","cosmic","mae","-",18663.2378943567,17768.5488274664,0.243913043478261,0.347909900471451,1,0.118993755729214
"101","tm3","sloc","mae","+",18663.2378943567,20408.1362384071,0.176521739130435,0.347909900471451,1,-0.2370565622451
"102","tm3","ln_sloc","mae","-",18663.2378943567,17241.3949715504,0.256521739130435,0.347909900471451,1,0.173060047492666
"103","ucp","fp","mae","-",20750.8893165364,15702.9597292418,0.319565217391304,0.369986553115195,1,0.998925622100414
"104","ucp","cosmic","mae","-",20750.8893165364,17768.5488274664,0.368695652173913,0.391402789171452,1,0.535481016377537
"105","ucp","sloc","mae","-",20750.8893165364,20408.1362384071,0.293478260869565,0.365217391304348,1,0.06401697552932
"106","ucp","ln_sloc","mae","-",20750.8893165364,17241.3949715504,0.33,0.373333333333333,1,0.541606722196174
"107","fp","cosmic","mae","+",15702.9597292418,17768.5488274664,0.215652173913043,0.347909900471451,1,-0.385479912554215
"108","fp","sloc","mae","+",15702.9597292418,20408.1362384071,0.124347826086957,0.347909900471451,1,-0.916423639499634
"109","fp","ln_sloc","mae","+",15702.9597292418,17241.3949715504,0.217391304347826,0.347909900471451,1,-0.244220421605372
"110","cosmic","sloc","mae","+",17768.5488274664,20408.1362384071,0.105217391304348,0.347909900471451,1,-0.46776424191438
"111","cosmic","ln_sloc","mae","-",17768.5488274664,17241.3949715504,0.230434782608696,0.347909900471451,1,0.0784401793384926
"112","sloc","ln_sloc","mae","-",20408.1362384071,17241.3949715504,0.311304347826087,0.369061784897025,1,0.483982673582001
