id,element,useCase,type,component
1,Valet company representative:registration information invalid message,Register as Valet Company,boundary,searchforbestmatch
2,Valet company representative:system error when saving registration information,Register as Valet Company,control,systemerrorwhenconnectingserver
3,Valet company representative:register button,Register as Valet Company,boundary,Customer
4,Valet company representative:duplicate registration information,Register as Valet Company,boundary,Location
5,Valet company representative:registration page,Register as Valet Company,boundary,Location
6,Valet company representative:successfully save registration information,Register as Valet Company,boundary,searchforbestmatch
7,Valet company representative:display spinner while saving information,Register as Valet Company,control,systemerrorwhenconnectingserver
8,Valet company representative:management empolyee page,Register as Valet Company,control,employee
9,Valet company representative:system error message,Register as Valet Company,control,systemerrorwhenconnectingserver
10,validate registration information:display spinner while saving information,Register as Valet Company,control,systemerrorwhenconnectingserver
11,displays registration page:registration page,Register as Valet Company,boundary,Location
12,register button:displays registration page,Register as Valet Company,boundary,Location
13,validate registration information:duplicate registration information,Register as Valet Company,boundary,Location
14,validate registration information:employee,Register as Valet Company,control,employee
15,save valet information:employee,Register as Valet Company,control,employee
16,navigate to manage employee page:management empolyee page,Register as Valet Company,control,employee
17,successfully save registration information:navigate to manage employee page,Register as Valet Company,control,employee
18,validate registration information:registration information invalid message,Register as Valet Company,boundary,searchforbestmatch
19,registration page:validate registration information,Register as Valet Company,boundary,Location
20,save valet information:successfully save registration information,Register as Valet Company,boundary,searchforbestmatch
21,save valet information:system error message,Register as Valet Company,control,systemerrorwhenconnectingserver
22,save valet information:system error when saving registration information,Register as Valet Company,control,systemerrorwhenconnectingserver
23,validate registration information:save valet information,Register as Valet Company,entity,Valet Check In
24,stl#Valet company representative:registration information invalid message,Register as Valet Company,Stimulus,undefined
25,stl#Valet company representative:system error when saving registration information,Register as Valet Company,Stimulus,undefined
26,stl#Valet company representative:register button,Register as Valet Company,Stimulus,undefined
27,stl#Valet company representative:duplicate registration information,Register as Valet Company,Stimulus,undefined
28,stl#Valet company representative:registration page,Register as Valet Company,Stimulus,undefined
29,stl#Valet company representative:successfully save registration information,Register as Valet Company,Stimulus,undefined
30,stl#Valet company representative:display spinner while saving information,Register as Valet Company,Stimulus,undefined
31,stl#Valet company representative:management empolyee page,Register as Valet Company,Stimulus,undefined
32,stl#Valet company representative:system error message,Register as Valet Company,Stimulus,undefined
