id,path,functional,transactional,path_length, boundry_num, control_num, entity_num, actor_num, diagram,useCase
1,User->Radius Setting Button->Search pictures by radius->Pictures,EI,CTRL|DM|EI,4,undefined,1,1,1,View Nearby Pictures,View Nearby Pictures
