id,path,functional,transactional,path_length, boundry_num, control_num, entity_num, actor_num, diagram,useCase
1,User->Search page->search by criteria->product,EI,CTRL|DM|EI,4,undefined,1,1,1,Search product,Search product
2,User->Search page->search by criteria->No result is found,EQ,CTRL|INT,4,undefined,1,0,1,Search product,Search product
3,User->Search page->search by criteria->list of product,EQ,CTRL|INT,4,undefined,1,0,1,Search product,Search product
