id,transaction,useCase,transactional,TL, DETs, TD, TC, Arch_Diff
1,stl#User:Homepage-->User:Homepage,Signup,CTRL;EXTCLL;INT,2,0,2,1,4
2,stl#User:clicks submit button-->User:clicks submit button-->clicks submit button:checks whether username/email already exist -->checks whether username/email already exist :checks whether Language Learner inputs all required fields-->checks whether Language Learner inputs all required fields:creates account for Language Learner based on their inputs-->creates account for Language Learner based on their inputs:logs Language Learner into the system-->logs Language Learner into the system:show confirmation-->show confirmation:Homepage,Signup,TRAN_NA,8,3,2.7142857142857144,7,21.714285714285715
3,stl#User:inputs all required fields-->User:inputs all required fields-->inputs all required fields:checks whether username/email already exist -->checks whether username/email already exist :checks whether Language Learner inputs all required fields-->checks whether Language Learner inputs all required fields:creates account for Language Learner based on their inputs-->creates account for Language Learner based on their inputs:logs Language Learner into the system-->logs Language Learner into the system:show confirmation-->show confirmation:Homepage,Signup,CTRL;EXTCLL;INT,8,3,3,7,24
