id,path,functional,transactional,path_length,diagram,useCase
1,User->validation failed message->redirect to home page->home page,EQ,CTRL|INT,undefined,Login,Login
2,User->Login Page->validate input information->send verification code->Email protocol,FUNC_NA,CTRL|EXTIVK,undefined,Login,Login
3,User->Login Page->validate input information->user information,EI,CTRL|DM|EI,undefined,Login,Login
4,User->verification code input field->validate password->home page,EQ,CTRL|INT,undefined,Login,Login
5,User->verification code input field->validate password->user information,EI,CTRL|DM|EI,undefined,Login,Login
6,User->verification code input field->validate password->validation failed message,EQ,CTRL|INT,undefined,Login,Login
