id,path,transactional,path_length,diagram,useCase
1,User->asigned task list->open comment input page->comment input page,CTRL,4,Submit comments to assigned task,Submit comments to assigned task
2,User->asigned task list->open comment input page->comment input page,INT,4,Submit comments to assigned task,Submit comments to assigned task
3,User->comment input page->submit comment->comment,CTRL,4,Submit comments to assigned task,Submit comments to assigned task
4,User->comment input page->submit comment->comment,DM,4,Submit comments to assigned task,Submit comments to assigned task
5,User->comment input page->submit comment->comment,EI,4,Submit comments to assigned task,Submit comments to assigned task
6,User->comment input page->submit comment->error for too long comment,CTRL,4,Submit comments to assigned task,Submit comments to assigned task
7,User->comment input page->submit comment->error for too long comment,INT,4,Submit comments to assigned task,Submit comments to assigned task
8,User->comment input page->submit comment->notification,CTRL,4,Submit comments to assigned task,Submit comments to assigned task
9,User->comment input page->submit comment->notification,DM,4,Submit comments to assigned task,Submit comments to assigned task
10,User->comment input page->submit comment->notification,EI,4,Submit comments to assigned task,Submit comments to assigned task
