id,element,type,outboundDegree,inboundDegree,diagram,useCase
1,Search result page,boundary,0,1,Billstatus page,View Partner Billing status storyboard,
2,Partner data,entity,0,2,Billstatus page,View Partner Billing status storyboard,
3,Display search result,control,1,1,Billstatus page,View Partner Billing status storyboard,
4,Search,control,3,2,Billstatus page,View Partner Billing status storyboard,
5,Display search result,control,1,1,Billstatus page,View Partner Billing status storyboard,
6,Administrator,actor,1,0,Billstatus page,View Partner Billing status storyboard,
7,Billstatus page,boundary,2,2,Billstatus page,View Partner Billing status storyboard,
