id,path,transactional,path_length,diagram,useCase
1,Contractor->Website detail input page->verify input information->save website info->websites,CTRL,5,Add a new website,Add a new website
2,Contractor->Website detail input page->verify input information->save website info->websites,DM,5,Add a new website,Add a new website
3,Contractor->Website detail input page->verify input information->save website info->websites,EI,5,Add a new website,Add a new website
4,Contractor->Website detail input page->verify input information->Invalid website information,CTRL,4,Add a new website,Add a new website
5,Contractor->Website detail input page->verify input information->Invalid website information,INT,4,Add a new website,Add a new website
6,Contractor->websites tab->query crawling list of websites->List of websites,CTRL,4,Show the website,Show the website
7,Contractor->websites tab->query crawling list of websites->List of websites,INT,4,Show the website,Show the website
8,Contractor->websites tab->query crawling list of websites->websites,CTRL,4,Show the website,Show the website
9,Contractor->websites tab->query crawling list of websites->websites,DM,4,Show the website,Show the website
10,Contractor->websites tab->query crawling list of websites->websites,EI,4,Show the website,Show the website
11,Contractor->List of websites->display confirm tab->confirm dialog,CTRL,4,Show the website,Show the website
12,Contractor->List of websites->display confirm tab->confirm dialog,INT,4,Show the website,Show the website
13,Contractor->show crawling list->query crawling list of websites->List of websites,CTRL,4,Edit website details,Edit website details
14,Contractor->show crawling list->query crawling list of websites->List of websites,INT,4,Edit website details,Edit website details
15,Contractor->show crawling list->query crawling list of websites->websites,CTRL,4,Edit website details,Edit website details
16,Contractor->show crawling list->query crawling list of websites->websites,DM,4,Edit website details,Edit website details
17,Contractor->show crawling list->query crawling list of websites->websites,EI,4,Edit website details,Edit website details
18,Contractor->Attribute list of website->add attributes->websites,CTRL,4,Edit website details,Edit website details
19,Contractor->Attribute list of website->add attributes->websites,DM,4,Edit website details,Edit website details
20,Contractor->Attribute list of website->add attributes->websites,EI,4,Edit website details,Edit website details
21,Contractor->List of websites->query attributes of webbiste->websites,CTRL,4,Edit website details,Edit website details
22,Contractor->List of websites->query attributes of webbiste->websites,DM,4,Edit website details,Edit website details
23,Contractor->List of websites->query attributes of webbiste->websites,EI,4,Edit website details,Edit website details
24,Contractor->List of websites->query attributes of webbiste->Attribute list of website,CTRL,4,Edit website details,Edit website details
25,Contractor->List of websites->query attributes of webbiste->Attribute list of website,INT,4,Edit website details,Edit website details
26,contractor->player detail page->add player->player,CTRL,4,Add a new player,Add a new player
27,contractor->player detail page->add player->player,DM,4,Add a new player,Add a new player
28,contractor->player detail page->add player->player,EI,4,Add a new player,Add a new player
29,contractor->players tab->query crawling list of players->all players list,CTRL,4,Add a new player,Add a new player
30,contractor->players tab->query crawling list of players->all players list,INT,4,Add a new player,Add a new player
31,contractor->players tab->query crawling list of players->player,CTRL,4,Add a new player,Add a new player
32,contractor->players tab->query crawling list of players->player,DM,4,Add a new player,Add a new player
33,contractor->players tab->query crawling list of players->player,EI,4,Add a new player,Add a new player
34,contractor->all players list->query attribute list of a player->player detail page,CTRL,4,Add a new player,Add a new player
35,contractor->all players list->query attribute list of a player->player detail page,INT,4,Add a new player,Add a new player
36,contractor->all players list->query attribute list of a player->player,CTRL,4,Add a new player,Add a new player
37,contractor->all players list->query attribute list of a player->player,DM,4,Add a new player,Add a new player
38,contractor->all players list->query attribute list of a player->player,EI,4,Add a new player,Add a new player
39,contractor->players tab->query crawling list of players->all players list,CTRL,4,Show the player,Show the player
40,contractor->players tab->query crawling list of players->all players list,INT,4,Show the player,Show the player
41,contractor->players tab->query crawling list of players->player,CTRL,4,Show the player,Show the player
42,contractor->players tab->query crawling list of players->player,DM,4,Show the player,Show the player
43,contractor->players tab->query crawling list of players->player,EI,4,Show the player,Show the player
44,contractor->all players list->query player info->player,CTRL,4,Show the player,Show the player
45,contractor->all players list->query player info->player,DM,4,Show the player,Show the player
46,contractor->all players list->query player info->player,EI,4,Show the player,Show the player
47,contractor->all players list->query player info->player detail page,CTRL,4,Show the player,Show the player
48,contractor->all players list->query player info->player detail page,INT,4,Show the player,Show the player
49,contractor->all players list->query attribute list of a player->player,CTRL,4,Edit the crawling attributes of a player,Edit the crawling attributes of a player
50,contractor->all players list->query attribute list of a player->player,DM,4,Edit the crawling attributes of a player,Edit the crawling attributes of a player
51,contractor->all players list->query attribute list of a player->player,EI,4,Edit the crawling attributes of a player,Edit the crawling attributes of a player
52,contractor->all players list->query attribute list of a player->player detail page,CTRL,4,Edit the crawling attributes of a player,Edit the crawling attributes of a player
53,contractor->all players list->query attribute list of a player->player detail page,INT,4,Edit the crawling attributes of a player,Edit the crawling attributes of a player
54,contractor->players tab->query crawling list of players->player,CTRL,4,Edit the crawling attributes of a player,Edit the crawling attributes of a player
55,contractor->players tab->query crawling list of players->player,DM,4,Edit the crawling attributes of a player,Edit the crawling attributes of a player
56,contractor->players tab->query crawling list of players->player,EI,4,Edit the crawling attributes of a player,Edit the crawling attributes of a player
57,contractor->players tab->query crawling list of players->all players list,CTRL,4,Edit the crawling attributes of a player,Edit the crawling attributes of a player
58,contractor->players tab->query crawling list of players->all players list,INT,4,Edit the crawling attributes of a player,Edit the crawling attributes of a player
59,contractor->player detail page->update player attributes->player,CTRL,4,Edit the crawling attributes of a player,Edit the crawling attributes of a player
60,contractor->player detail page->update player attributes->player,DM,4,Edit the crawling attributes of a player,Edit the crawling attributes of a player
61,contractor->player detail page->update player attributes->player,EI,4,Edit the crawling attributes of a player,Edit the crawling attributes of a player
62,Contractor->websites tab->query crawling list of websites->List of websites,CTRL,4,Delete a website,Delete a website
63,Contractor->websites tab->query crawling list of websites->List of websites,INT,4,Delete a website,Delete a website
64,Contractor->websites tab->query crawling list of websites->websites,CTRL,4,Delete a website,Delete a website
65,Contractor->websites tab->query crawling list of websites->websites,DM,4,Delete a website,Delete a website
66,Contractor->websites tab->query crawling list of websites->websites,EI,4,Delete a website,Delete a website
67,Contractor->List of websites->display confirm tab->confirm dialog,CTRL,4,Delete a website,Delete a website
68,Contractor->List of websites->display confirm tab->confirm dialog,INT,4,Delete a website,Delete a website
69,Contractor->confirm dialog->delete website->websites,CTRL,4,Delete a website,Delete a website
70,Contractor->confirm dialog->delete website->websites,DM,4,Delete a website,Delete a website
71,Contractor->confirm dialog->delete website->websites,EI,4,Delete a website,Delete a website
72,contractor->players tab->query crawling list of players->all players list,CTRL,4,Schedule player crawl,Schedule player crawl
73,contractor->players tab->query crawling list of players->all players list,INT,4,Schedule player crawl,Schedule player crawl
74,contractor->players tab->query crawling list of players->player,CTRL,4,Schedule player crawl,Schedule player crawl
75,contractor->players tab->query crawling list of players->player,DM,4,Schedule player crawl,Schedule player crawl
76,contractor->players tab->query crawling list of players->player,EI,4,Schedule player crawl,Schedule player crawl
77,contractor->all players list->add player to scheduling list->schedule,CTRL,4,Schedule player crawl,Schedule player crawl
78,contractor->all players list->add player to scheduling list->schedule,DM,4,Schedule player crawl,Schedule player crawl
79,contractor->all players list->add player to scheduling list->schedule,EI,4,Schedule player crawl,Schedule player crawl
80,contractor->all players list->add player to scheduling list->schedule success message,CTRL,4,Schedule player crawl,Schedule player crawl
81,contractor->all players list->add player to scheduling list->schedule success message,INT,4,Schedule player crawl,Schedule player crawl
