id,element,useCase,type,component
1,contractor:player detail page,Show the player,control,playerdetailpage
2,contractor:all players list,Show the player,control,playerdetailpage
3,contractor:players tab,Show the player,control,playerdetailpage
4,all players list:query player info,Show the player,control,playerdetailpage
5,query crawling list of players:all players list,Show the player,control,playerdetailpage
6,save player:player,Show the player,control,playerdetailpage
7,query crawling list of players:player,Show the player,control,playerdetailpage
8,query player info:player,Show the player,control,playerdetailpage
9,player detail page:save player,Show the player,control,playerdetailpage
10,query player info:player detail page,Show the player,control,playerdetailpage
11,players tab:query crawling list of players,Show the player,control,playerdetailpage
12,stl#contractor:player detail page,Show the player,Stimulus,undefined
13,stl#contractor:all players list,Show the player,Stimulus,undefined
14,stl#contractor:players tab,Show the player,Stimulus,undefined
