id,path,transactional,path_length,diagram,useCase
1,Employee->Coupon Notification Popup Window->Redeem,TRAN_NA,3,Receive Coupon,Receive Coupon - Android
2,Employee->Coupon Notification Popup Window->Save it later->Local coupon database,CTRL,4,Receive Coupon,Receive Coupon - Android
3,Employee->Coupon Notification Popup Window->Save it later->Local coupon database,DM,4,Receive Coupon,Receive Coupon - Android
4,Employee->Coupon Notification Popup Window->Save it later->Local coupon database,EI,4,Receive Coupon,Receive Coupon - Android
5,Employee->Coupon Notification Popup Window->Cancel,TRAN_NA,3,Receive Coupon,Receive Coupon - Android
6,Employee->Check GPS->Geo fence->Coupon Notification Popup Window,CTRL,4,Receive Coupon,Receive Coupon - Android
7,Employee->Check GPS->Geo fence->Coupon Notification Popup Window,EXTCLL,4,Receive Coupon,Receive Coupon - Android
8,Employee->Check GPS->Geo fence->Coupon Notification Popup Window,INT,4,Receive Coupon,Receive Coupon - Android
9,Employee->Check GPS->GPS not work page,CTRL,3,Receive Coupon,Receive Coupon - Android
10,Employee->Check GPS->GPS not work page,EXTCLL,3,Receive Coupon,Receive Coupon - Android
11,Employee->Check GPS->GPS not work page,INT,3,Receive Coupon,Receive Coupon - Android
12,Employee->check internet->Coupon Notification Popup Window,CTRL,3,Receive Coupon,Receive Coupon - Android
13,Employee->check internet->Coupon Notification Popup Window,EXTCLL,3,Receive Coupon,Receive Coupon - Android
14,Employee->check internet->Coupon Notification Popup Window,INT,3,Receive Coupon,Receive Coupon - Android
15,Employee->check internet->Geo fence->Coupon Notification Popup Window,CTRL,4,Receive Coupon,Receive Coupon - Android
16,Employee->check internet->Geo fence->Coupon Notification Popup Window,EXTCLL,4,Receive Coupon,Receive Coupon - Android
17,Employee->check internet->Geo fence->Coupon Notification Popup Window,INT,4,Receive Coupon,Receive Coupon - Android
18,Employee->check internet->Fail to connect internet page,CTRL,3,Receive Coupon,Receive Coupon - Android
19,Employee->check internet->Fail to connect internet page,EXTCLL,3,Receive Coupon,Receive Coupon - Android
20,Employee->check internet->Fail to connect internet page,INT,3,Receive Coupon,Receive Coupon - Android
21,Ad server->Coupon Retrieve Page->Retrieve specific partner's coupon information->Server Partner - coupon database,CTRL,4,Receive Coupon,Receive Coupon - Android
22,Ad server->Coupon Retrieve Page->Retrieve specific partner's coupon information->Server Partner - coupon database,DM,4,Receive Coupon,Receive Coupon - Android
23,Ad server->Coupon Retrieve Page->Retrieve specific partner's coupon information->Server Partner - coupon database,EI,4,Receive Coupon,Receive Coupon - Android
24,Ad server->Coupon Retrieve Page->Retrieve specific partner's coupon information->Coupon Notification Popup Window,CTRL,4,Receive Coupon,Receive Coupon - Android
25,Ad server->Coupon Retrieve Page->Retrieve specific partner's coupon information->Coupon Notification Popup Window,INT,4,Receive Coupon,Receive Coupon - Android
