id,element,useCase,type,component
1,User:Clicks Submit	,Register,boundary,ClickonAdd
2,User:Click on register button,Register,entity,Registerdb
3,User:Homepage,Register,boundary,Homepage
4,User:Fills out the registration form ,Register,entity,Registerdb
5,Click on register button:Register   information,Register,entity,Registerdb
6,Clicks Submit	:Validates the form,Register,control,Savesindatabase
7,Fills out the registration form :Validates the form,Register,control,Savesindatabase
8,Sends and email notification of the new user account created:Homepage,Register,boundary,Homepage
9,Logs in the user:Sends and email notification of the new user account created,Register,boundary,Notificationdisplayed��Adduserprofile��
10,Validates the form:Logs in the user,Register,boundary,Logsintheuser
11,Register   information:Validates the form,Register,control,Savesindatabase
12,Validates the form:Register db,Register,entity,Registerdb
13,stl#User:Clicks Submit	,Register,Stimulus,undefined
14,stl#User:Click on register button,Register,Stimulus,undefined
15,stl#User:Homepage,Register,Stimulus,undefined
16,stl#User:Fills out the registration form ,Register,Stimulus,undefined
