id,element,type,outboundDegree,inboundDegree,diagram,useCase
1,Event,entity,0,1,Delete Event,Delete Event,
2,Delete Picture,control,1,1,Delete Event,Delete Event,
3,Picture,entity,0,1,Delete Event,Delete Event,
4,Close warning and delete event,control,2,1,Delete Event,Delete Event,
5,Confirm Box,boundary,1,2,Delete Event,Delete Event,
6,Show warning of deletion,control,2,1,Delete Event,Delete Event,
7,Delete Event Button,boundary,1,2,Delete Event,Delete Event,
8,User,actor,2,0,Delete Event,Delete Event,
