id,element,useCase,type,component
1,User:No matched results,Search course,boundary,receivepaymentresult
2,User:Search page,Search course,boundary,Homepage
3,User:home page,Search course,boundary,Homepage
4,User:course list,Search course,entity,Course
5,Search course by keywords:No matched results,Search course,boundary,receivepaymentresult
6,Save sign up information:course,Search course,entity,Course
7,Save sign up information:home page,Search course,boundary,Homepage
8,Search course by keywords:Save sign up information,Search course,boundary,Invalidenteredinformation
9,Search course by keywords:course list,Search course,entity,Course
10,Search course by keywords:course,Search course,entity,Course
11,Search page:Search course by keywords,Search course,entity,Course
12,Search page:redirect to home page,Search course,boundary,Homepage
13,redirect to home page:home page,Search course,boundary,Homepage
14,stl#User:No matched results,Search course,Stimulus,undefined
15,stl#User:Search page,Search course,Stimulus,undefined
16,stl#User:home page,Search course,Stimulus,undefined
17,stl#User:course list,Search course,Stimulus,undefined
