id,element,useCase,type,component
1,User:The user clicks on the Forward/Rewind button listed in the video window,Forward/Rewind Video,boundary,TheuserclicksontheForwardRewindbuttonlistedinthevideowindow
2,User:opens Go Grrrls App ,Forward/Rewind Video,boundary,Go Grrrls App
3,User:Click on view content ,Forward/Rewind Video,boundary,chapter view
4,User:The user clicks on the play button,Forward/Rewind Video,boundary,TheuserclicksontheForwardRewindbuttonlistedinthevideowindow
5,User:clicks on specific chapter ,Forward/Rewind Video,control,Chapter
6,Chapter content is loaded and with watch more link listed :The video starts playing ,Forward/Rewind Video,control,Video
7,Display all the chapters listed:Chapter content is loaded and with watch more link listed ,Forward/Rewind Video,boundary,TheuserclicksontheForwardRewindbuttonlistedinthevideowindow
8,clicks on specific chapter :Chapter content is loaded and with watch more link listed ,Forward/Rewind Video,boundary,TheuserclicksontheForwardRewindbuttonlistedinthevideowindow
9,Click on view content :Display all the chapters listed,Forward/Rewind Video,control,Chapter
10,Show the home page of the app :Display all the chapters listed,Forward/Rewind Video,control,Chapter
11,opens Go Grrrls App :Show the home page of the app ,Forward/Rewind Video,control,Home
12,The user clicks on the Forward/Rewind button listed in the video window:The video is played faster or slowed down when forward and rewind button is clicked upon respectively,Forward/Rewind Video,boundary,TheuserclicksontheForwardRewindbuttonlistedinthevideowindow
13,The user clicks on the play button:The video starts playing ,Forward/Rewind Video,control,Video
14,The video starts playing :The video is played faster or slowed down when forward and rewind button is clicked upon respectively,Forward/Rewind Video,boundary,TheuserclicksontheForwardRewindbuttonlistedinthevideowindow
15,stl#User:The user clicks on the Forward/Rewind button listed in the video window,Forward/Rewind Video,Stimulus,undefined
16,stl#User:opens Go Grrrls App ,Forward/Rewind Video,Stimulus,undefined
17,stl#User:Click on view content ,Forward/Rewind Video,Stimulus,undefined
18,stl#User:The user clicks on the play button,Forward/Rewind Video,Stimulus,undefined
19,stl#User:clicks on specific chapter ,Forward/Rewind Video,Stimulus,undefined
20,User: opens Go Grrrls App ,Open and View a certain chapter unit,boundary,Go Grrrls App
21,User:Click on the chapter to view ,Open and View a certain chapter unit,boundary,chapter view
22,User:The user clicks on the Twitter option among the listed one ,Open and View a certain chapter unit,boundary,TheuserclicksontheForwardRewindbuttonlistedinthevideowindow
23,User:clicks on specific chapter ,Open and View a certain chapter unit,control,Chapter
24,User:User enters her Twitter account credentials ,Open and View a certain chapter unit,boundary,Twitter
25,User:clicks on Watch more link ,Open and View a certain chapter unit,boundary,TheuserclicksontheForwardRewindbuttonlistedinthevideowindow
26,User:Click on view content ,Open and View a certain chapter unit,boundary,chapter view
27,User:opens Go Grrrls App ,Open and View a certain chapter unit,boundary,Go Grrrls App
28, opens Go Grrrls App :Show the home page of the app ,Open and View a certain chapter unit,control,Home
29,Chapter content is loaded and with watch more link listed :The video is loaded from the YouTube API and is available to watch along with the text in-line,Open and View a certain chapter unit,boundary,TheuserclicksontheForwardRewindbuttonlistedinthevideowindow
30,clicks on specific chapter :Chapter content is loaded and with watch more link listed ,Open and View a certain chapter unit,boundary,TheuserclicksontheForwardRewindbuttonlistedinthevideowindow
31,Display all the chapters listed:Chapter content is loaded and with watch more link listed ,Open and View a certain chapter unit,boundary,TheuserclicksontheForwardRewindbuttonlistedinthevideowindow
32,Click on the chapter to view :Display all the chapter text and other links available to go to from that chapter ,Open and View a certain chapter unit,control,chapter controller
33,Click on view content :Display all the chapters listed,Open and View a certain chapter unit,control,Chapter
34,Show the home page of the app :Display all the chapter text and other links available to go to from that chapter ,Open and View a certain chapter unit,control,chapter controller
35,Show the home page of the app :Display all the chapters listed,Open and View a certain chapter unit,control,Chapter
36,opens Go Grrrls App :Show the home page of the app ,Open and View a certain chapter unit,control,Home
37,The user clicks on the Twitter option among the listed one :User is taken to login page of Twitter,Open and View a certain chapter unit,boundary,Twitter
38,The video is loaded from the YouTube API and is available to watch along with the text in-line:User is taken to login page of Twitter,Open and View a certain chapter unit,boundary,Twitter
39,clicks on Watch more link :The video is loaded from the YouTube API and is available to watch along with the text in-line,Open and View a certain chapter unit,boundary,TheuserclicksontheForwardRewindbuttonlistedinthevideowindow
40,User enters her Twitter account credentials :The video is posted on user��s Twitter account,Open and View a certain chapter unit,boundary,TheuserclicksontheForwardRewindbuttonlistedinthevideowindow
41,User is taken to login page of Twitter:The video is posted on user��s Twitter account,Open and View a certain chapter unit,boundary,TheuserclicksontheForwardRewindbuttonlistedinthevideowindow
42,stl#User: opens Go Grrrls App ,Open and View a certain chapter unit,Stimulus,undefined
43,stl#User:Click on the chapter to view ,Open and View a certain chapter unit,Stimulus,undefined
44,stl#User:The user clicks on the Twitter option among the listed one ,Open and View a certain chapter unit,Stimulus,undefined
45,stl#User:clicks on specific chapter ,Open and View a certain chapter unit,Stimulus,undefined
46,stl#User:User enters her Twitter account credentials ,Open and View a certain chapter unit,Stimulus,undefined
47,stl#User:clicks on Watch more link ,Open and View a certain chapter unit,Stimulus,undefined
48,stl#User:Click on view content ,Open and View a certain chapter unit,Stimulus,undefined
49,stl#User:opens Go Grrrls App ,Open and View a certain chapter unit,Stimulus,undefined
50,User:clicks on specific chapter ,Pause Video,control,Chapter
51,User:The user clicks on the Pause button listed in the video window,Pause Video,boundary,TheuserclicksontheForwardRewindbuttonlistedinthevideowindow
52,User:clicks on Watch more link ,Pause Video,boundary,TheuserclicksontheForwardRewindbuttonlistedinthevideowindow
53,User:Click on view content ,Pause Video,boundary,chapter view
54,User:opens Go Grrrls App ,Pause Video,boundary,Go Grrrls App
55,Chapter content is loaded and with watch more link listed :The video starts playing ,Pause Video,control,Video
56,clicks on specific chapter :Chapter content is loaded and with watch more link listed ,Pause Video,boundary,TheuserclicksontheForwardRewindbuttonlistedinthevideowindow
57,Display all the chapters listed:Chapter content is loaded and with watch more link listed ,Pause Video,boundary,TheuserclicksontheForwardRewindbuttonlistedinthevideowindow
58,Click on view content :Display all the chapters listed,Pause Video,control,Chapter
59,Show the home page of the app :Display all the chapters listed,Pause Video,control,Chapter
60,opens Go Grrrls App :Show the home page of the app ,Pause Video,control,Home
61,The user clicks on the Pause button listed in the video window:The video is paused,Pause Video,control,Video
62,The video starts playing :The video is paused,Pause Video,control,Video
63,clicks on Watch more link :The video starts playing ,Pause Video,control,Video
64,stl#User:clicks on specific chapter ,Pause Video,Stimulus,undefined
65,stl#User:The user clicks on the Pause button listed in the video window,Pause Video,Stimulus,undefined
66,stl#User:clicks on Watch more link ,Pause Video,Stimulus,undefined
67,stl#User:Click on view content ,Pause Video,Stimulus,undefined
68,stl#User:opens Go Grrrls App ,Pause Video,Stimulus,undefined
69,User:Click on view content ,Play Video for the chapter opened,boundary,chapter view
70,User:opens Go Grrrls App ,Play Video for the chapter opened,boundary,Go Grrrls App
71,User:clicks on specific chapter ,Play Video for the chapter opened,control,Chapter
72,User:user clicks on the play button,Play Video for the chapter opened,boundary,TheuserclicksontheForwardRewindbuttonlistedinthevideowindow
73,User:clicks on Watch more link ,Play Video for the chapter opened,boundary,TheuserclicksontheForwardRewindbuttonlistedinthevideowindow
74,Chapter content is loaded and with watch more link listed :The video is loaded from the YouTube API and is available to watch along with the text in-line,Play Video for the chapter opened,boundary,TheuserclicksontheForwardRewindbuttonlistedinthevideowindow
75,clicks on specific chapter :Chapter content is loaded and with watch more link listed ,Play Video for the chapter opened,boundary,TheuserclicksontheForwardRewindbuttonlistedinthevideowindow
76,Display all the chapters listed:Chapter content is loaded and with watch more link listed ,Play Video for the chapter opened,boundary,TheuserclicksontheForwardRewindbuttonlistedinthevideowindow
77,Click on view content :Display all the chapters listed,Play Video for the chapter opened,control,Chapter
78,Show the home page of the app :Display all the chapters listed,Play Video for the chapter opened,control,Chapter
79,opens Go Grrrls App :Show the home page of the app ,Play Video for the chapter opened,control,Home
80,The video is loaded from the YouTube API and is available to watch along with the text in-line:The video starts playing ,Play Video for the chapter opened,control,Video
81,clicks on Watch more link :The video is loaded from the YouTube API and is available to watch along with the text in-line,Play Video for the chapter opened,boundary,TheuserclicksontheForwardRewindbuttonlistedinthevideowindow
82,user clicks on the play button:The video starts playing ,Play Video for the chapter opened,control,Video
83,stl#User:Click on view content ,Play Video for the chapter opened,Stimulus,undefined
84,stl#User:opens Go Grrrls App ,Play Video for the chapter opened,Stimulus,undefined
85,stl#User:clicks on specific chapter ,Play Video for the chapter opened,Stimulus,undefined
86,stl#User:user clicks on the play button,Play Video for the chapter opened,Stimulus,undefined
87,stl#User:clicks on Watch more link ,Play Video for the chapter opened,Stimulus,undefined
88,User:clicks on specific chapter ,Read Bill of Rights,control,Chapter
89,User:clicks on Watch more link ,Read Bill of Rights,boundary,TheuserclicksontheForwardRewindbuttonlistedinthevideowindow
90,User:The user clicks on the Pause button listed in the video window,Read Bill of Rights,boundary,TheuserclicksontheForwardRewindbuttonlistedinthevideowindow
91,User:opens Go Grrrls App ,Read Bill of Rights,boundary,Go Grrrls App
92,User:Click on view content ,Read Bill of Rights,boundary,chapter view
93,Click on view content :Display all the chapters listed,Read Bill of Rights,control,Chapter
94,Display all the chapters listed:Display bill of rights,Read Bill of Rights,control,Bill of Rights
95,Show the home page of the app :Display all the chapters listed,Read Bill of Rights,control,Chapter
96,Display bill of rights:The video starts playing ,Read Bill of Rights,control,Video
97,clicks on specific chapter :Display bill of rights,Read Bill of Rights,control,Bill of Rights
98,opens Go Grrrls App :Show the home page of the app ,Read Bill of Rights,control,Home
99,The user clicks on the Pause button listed in the video window:The video is paused,Read Bill of Rights,control,Video
100,The video starts playing :The video is paused,Read Bill of Rights,control,Video
101,clicks on Watch more link :The video starts playing ,Read Bill of Rights,control,Video
102,stl#User:clicks on specific chapter ,Read Bill of Rights,Stimulus,undefined
103,stl#User:clicks on Watch more link ,Read Bill of Rights,Stimulus,undefined
104,stl#User:The user clicks on the Pause button listed in the video window,Read Bill of Rights,Stimulus,undefined
105,stl#User:opens Go Grrrls App ,Read Bill of Rights,Stimulus,undefined
106,stl#User:Click on view content ,Read Bill of Rights,Stimulus,undefined
107,User:clicks on read button,Read Welcome Message,boundary,clicksonreadbutton
108,User:Click on view content ,Read Welcome Message,boundary,clicksonreadbutton
109,User:opens Go Grrrls App ,Read Welcome Message,boundary,Go Grrrls App
110,Click on view content :Display all the chapters listed,Read Welcome Message,control,Chapter
111,Display all the chapters listed:Display welcome message,Read Welcome Message,control,Displaywelcomemessage
112,Show the home page of the app :Display all the chapters listed,Read Welcome Message,control,Chapter
