NUM,UC,Tran_Num,Activity_Num,Actor_Num,Component_num,Boundary_Num,Control_Num,Entity_Num,EI,EQ,INT,DM,CTRL,EXTIVK,EXTCLL,TRAN_NA,NT,Avg_TL,Avg_TD, Avg_TC, Avg_DETs, Arch_Diff,EI,EO,EQ,FN,NI,NE,EXT,ERY,RED,WRT,SWTI,SWTII,SWTIII
1,Forward/Rewind Video,5,19,0,14,8,6,0,0,0,0,0,0,0,0,5,0,0,5.2,0,0,0,0,0,17,5,5,5,5,5,5,5,5.074,16.1039,11.063
2,Open and View a certain chapter unit,8,30,0,22,15,7,0,0,0,0,0,0,0,0,8,0,0,6.6875,0,0,0,0,0,28,8,8,8,8,8,8,8,8.1184,36.2789,22.552399999999995
3,Pause Video,5,19,0,14,6,8,0,0,0,0,0,0,0,0,5,0,0,4.55,0,0,0,0,0,16,5,5,5,5,5,5,5,5.074,15.103,8.4655
4,Play Video for the chapter opened,5,19,0,14,8,6,0,0,0,0,0,0,0,0,5,0,0,4.95,0,0,0,0,0,16,5,5,5,5,5,5,5,5.074,15.103,10.265
5,Read Bill of Rights,5,19,0,14,4,10,0,0,0,0,0,1,0,0,4,1,25,3.95,20,4,98.75,0,0,16,5,5,5,5,5,5,5,5.074,12.432099999999998,8.4655
6,Read Welcome Message,3,11,0,8,3,5,0,0,0,0,0,0,0,0,3,0,0,2.111111111111111,0,0,0,0,0,12,3,3,3,3,3,3,3,3.0443999999999996,3.3236999999999997,3.5479000000000003
7,Share on twitter,6,23,0,17,7,10,0,0,0,0,0,0,0,0,6,0,0,3.074074074074074,0,0,0,0,0,20,6,6,6,6,6,6,6,6.0888,12.396,8.7868
8,Use Case1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Use Case2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,View hints based on question,2,7,0,5,2,3,0,0,0,0,0,0,0,0,2,0,0,1.4,0,0,0,0,0,8,2,2,2,2,2,2,2,2.0296,2.148,2.3336
11,View table contents,2,7,0,5,2,3,0,0,0,0,0,0,0,0,2,0,0,1.4,0,0,0,0,0,8,2,2,2,2,2,2,2,2.0296,2.148,2.3336
12,watch video in full screen,6,23,0,17,5,12,0,0,0,0,0,1,0,0,5,1,33,2.7777777777777777,27,5,91.66666666666666,0,0,19,6,6,6,6,6,6,6,6.0888,11.3576,8.7868
