NUM,DM,Attribute_Num,Operation_Num,Class_Num,Top_Level_Classes,Average_Depth_Inheritance_Tree,Average_Number_Of_Children_Per_Base_Class,Number_Of_Inheritance_Relationships,Depth_Inheritance_Tree,para_num,usage_num,real_num,assoc_num,externaloper_num,objectdata_num,avg_operation,avg_attribute,avg_parameter,avg_usage,avg_real,avg_assoc,avg_instVar,weightedoper_num,method_size,DET,RET,ILF,EIF,OBJ,NOET,NOAAE,NORT,NEM,NSR, NOA,WMC,MPC,DIT,NIVPC,NUMS,RR,NTLC,ANWMC,ADIT,NOCPBC,NOC,NOIR,NOUR,NORR,NOM,NOP,NOCA,NOASSOC,ANMC,ANPC,ANCAC,ANASSOCC,ANRELC,NOC,NOAPC,NODET,NORET,NOA,NOMPC,NPPM,NMT
1,domain_model,5,55,26,23,0.11538461538461539,0.13043478260869565,3,2,22,0,0,164,38,0,2.1153846153846154,0.19230769230769232,0.8461538461538461,0,0,6.3076923076923075,0.19230769230769232,7.499999999999997,0,5,26,208,26,26,26,5,167,38,38,164,7.499999999999997,2.1153846153846154,2,0.19230769230769232,0,0,23,0.2884615384615384,1.7692307692307692,0.13043478260869565,26,3,0,0,55,22,5,164,2.1153846153846154,0.8461538461538461,0.19230769230769232,12.615384615384615,12.615384615384615,26,0.19230769230769232,26,26,164,2.1153846153846154,0.8461538461538461,55
