id,element,type,outboundDegree,inboundDegree,diagram,useCase
1,vendor already exists message,boundary,0,2,Approve new vendors,Approve new vendors,
2,Email protocol,actor,0,1,Approve new vendors,Approve new vendors,
3,send email with unique code,control,1,1,Approve new vendors,Approve new vendors,
4,vendor,entity,0,1,Approve new vendors,Approve new vendors,
5,add vendor into list,control,3,1,Approve new vendors,Approve new vendors,
6,Vendor approve page,boundary,1,1,Approve new vendors,Approve new vendors,
7,Admin,actor,2,0,Approve new vendors,Approve new vendors,
