id,transaction,useCase,transactional, TL, DETs, TD, Arch_Diff
1,stl#User:Confirm box->User:Confirm box->Confirm box:Delete micro website->Delete micro website:pdf format is not valid message,Delete micro website,TRAN_NA,4,0,5.666666666666667,22.666666666666668
2,stl#User:Confirm box->User:Confirm box->Confirm box:Delete micro website->Delete micro website:Micro website,Delete micro website,TRAN_NA,4,0,8,32
3,stl#User:Confirm box->User:Confirm box->Confirm box:Delete micro website->Delete micro website:Deactivate the link->Deactivate the link:Direct to micro website management->Direct to micro website management:Micro Website Management Page,Delete micro website,TRAN_NA,6,0,6.2,37.2
4,stl#User:Confirm box->User:Confirm box->Confirm box:Delete micro website->Delete micro website:Deactivate the link->Deactivate the link:Direct to micro website management->Direct to micro website management:Redirect to micro website management page->Redirect to micro website management page:Micro Website Management Page,Delete micro website,TRAN_NA,7,0,6.166666666666667,43.16666666666667
5,stl#User:Confirm box->User:Confirm box->Confirm box:Delete micro website->Delete micro website:Deactivate the link->Deactivate the link:Micro website,Delete micro website,TRAN_NA,5,0,6.25,31.25
6,stl#User:pdf format is not valid message->User:pdf format is not valid message,Delete micro website,CTRL,2,0,2,4
7,stl#User:pdf format is not valid message->User:pdf format is not valid message,Delete micro website,EXTCLL,2,0,2,4
8,stl#User:pdf format is not valid message->User:pdf format is not valid message,Delete micro website,INT,2,0,2,4
9,stl#User:Micro Website Management Page->User:Micro Website Management Page,Delete micro website,CTRL,2,0,9,18
10,stl#User:Micro Website Management Page->User:Micro Website Management Page,Delete micro website,EXTCLL,2,0,9,18
11,stl#User:Micro Website Management Page->User:Micro Website Management Page,Delete micro website,DM,2,0,9,18
12,stl#User:Micro Website Management Page->User:Micro Website Management Page,Delete micro website,EI,2,0,9,18
13,stl#User:"Delete" Button->User:"Delete" Button->"Delete" Button:Popup a confirm box->Popup a confirm box:Confirm box->Confirm box:Delete micro website->Delete micro website:pdf format is not valid message,Delete micro website,TRAN_NA,6,0,6.4,38.400000000000006
14,stl#User:"Delete" Button->User:"Delete" Button->"Delete" Button:Popup a confirm box->Popup a confirm box:Confirm box->Confirm box:Delete micro website->Delete micro website:Micro website,Delete micro website,TRAN_NA,6,0,7.8,46.8
15,stl#User:"Delete" Button->User:"Delete" Button->"Delete" Button:Popup a confirm box->Popup a confirm box:Confirm box->Confirm box:Delete micro website->Delete micro website:Deactivate the link->Deactivate the link:Direct to micro website management->Direct to micro website management:Micro Website Management Page,Delete micro website,TRAN_NA,8,0,6.571428571428571,52.57142857142857
16,stl#User:"Delete" Button->User:"Delete" Button->"Delete" Button:Popup a confirm box->Popup a confirm box:Confirm box->Confirm box:Delete micro website->Delete micro website:Deactivate the link->Deactivate the link:Direct to micro website management->Direct to micro website management:Redirect to micro website management page->Redirect to micro website management page:Micro Website Management Page,Delete micro website,TRAN_NA,9,0,6.5,58.5
17,stl#User:"Delete" Button->User:"Delete" Button->"Delete" Button:Popup a confirm box->Popup a confirm box:Confirm box->Confirm box:Delete micro website->Delete micro website:Deactivate the link->Deactivate the link:Micro website,Delete micro website,TRAN_NA,7,0,6.666666666666667,46.66666666666667
18,stl#User:"Delete" Button->User:"Delete" Button->"Delete" Button:Popup a confirm box->Popup a confirm box:"Delete" Button->"Delete" Button:Popup a confirm box,Delete micro website,TRAN_NA,5,0,7.5,37.5
1,stl#undefined->undefined,Search Content,CTRL,2,0,1,2
2,stl#undefined->undefined,Search Content,EXTCLL,2,0,1,2
3,stl#undefined->undefined,Search Content,INT,2,0,1,2
1,stl#User:error message->User:error message,Subscribe latest news,CTRL,2,0,8,16
2,stl#User:error message->User:error message,Subscribe latest news,EXTCLL,2,0,8,16
3,stl#User:error message->User:error message,Subscribe latest news,INT,2,0,8,16
4,stl#User:subscribe bar on website->User:subscribe bar on website->subscribe bar on website:check email redundancy->check email redundancy:display error message when no record exists->display error message when no record exists:the email has already subscribed message,Subscribe latest news,TRAN_NA,5,0,3,15
5,stl#User:subscribe bar on website->User:subscribe bar on website->subscribe bar on website:check email redundancy->check email redundancy:display error message when no record exists->display error message when no record exists:error message,Subscribe latest news,TRAN_NA,5,0,4.5,22.5
6,stl#User:subscribe bar on website->User:subscribe bar on website->subscribe bar on website:check email redundancy->check email redundancy:display error message when no record exists->display error message when no record exists:add a subscriber recorder into the database->add a subscriber recorder into the database:website content,Subscribe latest news,TRAN_NA,6,0,3.8,22.799999999999997
7,stl#User:subscribe bar on website->User:subscribe bar on website->subscribe bar on website:check email redundancy->check email redundancy:display error message when no record exists->display error message when no record exists:add a subscriber recorder into the database->add a subscriber recorder into the database:error message,Subscribe latest news,TRAN_NA,6,0,3.8,22.799999999999997
8,stl#User:subscribe bar on website->User:subscribe bar on website->subscribe bar on website:check email redundancy->check email redundancy:display error message when no record exists->display error message when no record exists:add a subscriber recorder into the database->add a subscriber recorder into the database:shwo success message,Subscribe latest news,TRAN_NA,6,0,2.6,15.600000000000001
9,stl#User:subscribe bar on website->User:subscribe bar on website->subscribe bar on website:check email redundancy->check email redundancy:display error message when no record exists->display error message when no record exists:No record exist message,Subscribe latest news,TRAN_NA,5,0,4.5,22.5
10,stl#User:the email has already subscribed message->User:the email has already subscribed message,Subscribe latest news,CTRL,2,0,2,4
11,stl#User:error message->User:error message,Subscribe latest news,CTRL,2,0,8,16
12,stl#User:error message->User:error message,Subscribe latest news,EXTCLL,2,0,8,16
13,stl#User:error message->User:error message,Subscribe latest news,INT,2,0,8,16
14,stl#User:No record exist message->User:No record exist message,Subscribe latest news,CTRL,2,0,8,16
15,stl#User:No record exist message->User:No record exist message,Subscribe latest news,EXTCLL,2,0,8,16
16,stl#User:No record exist message->User:No record exist message,Subscribe latest news,INT,2,0,8,16
17,stl#User:shwo success message->User:shwo success message,Subscribe latest news,CTRL,2,0,2,4
1,stl#User:Success message->User:Success message,add case studies,CTRL,2,0,4,8
2,stl#User:upload fail message->User:upload fail message,add case studies,CTRL,2,0,4,8
3,stl#User:"case study" form->User:"case study" form,add case studies,CTRL,2,0,7,14
4,stl#User:"Add Case Studies" button->User:"Add Case Studies" button->"Add Case Studies" button:Show "Case Study" form->Show "Case Study" form:upload file->upload file:upload fail message,add case studies,TRAN_NA,5,0,4.75,23.75
5,stl#User:"Add Case Studies" button->User:"Add Case Studies" button->"Add Case Studies" button:Show "Case Study" form->Show "Case Study" form:upload file->upload file:Create a new record of case study in db->Create a new record of case study in db:Success message,add case studies,TRAN_NA,6,0,4,24
6,stl#User:"Add Case Studies" button->User:"Add Case Studies" button->"Add Case Studies" button:Show "Case Study" form->Show "Case Study" form:upload file->upload file:Create a new record of case study in db->Create a new record of case study in db:Case study db,add case studies,TRAN_NA,6,0,4.6,27.599999999999998
7,stl#User:"Add Case Studies" button->User:"Add Case Studies" button->"Add Case Studies" button:Show "Case Study" form->Show "Case Study" form:upload file->upload file:"case study" form,add case studies,TRAN_NA,5,0,5.5,27.5
8,stl#User:"Add Case Studies" button->User:"Add Case Studies" button->"Add Case Studies" button:Show "Case Study" form->Show "Case Study" form:"Add Case Studies" button->"Add Case Studies" button:Show "Case Study" form,add case studies,CTRL,5,0,7,35
1,stl#User:"upload" button->User:"upload" button->"upload" button:Display "select files" box->Display "select files" box:check file validity->check file validity:Transmit the file->Transmit the file:Show the uploaded file's link->Show the uploaded file's link:Uploaded file's link,attach file,TRAN_NA,7,0,4,28
2,stl#User:"upload" button->User:"upload" button->"upload" button:Display "select files" box->Display "select files" box:check file validity->check file validity:Transmit the file->Transmit the file:Micro Website management,attach file,TRAN_NA,6,0,4.6,27.599999999999998
3,stl#User:"upload" button->User:"upload" button->"upload" button:Display "select files" box->Display "select files" box:"upload" button->"upload" button:Display "select files" box,attach file,TRAN_NA,5,0,6,30
4,stl#User:"upload" button->User:"upload" button->"upload" button:Display "select files" box->Display "select files" box:"select files" box->"select files" box:Micro Website management,attach file,TRAN_NA,5,0,5.75,28.75
5,stl#User:Uploaded file's link->User:Uploaded file's link,attach file,CTRL,2,0,3,6
6,stl#User:Uploaded file's link->User:Uploaded file's link,attach file,EXTCLL,2,0,3,6
7,stl#User:Uploaded file's link->User:Uploaded file's link,attach file,INT,2,0,3,6
8,stl#User:Micro Website management->User:Micro Website management,attach file,CTRL,2,0,5,10
9,stl#User:Micro Website management->User:Micro Website management,attach file,EXTCLL,2,0,5,10
10,stl#User:Micro Website management->User:Micro Website management,attach file,DM,2,0,5,10
11,stl#User:Micro Website management->User:Micro Website management,attach file,EI,2,0,5,10
12,stl#User:"select files" box->User:"select files" box->"select files" box:Micro Website management,attach file,TRAN_NA,3,0,5.5,16.5
13,stl#User:failure message->User:failure message,attach file,CTRL,2,0,1,2
1,stl#User:View Market Director Accounts Page->User:View Market Director Accounts Page,create marketing director account,CTRL,2,0,17,34
2,stl#User:View Market Director Accounts Page->User:View Market Director Accounts Page,create marketing director account,EXTCLL,2,0,17,34
3,stl#User:View Market Director Accounts Page->User:View Market Director Accounts Page,create marketing director account,INT,2,0,17,34
4,stl#User:username exists message->User:username exists message,create marketing director account,CTRL,2,0,4,8
5,stl#User:Username exists message->User:Username exists message,create marketing director account,CTRL,2,0,4,8
6,stl#User:"create account" button->User:"create account" button->"create account" button:Redict to an empty marketing director account form->Redict to an empty marketing director account form:User Info,create marketing director account,TRAN_NA,4,0,12,48
