id,element,useCase,type,component
1,Weight loser:invalid information about added weights,Create goal,boundary,goalinfo
2,Weight loser:The weight loser add one sponsor successfully message,Create goal,boundary,Theweightloseraddonesponsorsuccessfullymessage
3,Weight loser:create goal link on homepage,Create goal,boundary,goalinfo
4,Weight loser:error message in adding charity and sponsor,Create goal,boundary,Theweightloseraddonesponsorsuccessfullymessage
5,Weight loser:create goal confirmation message,Create goal,boundary,goalinfo
6,Weight loser:create goal page,Create goal,boundary,goalinfo
7,Weight loser:add charity successfully message,Create goal,boundary,Theweightloseraddonesponsorsuccessfullymessage
8,Invoke the inviite sponsor use case:The weight loser add one sponsor successfully message,Create goal,boundary,Theweightloseraddonesponsorsuccessfullymessage
9,Invoke the inviite sponsor use case:error message in adding charity and sponsor,Create goal,boundary,Theweightloseraddonesponsorsuccessfullymessage
10,add charity successfully message:Invoke the inviite sponsor use case,Create goal,boundary,Theweightloseraddonesponsorsuccessfullymessage
11,The weight loser add one sponsor successfully message:create the goal,Create goal,boundary,goalinfo
12,invoke add charity use case:add charity successfully message,Create goal,boundary,Theweightloseraddonesponsorsuccessfullymessage
13,create the goal:create goal confirmation message,Create goal,boundary,goalinfo
14,create goal link on homepage:redirect the user to creat goal page,Create goal,control,redirecttheusertocreatgoalpage
15,create goal page:invoke add charity use case,Create goal,boundary,invokeaddcharityusecase
16,redirect the user to creat goal page:create goal page,Create goal,control,redirecttheusertocreatgoalpage
17,create the goal:goal info,Create goal,boundary,goalinfo
18,invoke add charity use case:error message in adding charity and sponsor,Create goal,boundary,Theweightloseraddonesponsorsuccessfullymessage
19,redirect the user to creat goal page:goal info,Create goal,boundary,goalinfo
20,invoke add charity use case:invalid information about added weights,Create goal,boundary,goalinfo
21,stl#Weight loser:invalid information about added weights,Create goal,Stimulus,undefined
22,stl#Weight loser:The weight loser add one sponsor successfully message,Create goal,Stimulus,undefined
23,stl#Weight loser:create goal link on homepage,Create goal,Stimulus,undefined
24,stl#Weight loser:error message in adding charity and sponsor,Create goal,Stimulus,undefined
25,stl#Weight loser:create goal confirmation message,Create goal,Stimulus,undefined
26,stl#Weight loser:create goal page,Create goal,Stimulus,undefined
27,stl#Weight loser:add charity successfully message,Create goal,Stimulus,undefined
