id,element,useCase,type,component
1,User:Homepage,insert course detail,boundary,Homepage
2,User:Course detail page,insert course detail,boundary,Studentcourselist
3,User:Make some changes,insert course detail,boundary,Homepage
4,Course detail page:course profie page,insert course detail,boundary,Studentcourselist
5,Display comfirmation page:Homepage,insert course detail,boundary,Homepage
6,course profie page:Display comfirmation page,insert course detail,control,Displaycomfirminformation
7,Make some changes:course profie page,insert course detail,boundary,Studentcourselist
8,course profie page:database,insert course detail,entity,Database
9,stl#User:Homepage,insert course detail,Stimulus,undefined
10,stl#User:Course detail page,insert course detail,Stimulus,undefined
11,stl#User:Make some changes,insert course detail,Stimulus,undefined
