id,path,functional,transactional,path_length, boundry_num, control_num, entity_num, actor_num, diagram,useCase
1,florist->Order history button->retrieve order history for a florist->order,EI,CTRL|DM|EI,4,undefined,1,1,1,View Past Transactions,View Past Transactions
2,florist->Order history button->retrieve order history for a florist->no order history page,EQ,CTRL|INT,4,undefined,1,0,1,View Past Transactions,View Past Transactions
3,florist->Order history button->retrieve order history for a florist->order history list,EQ,CTRL|INT,4,undefined,1,0,1,View Past Transactions,View Past Transactions
