id,element,useCase,type,component
id,element,useCase,type,component
1,onClick,MemFree,undefined,C.ss75.ss
2,switchParameter,MemFree,undefined,C.ss60.ss
3,run,MemFree,undefined,C.ss74.ss
4,setParameters,MemFree,undefined,C.ss62.ss
5,run,MemFree,undefined,C.ss73.ss
6,getIntervalUpdate,MemFree,undefined,C.ss61.ss
7,onSurfaceTextureUpdated,MemFree,undefined,C.ss81.ss
8,restrictPercentage,MemFree,undefined,C.ss61.ss
9,run,MemFree,undefined,C.ss72.ss
10,getCPUTotalP,MemFree,undefined,C.ss61.ss
11,setTextLabelCPU,MemFree,undefined,C.ss60.ss
12,getCPUAMP,MemFree,undefined,C.ss61.ss
13,setTextLabelCPU,MemFree,undefined,C.ss60.ss
14,getMemTotal,MemFree,undefined,C.ss61.ss
15,setTextLabelMemory,MemFree,undefined,C.ss60.ss
16,getMemTotal,MemFree,undefined,C.ss61.ss
17,setTextLabelMemory,MemFree,undefined,C.ss60.ss
18,getCached,MemFree,undefined,C.ss61.ss
19,setTextLabelMemory,MemFree,undefined,C.ss60.ss
20,getMemTotal,MemFree,undefined,C.ss61.ss
21,setTextLabelMemory,MemFree,undefined,C.ss60.ss
22,getMemTotal,MemFree,undefined,C.ss61.ss
23,run,MemFree,undefined,C.ss74.ss
24,run,MemFree,undefined,C.ss73.ss
25,onDrawCustomised,MemFree,undefined,C.ss62.ss
26,getProcesses,MemFree,undefined,C.ss61.ss
27,drawLine,MemFree,undefined,C.ss62.ss
28,read,MemFree,undefined,C.ss61.ss
29,run,MemFree,undefined,C.ss72.ss
30,setTextLabelCPU,MemFree,undefined,C.ss60.ss
31,getCPUAMP,MemFree,undefined,C.ss61.ss
32,setTextLabelCPU,MemFree,undefined,C.ss60.ss
33,getMemUsed,MemFree,undefined,C.ss61.ss
34,setTextLabelMemory,MemFree,undefined,C.ss60.ss
35,getMemFree,MemFree,undefined,C.ss61.ss
36,setTextLabelMemory,MemFree,undefined,C.ss60.ss
37,getMemTotal,MemFree,undefined,C.ss61.ss
38,setTextLabelMemory,MemFree,undefined,C.ss60.ss
39,getMemTotal,MemFree,undefined,C.ss61.ss
40,setTextLabelMemory,MemFree,undefined,C.ss60.ss
41,getThreshold,MemFree,undefined,C.ss61.ss
42,run,MemFree,undefined,C.ss74.ss
43,run,MemFree,undefined,C.ss73.ss
44,read,MemFree,undefined,C.ss61.ss
45,run,MemFree,undefined,C.ss72.ss
46,getIntervalUpdate,MemFree,undefined,C.ss61.ss
47,onSurfaceTextureUpdated,MemFree,undefined,C.ss81.ss
48,setTextLabelCPU,MemFree,undefined,C.ss60.ss
49,getCPUTotalP,MemFree,undefined,C.ss61.ss
50,setTextLabelCPU,MemFree,undefined,C.ss60.ss
51,getMemUsed,MemFree,undefined,C.ss61.ss
52,setTextLabelMemory,MemFree,undefined,C.ss60.ss
53,getMemTotal,MemFree,undefined,C.ss61.ss
54,setTextLabelMemory,MemFree,undefined,C.ss60.ss
55,getMemTotal,MemFree,undefined,C.ss61.ss
56,setTextLabelMemory,MemFree,undefined,C.ss60.ss
57,getMemTotal,MemFree,undefined,C.ss61.ss
58,setTextLabelMemory,MemFree,undefined,C.ss60.ss
59,getMemTotal,MemFree,undefined,C.ss61.ss
60,setTextLabelMemory,MemFree,undefined,C.ss60.ss
61,getMemTotal,MemFree,undefined,C.ss61.ss
62,run,MemFree,undefined,C.ss74.ss
63,run,MemFree,undefined,C.ss73.ss
64,onDrawCustomised,MemFree,undefined,C.ss62.ss
65,getProcesses,MemFree,undefined,C.ss61.ss
66,drawLine,MemFree,undefined,C.ss62.ss
67,read,MemFree,undefined,C.ss61.ss
68,run,MemFree,undefined,C.ss72.ss
69,getCPUTotalP,MemFree,undefined,C.ss61.ss
70,setTextLabelCPU,MemFree,undefined,C.ss60.ss
71,getCPUAMP,MemFree,undefined,C.ss61.ss
72,setTextLabelCPU,MemFree,undefined,C.ss60.ss
73,getMemUsed,MemFree,undefined,C.ss61.ss
74,setTextLabelMemory,MemFree,undefined,C.ss60.ss
75,getMemTotal,MemFree,undefined,C.ss61.ss
76,setTextLabelMemory,MemFree,undefined,C.ss60.ss
77,getMemTotal,MemFree,undefined,C.ss61.ss
78,setTextLabelMemory,MemFree,undefined,C.ss60.ss
79,getMemTotal,MemFree,undefined,C.ss61.ss
80,setTextLabelMemory,MemFree,undefined,C.ss60.ss
81,getMemTotal,MemFree,undefined,C.ss61.ss
82,setTextLabelMemory,MemFree,undefined,C.ss60.ss
83,getMemTotal,MemFree,undefined,C.ss61.ss
84,run,MemFree,undefined,C.ss74.ss
85,run,MemFree,undefined,C.ss73.ss
86,read,MemFree,undefined,C.ss61.ss
87,onSurfaceTextureUpdated,MemFree,undefined,C.ss81.ss
88,run,MemFree,undefined,C.ss72.ss
