id,element,type,outboundDegree,inboundDegree,diagram,useCase
1,Display error message when deleting,control,0,2,Delete gateway,Delete gateway,
2,Error when deleting gateway,boundary,1,1,Delete gateway,Delete gateway,
3,delete gateway from db,control,2,1,Delete gateway,Delete gateway,
4,delete gateway confirm dialog,boundary,1,2,Delete gateway,Delete gateway,
5,gateways,entity,0,2,Delete gateway,Delete gateway,
6,delete confirm dialog,control,2,1,Delete gateway,Delete gateway,
7,List of gateways,boundary,1,1,Delete gateway,Delete gateway,
8,User,actor,3,0,Delete gateway,Delete gateway,
