id,transaction,useCase,transactional, TL, DETs, TD, TC, Arch_Diff,AVG_DETs
12,stl#Youth:case information page->Youth:case information page->case information page:Validate print/download request->Validate print/download request:unauthorized request,Check case information,TRAN_NA,4,5,7.666666667,3,30.66666667,1.25
13,stl#Youth:case information page->Youth:case information page->case information page:Validate print/download request->Validate print/download request:role,Check case information,TRAN_NA,4,5,5,3,20,1.25
14,stl#General staff:case information page->General staff:case information page->case information page:Validate print/download request->Validate print/download request:download,Check case information,TRAN_NA,4,5,6.666666667,3,26.66666667,1.25
15,stl#General staff:case information page->General staff:case information page->case information page:Validate print/download request->Validate print/download request:print,Check case information,TRAN_NA,4,5,4.666666667,3,18.66666667,1.25
16,stl#General staff:case information page->General staff:case information page->case information page:Validate print/download request->Validate print/download request:unauthorized request,Check case information,TRAN_NA,4,5,7.666666667,3,30.66666667,1.25
17,stl#General staff:case information page->General staff:case information page->case information page:Validate print/download request->Validate print/download request:role,Check case information,TRAN_NA,4,5,5,3,20,1.25
34,stl#Case Manager:case information page->Case Manager:case information page->case information page:Validate print/download request->Validate print/download request:download,Check case information,TRAN_NA,4,5,6.666666667,3,26.66666667,1.25
35,stl#Case Manager:case information page->Case Manager:case information page->case information page:Validate print/download request->Validate print/download request:print,Check case information,TRAN_NA,4,5,4.666666667,3,18.66666667,1.25
36,stl#Case Manager:case information page->Case Manager:case information page->case information page:Validate print/download request->Validate print/download request:unauthorized request,Check case information,TRAN_NA,4,5,7.666666667,3,30.66666667,1.25
37,stl#Case Manager:case information page->Case Manager:case information page->case information page:Validate print/download request->Validate print/download request:role,Check case information,TRAN_NA,4,5,5,3,20,1.25
39,stl#Administrator:case information page->Administrator:case information page->case information page:Validate print/download request->Validate print/download request:download,Check case information,TRAN_NA,4,5,6.666666667,3,26.66666667,1.25
40,stl#Administrator:case information page->Administrator:case information page->case information page:Validate print/download request->Validate print/download request:print,Check case information,TRAN_NA,4,5,4.666666667,3,18.66666667,1.25
41,stl#Administrator:case information page->Administrator:case information page->case information page:Validate print/download request->Validate print/download request:unauthorized request,Check case information,TRAN_NA,4,5,7.666666667,3,30.66666667,1.25
42,stl#Administrator:case information page->Administrator:case information page->case information page:Validate print/download request->Validate print/download request:role,Check case information,TRAN_NA,4,5,5,3,20,1.25
60,stl#Administrator:case information page->Administrator:case information page->case information page:Validate print/download request->Validate print/download request:download,Check case information,TRAN_NA,4,5,6.666666667,3,26.66666667,1.25
61,stl#Administrator:case information page->Administrator:case information page->case information page:Validate print/download request->Validate print/download request:print,Check case information,TRAN_NA,4,5,4.666666667,3,18.66666667,1.25
62,stl#Administrator:case information page->Administrator:case information page->case information page:Validate print/download request->Validate print/download request:unauthorized request,Check case information,TRAN_NA,4,5,7.666666667,3,30.66666667,1.25
63,stl#Administrator:case information page->Administrator:case information page->case information page:Validate print/download request->Validate print/download request:role,Check case information,TRAN_NA,4,5,5,3,20,1.25
3,stl#User:create user information page->User:create user information page->create user information page:validate input information->validate input information:information invalid message,Create high-level user,TRAN_NA,4,5,3.666666667,3,14.66666667,1.25
13,stl#Case Manager:case information page->Case Manager:case information page->case information page:validate role->validate role:role,Edit case,TRAN_NA,4,5,11.33333333,3,45.33333333,1.25
19,stl#Administrator:case information page->Administrator:case information page->case information page:validate role->validate role:role,Edit case,TRAN_NA,4,5,11.33333333,3,45.33333333,1.25
44,stl#Administrator:case information page->Administrator:case information page->case information page:validate role->validate role:role,Edit case,TRAN_NA,4,5,11.33333333,3,45.33333333,1.25
10,stl#Administrator:User Management Button->Administrator:User Management Button->User Management Button:validate role of user->validate role of user:unauthorized error message,Edit user,TRAN_NA,4,5,4.666666667,3,18.66666667,1.25
11,stl#Administrator:User Management Button->Administrator:User Management Button->User Management Button:validate role of user->validate role of user:role,Edit user,TRAN_NA,4,5,6,3,24,1.25
1,stl#Administrator:user management page->Administrator:user management page->user management page:check the status of user->check the status of user:user is already inactivated error,Inactivate user,TRAN_NA,4,5,3.333333333,3,13.33333333,1.25
10,stl#Administrator:User management button->Administrator:User management button->User management button:validate role of user->validate role of user:unauthorized error message,Inactivate user,TRAN_NA,4,5,3,3,12,1.25
11,stl#Administrator:User management button->Administrator:User management button->User management button:validate role of user->validate role of user:role,Inactivate user,TRAN_NA,4,5,3.666666667,3,14.66666667,1.25
7,stl#Case manager:Reset security questions->Case manager:Reset security questions->Reset security questions:validate role of user->validate role of user:unauthorized error message,Reset Security Questions,TRAN_NA,4,5,6.333333333,3,25.33333333,1.25
11,stl#Case manager:Reset security questions->Case manager:Reset security questions->Reset security questions:validate role of user->validate role of user:role,Reset Security Questions,TRAN_NA,4,5,6.333333333,3,25.33333333,1.25
12,stl#Administrator:Reset security questions->Administrator:Reset security questions->Reset security questions:validate role of user->validate role of user:unauthorized error message,Reset Security Questions,TRAN_NA,4,5,6.333333333,3,25.33333333,1.25
16,stl#Administrator:Reset security questions->Administrator:Reset security questions->Reset security questions:validate role of user->validate role of user:role,Reset Security Questions,TRAN_NA,4,5,6.333333333,3,25.33333333,1.25
3,stl#User:Save search button->User:Save search button->Save search button:save filters and criteria->save filters and criteria:search result,Save search results,TRAN_NA,4,5,2.666666667,3,10.66666667,1.25
8,stl#User:search saved successfully message->User:search saved successfully message->search saved successfully message:validate input data->validate input data:Invalid input data,Save search results,TRAN_NA,4,5,4.333333333,3,17.33333333,1.25
3,stl#User:credential input page->User:credential input page->credential input page:query facebook info->query facebook info:session,Sign in social media accounts,CTRL;EXTCLL;DM;EI,4,5,2.333333333,3,9.333333333,1.25
4,stl#Administrator:create meeting option->Administrator:create meeting option->create meeting option:display the create meeting screen->display the create meeting screen:Tasks,Create meeting,CTRL;EXTCLL;INT,4,5,4.333333333,3,17.33333333,1.25
7,stl#Administrator:create meeting option->Administrator:create meeting option->create meeting option:display the create meeting screen->display the create meeting screen:Attendee Info,Create meeting,CTRL;EXTCLL;DM;EI,4,5,5,3,20,1.25
2,stl#Administrator:Meeting list->Administrator:Meeting list->Meeting list:export meeting->export meeting:pdf,Generate log,CTRL;EXTCLL;DM;EI,4,5,6.333333333,3,25.33333333,1.25
3,stl#User:Select project page->User:Select project page->Select project page:retrieve project information->retrieve project information:Administrator dashboard,Login,TRAN_NA,4,5,4,3,16,1.25
5,stl#Administrator:Administrator's dashboard->Administrator:Administrator's dashboard->Administrator's dashboard:display publish meetings screen->display publish meetings screen:Meetings,Publish Meeting,CTRL,4,5,6.333333333,3,25.33333333,1.25
6,stl#Administrator:meeting list and push lish options->Administrator:meeting list and push lish options->meeting list and push lish options:Update meetings status->Update meetings status:attendee list,Publish Meeting,CTRL;EXTCLL;DM;EI,4,5,7,3,28,1.25
3,stl#user:view assigned tasks option->user:view assigned tasks option->view assigned tasks option:query meeting minutes by project and user->query meeting minutes by project and user:no assigned tasks message,View assigned tasks,TRAN_NA,4,5,2.333333333,3,9.333333333,1.25
2,stl#User:demo selector->User:demo selector->demo selector:save demo instructions->save demo instructions:demo is saved message,Demo,TRAN_NA,4,5,2.666666667,3,10.66666667,1.25
3,stl#User:demo selector->User:demo selector->demo selector:save demo instructions->save demo instructions:demo,Demo,TRAN_NA,4,5,2.333333333,3,9.333333333,1.25
1,stl#User:Create Profile Page->User:Create Profile Page->Create Profile Page:pre-check if input is empty->pre-check if input is empty:successful information for creation,Create profile,CTRL,4,5,2,3,8,1.25
4,stl#User:Create Profile Page->User:Create Profile Page->Create Profile Page:pre-check if input is empty->pre-check if input is empty:error message for empty input,Create profile,CTRL,4,5,2,3,8,1.25
6,stl#User:logout button->User:logout button->logout button:clear session->clear session:Session,Logout,CTRL,4,5,2.333333333,3,9.333333333,1.25
4,stl#User:profile edit page->User:profile edit page->profile edit page:pre-check required fields->pre-check required fields:invalid information error message,Manage Profile,CTRL,4,5,2.333333333,3,9.333333333,1.25
2,stl#User:List of users->User:List of users->List of users:updates the chart with only the data for checked users->updates the chart with only the data for checked users:sphere,taggle data sets,CTRL,4,6,2,3,8,1.5
4,stl#User:filter data button->User:filter data button->filter data button:queries users and answered questions->queries users and answered questions:sphere,taggle data sets,TRAN_NA,4,6,1.333333333,3,5.333333333,1.5
1,stl#Transport Coordinator:update building/hub/disaster form page->Transport Coordinator:update building/hub/disaster form page->update building/hub/disaster form page:Validates input as being correct->Validates input as being correct:null input informaiton error,Management buildings/hubs/disasters in the database,CTRL,4,6,4.333333333,3,17.33333333,1.5
1,stl#Student:Hide info button->Student:Hide info button->Hide info button:hide the genealogy and statistics frames->hide the genealogy and statistics frames:video frame,Hide info,TRAN_NA,4,6,5.666666667,3,22.66666667,1.5
2,stl#Student:play pause resice buttons of video player->Student:play pause resice buttons of video player->play pause resice buttons of video player:control video player->control video player:genealogy statistics,Play/pause/resize video,TRAN_NA,4,6,3.333333333,3,13.33333333,1.5
1,stl#Student:link for the map of the village->Student:link for the map of the village->link for the map of the village:Display static map of the tribe's village->Display static map of the tribe's village:static map of the tribe's village,View maps of the villege,CTRL,4,6,4,3,16,1.5
4,stl#Student:member name in the transcripts->Student:member name in the transcripts->member name in the transcripts:display genealogy statistics->display genealogy statistics:circle identification in video,link text to TBM,TRAN_NA,4,6,3.666666667,3,14.66666667,1.5
1,stl#Student:the image gallery link on the home page->Student:the image gallery link on the home page->the image gallery link on the home page:Display image gallery page->Display image gallery page:image gallery page,view image gallery,CTRL,4,6,4,3,16,1.5
1,stl#User:specific document record->User:specific document record->specific document record:validate the role of users->validate the role of users:validation failed message,view document,TRAN_NA,4,6,6.333333333,3,25.33333333,1.5
2,stl#User:specific document record->User:specific document record->specific document record:validate the role of users->validate the role of users:user,view document,TRAN_NA,4,6,5,3,20,1.5
7,stl#administrator:shcool list->administrator:shcool list->shcool list:display path list->display path list:survey list,Navigate in the category list,CTRL,4,6,6.666666667,3,26.66666667,1.5
10,stl#administrator:confirmation page->administrator:confirmation page->confirmation page:delete the path and answers->delete the path and answers:path and location information,delete a path,CTRL,4,6,4,3,16,1.5
12,stl#User:add site page->User:add site page->add site page:check existing situation for the new site->check existing situation for the new site:existing site error message,Add Site,TRAN_NA,4,6,3.333333333,3,13.33333333,1.5
12,stl#User:list of users->User:list of users->list of users:display confirmatio message->display confirmatio message:user info,Delete User,TRAN_NA,4,6,5.333333333,3,21.33333333,1.5
1,stl#User:records of the student page->User:records of the student page->records of the student page:pop out the frame to ask suer to choose directory and file name->pop out the frame to ask suer to choose directory and file name:select directory and file name dialog,Export check-in,TRAN_NA,4,6,4.666666667,3,18.66666667,1.5
4,"stl#User:""view"" link->User:""view"" link->""view"" link:show the record of the student->show the record of the student:no record message",Export check-in,TRAN_NA,4,6,2,3,8,1.5
1,stl#User:file descirption page->User:file descirption page->file descirption page:check format of document->check format of document:invalid format document message,Manage JEP Documents,TRAN_NA,4,6,10.66666667,3,42.66666667,1.5
8,stl#User:file descirption page->User:file descirption page->file descirption page:check format of document->check format of document:USC ID existing error,Manage JEP Documents,TRAN_NA,4,6,6.333333333,3,25.33333333,1.5
9,stl#User:file descirption page->User:file descirption page->file descirption page:check format of document->check format of document:Display usc Id empty error,Manage JEP Documents,TRAN_NA,4,6,7,3,28,1.5
3,stl#User:search with criteria panel->User:search with criteria panel->search with criteria panel:display volunteer table by criteria->display volunteer table by criteria:no volunteer page,Search volunteer information,TRAN_NA,4,6,4.333333333,3,17.33333333,1.5
10,stl#User:volunteer table->User:volunteer table->volunteer table:display specific volunteer->display specific volunteer:volunteer,Search volunteer information,TRAN_NA,4,6,5.333333333,3,21.33333333,1.5
11,stl#User:volunteer table->User:volunteer table->volunteer table:display specific volunteer->display specific volunteer:specific volunteer information,Search volunteer information,TRAN_NA,4,6,4,3,16,1.5
6,stl#User:records of the student page->User:records of the student page->records of the student page:download documents to local machine->download documents to local machine:select directory and file name dialog,View JEP Document,TRAN_NA,4,6,4.666666667,3,18.66666667,1.5
7,stl#User:records of the student page->User:records of the student page->records of the student page:download documents to local machine->download documents to local machine:local storage,View JEP Document,TRAN_NA,4,6,4.333333333,3,17.33333333,1.5
2,stl#User:Search crieteria input page->User:Search crieteria input page->Search crieteria input page:retrieve matched doctors from db->retrieve matched doctors from db:non matched doctor,Search Provider,TRAN_NA,4,6,3.333333333,3,13.33333333,1.5
5,stl#User:Search crieteria input page->User:Search crieteria input page->Search crieteria input page:retrieve matched doctors from db->retrieve matched doctors from db:Doctor,Search Provider,TRAN_NA,4,6,3.333333333,3,13.33333333,1.5
1,stl#User:Confirmation dialog->User:Confirmation dialog->Confirmation dialog:Redirect to connection list->Redirect to connection list:Remove button,Cancel Connection,TRAN_NA,4,6,3.333333333,3,13.33333333,1.5
2,stl#User:Confirmation dialog->User:Confirmation dialog->Confirmation dialog:remove connection between users->remove connection between users:connection,Cancel Connection,TRAN_NA,4,6,4,3,16,1.5
7,stl#User:Search bar->User:Search bar->Search bar:check validity of input search string->check validity of input search string:Input message invalidty,General Search Functionality,TRAN_NA,4,6,1.333333333,3,5.333333333,1.5
2,stl#User:Group operation panel->User:Group operation panel->Group operation panel:Adit group information->Adit group information:group,Group management,TRAN_NA,4,6,13.66666667,3,54.66666667,1.5
2,stl#User:Linkedin login page->User:Linkedin login page->Linkedin login page:redirect to invitation page->redirect to invitation page:Invitation page,Invite friends from LinkedIn,TRAN_NA,4,6,6.666666667,3,26.66666667,1.5
14,stl#User:Confirmation dialog->User:Confirmation dialog->Confirmation dialog:Save corresponding status->Save corresponding status:group,Join/leave group,TRAN_NA,4,6,4,3,16,1.5
47,stl#User:Manage ads link->User:Manage ads link->Manage ads link:show up existing ads page->show up existing ads page:ads,Manage Advertisement,TRAN_NA,4,6,8.333333333,3,33.33333333,1.5
1,stl#User:Connection request button->User:Connection request button->Connection request button:send request->send request:request,Send connection request,TRAN_NA,4,6,1.666666667,3,6.666666667,1.5
18,stl#User:Image selector field->User:Image selector field->Image selector field:save image->save image:invalid file name,Update profile picture,CTRL;EXTCLL;INT,4,6,4,3,16,1.5
2,stl#User:Home link->User:Home link->Home link:retrive recent activities->retrive recent activities:recent activities,View social feed,TRAN_NA,4,6,4.666666667,3,18.66666667,1.5
16,stl#Administrator:Creae new case button->Administrator:Creae new case button->Creae new case button:validate role of user->validate role of user:role,Create a new case,TRAN_NA,4,6,2,3,8,1.5
1,stl#Administrator:Create user button->Administrator:Create user button->Create user button:validate role of user->validate role of user:unauthorized error message,Create a youth user,TRAN_NA,4,6,1.666666667,3,6.666666667,1.5
2,stl#Administrator:Create user button->Administrator:Create user button->Create user button:validate role of user->validate role of user:role,Create a youth user,TRAN_NA,4,6,1.333333333,3,5.333333333,1.5
4,stl#Administrator:user edit page->Administrator:user edit page->user edit page:validate input user information->validate input user information:invalid input information error,Edit user,TRAN_NA,4,6,5.666666667,3,22.66666667,1.5
19,stl#Administrator:Login Page->Administrator:Login Page->Login Page:validate input information->validate input information:send verification code,Login,TRAN_NA,4,6,4.666666667,3,18.66666667,1.5
4,stl#General staff:User group list->General staff:User group list->User group list:validate role of user->validate role of user:unauthorized error message,Mass Email,TRAN_NA,4,6,3.333333333,3,13.33333333,1.5
13,stl#Case manager:User group list->Case manager:User group list->User group list:validate role of user->validate role of user:unauthorized error message,Mass Email,TRAN_NA,4,6,3.333333333,3,13.33333333,1.5
26,stl#Administrator:User group list->Administrator:User group list->User group list:validate role of user->validate role of user:unauthorized error message,Mass Email,TRAN_NA,4,6,3.333333333,3,13.33333333,1.5
4,stl#Case Manager:Reset password button->Case Manager:Reset password button->Reset password button:validate role of user->validate role of user:unauthorized error message,Reset Password,TRAN_NA,4,6,3,3,12,1.5
5,stl#Case Manager:Reset password button->Case Manager:Reset password button->Reset password button:validate role of user->validate role of user:role,Reset Password,TRAN_NA,4,6,3,3,12,1.5
13,stl#Administrator:Reset password button->Administrator:Reset password button->Reset password button:validate role of user->validate role of user:unauthorized error message,Reset Password,TRAN_NA,4,6,3,3,12,1.5
14,stl#Administrator:Reset password button->Administrator:Reset password button->Reset password button:validate role of user->validate role of user:role,Reset Password,TRAN_NA,4,6,3,3,12,1.5
7,stl#Case Manager:Add new button->Case Manager:Add new button->Add new button:validate role of user->validate role of user:unauthorized information message,Upload document,TRAN_NA,4,6,3.666666667,3,14.66666667,1.5
18,stl#Administrator:Add new button->Administrator:Add new button->Add new button:validate role of user->validate role of user:unauthorized information message,Upload document,TRAN_NA,4,6,3.666666667,3,14.66666667,1.5
3,stl#Actor:dropdown settings menu->Actor:dropdown settings menu->dropdown settings menu:query projects->query projects:Project,Change Project,TRAN_NA,4,6,7.333333333,3,29.33333333,1.5
4,stl#Actor:Projects list screen->Actor:Projects list screen->Projects list screen:Query project detail->Query project detail:Project detail,Change Project,TRAN_NA,4,6,10,3,40,1.5
5,stl#Actor:Projects list screen->Actor:Projects list screen->Projects list screen:Query project detail->Query project detail:Project,Change Project,TRAN_NA,4,6,10,3,40,1.5
4,stl#Administrator:Create a project screen->Administrator:Create a project screen->Create a project screen:Verify project information->Verify project information:Project information error,Create New Project,TRAN_NA,4,6,5,3,20,1.5
5,stl#Administrator:Create a project screen->Administrator:Create a project screen->Create a project screen:Verify project information->Verify project information:Project,Create New Project,TRAN_NA,4,6,5,3,20,1.5
5,stl#Administrator:Edit meeting option->Administrator:Edit meeting option->Edit meeting option:display meetings screen->display meetings screen:meeting,Edit meeting,CTRL,4,6,6,3,24,1.5
4,stl#Administrator:Edit project option->Administrator:Edit project option->Edit project option:display edit project screen->display edit project screen:meeting,Edit project,TRAN_NA,4,6,4.333333333,3,17.33333333,1.5
3,stl#Administrator:Meeting list->Administrator:Meeting list->Meeting list:export meeting->export meeting:meetings,Generate log,CTRL,4,6,9,3,36,1.5
4,stl#Administrator:generate meeting log->Administrator:generate meeting log->generate meeting log:query meetings by project->query meetings by project:no meeting error page,Generate log,TRAN_NA,4,6,6.333333333,3,25.33333333,1.5
5,stl#Administrator:generate meeting log->Administrator:generate meeting log->generate meeting log:query meetings by project->query meetings by project:meetings,Generate log,TRAN_NA,4,6,6.333333333,3,25.33333333,1.5
2,stl#User:Select project page->User:Select project page->Select project page:retrieve project information->retrieve project information:project info,Login,TRAN_NA,4,6,5,3,20,1.5
8,stl#Administrator:meeting list and push lish options->Administrator:meeting list and push lish options->meeting list and push lish options:Update meetings status->Update meetings status:empty publish meeting screen,Publish Meeting,CTRL,4,6,9,3,36,1.5
9,stl#Administrator:meeting list and push lish options->Administrator:meeting list and push lish options->meeting list and push lish options:Update meetings status->Update meetings status:Meetings,Publish Meeting,CTRL,4,6,9,3,36,1.5
4,stl#Administrator:meeting publish button->Administrator:meeting publish button->meeting publish button:publish meeting->publish meeting:meeting,Send notification,CTRL,4,6,3,3,12,1.5
2,stl#User:view meeting option->User:view meeting option->view meeting option:Query meetings by user->Query meetings by user:meeting view,View meeting,CTRL,4,6,7,3,28,1.5
3,stl#User:view meeting option->User:view meeting option->view meeting option:Query meetings by user->Query meetings by user:meeting,View meeting,CTRL,4,6,7,3,28,1.5
4,stl#User:view meeting option->User:view meeting option->view meeting option:Query meetings by user->Query meetings by user:list with no meetings,View meeting,CTRL,4,6,7,3,28,1.5
1,stl#RSS feed retriver:subscribe button->RSS feed retriver:subscribe button->subscribe button:subscribe to a job->subscribe to a job:job,Receive notifications when job opens,TRAN_NA,4,7,2,3,8,1.75
2,stl#User:enter credentials page->User:enter credentials page->enter credentials page:check credentials->check credentials:credential info,Disallow user to login for wrong credentials,TRAN_NA,4,7,4,3,16,1.75
4,stl#User:enter credentials page->User:enter credentials page->enter credentials page:check credentials->check credentials:Error message for wrong credentials,Disallow user to login for wrong credentials,TRAN_NA,4,7,3,3,12,1.75
3,stl#User:enter credentials page->User:enter credentials page->enter credentials page:check credentials->check credentials:credential info,Login,TRAN_NA,4,7,6,3,24,1.75
3,stl#User:confirmation prompt->User:confirmation prompt->confirmation prompt:market as deleted in db->market as deleted in db:sphere,Delete sphere,CTRL,4,7,2.666666667,3,10.66666667,1.75
3,"stl#User:""Open a saved sphere"" button->User:""Open a saved sphere"" button->""Open a saved sphere"" button:Requests a sphere list o the user from database->Requests a sphere list o the user from database:sphere",Open existing shpere,TRAN_NA,4,7,1,3,4,1.75
1,stl#User:List of questions and nodes->User:List of questions and nodes->List of questions and nodes:save template->save template:template info,Save as template,CTRL,4,7,3,3,12,1.75
2,stl#User:List of questions and nodes->User:List of questions and nodes->List of questions and nodes:save template->save template:Show message for storing the info.,Save as template,CTRL,4,7,2.666666667,3,10.66666667,1.75
10,"stl#User:""create sectors and nodes"" page->User:""create sectors and nodes"" page->""create sectors and nodes"" page:update the node names into database->update the node names into database:sphere",register in system,CTRL,4,7,3.666666667,3,14.66666667,1.75
1,stl#User:search page->User:search page->search page:search sphere title or owner fro db->search sphere title or owner fro db:sphere,search spheres,TRAN_NA,4,7,1,3,4,1.75
2,stl#User:display success info->User:display success info->display success info:market as deleted in db->market as deleted in db:user info,update display name,CTRL,4,7,3,3,12,1.75
8,stl#User:a list of accessible spheres->User:a list of accessible spheres->a list of accessible spheres:query for the latest sphere data->query for the latest sphere data:sphere data,view 2D chat,CTRL,4,7,2.333333333,3,9.333333333,1.75
4,stl#User:answers list page->User:answers list page->answers list page:display sphere data for each user->display sphere data for each user:sphere,view data averages,TRAN_NA,4,7,2.666666667,3,10.66666667,1.75
4,stl#User:Disaster page->User:Disaster page->Disaster page:validate theat all fields are non-empty->validate theat all fields are non-empty:Superviser's emergency disaster homepage,Add/Chose Disaster,CTRL,4,7,6.333333333,3,25.33333333,1.75
26,stl#Transport Coordinator:management assigments details page->Transport Coordinator:management assigments details page->management assigments details page:Redirects to update victim assignment form page->Redirects to update victim assignment form page:Hospital information,Manage victim emergency emt assignment information,TRAN_NA,4,7,9,3,36,1.75
8,stl#Supervisor:OTP page->Supervisor:OTP page->OTP page:check local storage->check local storage:volunteer homepage,On time login to MedFRS Device App,TRAN_NA,4,7,6.333333333,3,25.33333333,1.75
14,stl#supervisor:Resend OTP page->supervisor:Resend OTP page->Resend OTP page:clears device id of volunteer ->clears device id of volunteer :Transport coordinate page,resend one time pass email,TRAN_NA,4,7,3,3,12,1.75
5,stl#User:add new course pageupdate source page->User:add new course pageupdate source page->add new course pageupdate source page:check correctness of the input->check correctness of the input:input data is not currect message,Update attribute of already available courses,TRAN_NA,4,7,3,3,12,1.75
8,stl#administrator:confirmation page->administrator:confirmation page->confirmation page:delete the path and answers->delete the path and answers:success message,delete a path,CTRL;EXTCLL;INT,4,7,4.333333333,3,17.33333333,1.75
9,stl#administrator:confirmation page->administrator:confirmation page->confirmation page:delete the path and answers->delete the path and answers:no answer under path message,delete a path,CTRL,4,7,5.666666667,3,22.66666667,1.75
7,stl#administrator:confirmation message->administrator:confirmation message->confirmation message:delete survey from db->delete survey from db:survey db,delete a survey,TRAN_NA,4,7,3,3,12,1.75
2,stl#administrator:quit without saving button->administrator:quit without saving button->quit without saving button:Display a confirmation dialog->Display a confirmation dialog:answer storage,retract a survey,TRAN_NA,4,7,2.666666667,3,10.66666667,1.75
6,stl#administrator:confirmation dialog->administrator:confirmation dialog->confirmation dialog:delete answers->delete answers:temprary file,retract a survey,CTRL,4,7,2.666666667,3,10.66666667,1.75
7,stl#administrator:confirmation dialog->administrator:confirmation dialog->confirmation dialog:delete answers->delete answers:delete success message,retract a survey,CTRL;EXTCLL;INT,4,7,3,3,12,1.75
8,stl#administrator:confirmation dialog->administrator:confirmation dialog->confirmation dialog:delete answers->delete answers:answer storage,retract a survey,CTRL,4,7,3.666666667,3,14.66666667,1.75
20,stl#Weight loser:login page->Weight loser:login page->login page:check email and password valid->check email and password valid:user info,Login,TRAN_NA,4,7,7.333333333,3,29.33333333,1.75
27,stl#Weight loser:login page->Weight loser:login page->login page:check email and password valid->check email and password valid:invlid pattern,Login,TRAN_NA,4,7,6,3,24,1.75
1,stl#Weight loser:wieght detail page->Weight loser:wieght detail page->wieght detail page:find current weight detail->find current weight detail:weight information,achieve goal,CTRL,4,7,1.666666667,3,6.666666667,1.75
6,stl#Weight loser:congradulation message->Weight loser:congradulation message->congradulation message:access user info->access user info:facebook,achieve goal,CTRL,4,7,3,3,12,1.75
8,stl#Weight loser:congradulation message->Weight loser:congradulation message->congradulation message:access user info->access user info:access information on facebook error,achieve goal,CTRL,4,7,3,3,12,1.75
7,stl#Financial officer:report page->Financial officer:report page->report page:checked achived and failed goals->checked achived and failed goals:goal info,monitor payment,TRAN_NA,4,7,1,3,4,1.75
3,stl#Sponsor:remaining money options->Sponsor:remaining money options->remaining money options:udpate the goal with donation->udpate the goal with donation:error in the amount of money to donate,respond to a sponsorship request,CTRL;EXTCLL;INT,4,7,3.333333333,3,13.33333333,1.75
1,stl#User:Login page->User:Login page->Login page:verify user information->verify user information:user info,Login,TRAN_NA,4,7,3,3,12,1.75
2,stl#User:Login page->User:Login page->Login page:verify user information->verify user information:My account page,Login,TRAN_NA,4,7,4.666666667,3,18.66666667,1.75
4,stl#User:Accept button->User:Accept button->Accept button:send request accept->send request accept:button state change to acceptance,Accept/Reject connection,TRAN_NA,4,7,2,3,8,1.75
12,stl#Case Manager:case information page->Case Manager:case information page->case information page:validate role->validate role:unauthorized error message,Edit case,TRAN_NA,4,7,8,3,32,1.75
18,stl#Administrator:case information page->Administrator:case information page->case information page:validate role->validate role:unauthorized error message,Edit case,TRAN_NA,4,7,8,3,32,1.75
43,stl#Administrator:case information page->Administrator:case information page->case information page:validate role->validate role:unauthorized error message,Edit case,TRAN_NA,4,7,8,3,32,1.75
20,stl#Administrator:reset page->Administrator:reset page->reset page:validate answer of security question->validate answer of security question:invalid answer for security question,Reset Password,TRAN_NA,4,7,6,3,24,1.75
2,stl#User:Login page->User:Login page->Login page:validate user information->validate user information:user profile and search page,Login,TRAN_NA,4,7,2.666666667,3,10.66666667,1.75
6,stl#User:Login page->User:Login page->Login page:validate user information->validate user information:account,Login,TRAN_NA,4,7,2.333333333,3,9.333333333,1.75
3,stl#User:Edit profile button->User:Edit profile button->Edit profile button:display edit profile page->display edit profile page:incorrect user information,Loginout,CTRL;EXTCLL;INT,4,7,5.333333333,3,21.33333333,1.75
6,stl#User:Job search page->User:Job search page->Job search page:verify input information->verify input information:Profile,Search for jobs,TRAN_NA,4,7,2,3,8,1.75
13,stl#Attendee:Review page->Attendee:Review page->Review page:Redirect to home page->Redirect to home page:Home page,Review course,TRAN_NA,4,7,3.666666667,3,14.66666667,1.75
5,stl#User:report list->User:report list->report list:dump report to Excel->dump report to Excel:Excel,Report generation,CTRL;EXTCLL;DM;EI,4,7,4.333333333,3,17.33333333,1.75
4,stl#user:view assigned tasks option->user:view assigned tasks option->view assigned tasks option:query meeting minutes by project and user->query meeting minutes by project and user:meeting minutes,View assigned tasks,TRAN_NA,4,7,3,3,12,1.75
5,stl#user:view assigned tasks option->user:view assigned tasks option->view assigned tasks option:query meeting minutes by project and user->query meeting minutes by project and user:meeting minutes,View assigned tasks,TRAN_NA,4,7,3,3,12,1.75
2,stl#Creator:tour detail page->Creator:tour detail page->tour detail page:check update information->check update information:tour info,Update tour,CTRL,4,7,1.666666667,3,6.666666667,1.75
4,stl#Valet:venue list->Valet:venue list->venue list:check if active->check if active:inactive employee,Check in as valet,TRAN_NA,4,7,4.666666667,3,18.66666667,1.75
5,stl#Customer:ticket input page->Customer:ticket input page->ticket input page:vidate ticket->vidate ticket:invalid ticket number,Request and Pay,TRAN_NA,4,7,1.666666667,3,6.666666667,1.75
14,stl#User:unlike post button->User:unlike post button->unlike post button:save the unlike status->save the unlike status:Like information,Unlike a thread or a post,TRAN_NA,4,7,4,3,16,1.75
1,stl#customer:comment and concerns panel->customer:comment and concerns panel->comment and concerns panel:save comments/concerns->save comments/concerns:successful communication message,Private message,TRAN_NA,4,7,4,3,16,1.75
