NUM,PROJ,Path_Num,UseCase_Num,Total_Degree,Element_Num,Total_Links,Actor_Num,Role_Num,Avg_Actor,Avg_Role,Boundary_Num,ControlNum,Entity_Num,attribute_num,operation_num,class_num,Top_Level_Classes,Average_Depth_Inheritance_Tree,Average_Number_Of_Children_Per_Base_Class,Number_Of_Inheritance_Relationships,Number_Of_Derived_Classes,Number_Of_Classes_Inherited,Number_Of_Classes_Inherited_From,Number_Of_Children,Depth_Inheritance_Tree,Coupling_Between_Objects, para_num, usage_num, real_num, assoc_num, externaloper_num, objectdata_num, avg_operation, avg_attribute, avg_parameter, avg_usage, avg_real, avg_assoc, avg_instVar, weightedoper_num, method_size,DET,RET,ILF,EIF,EI,EO,EQ,FN,FUNC_NA,EI,EQ,INT,DM,CTRL,EXTIVK,EXTCLL,TRAN_NA,NT,Tran_Length,Arch_Diff,Type,Effort_Norm,Norm_Factor,KSLOC,Effort,Simple_UC, Average_UC, Complex_UC, Normalized_UC_Effort,UEUCW,UEXUCW,UDUCW,UAW,TCF,EF,EUCP,EXUCP,DUCP,SWTI,SWTII,SWTIII,Effort_Norm_UCP
1,s16_bad_driver,55,7,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,1,0,2,0,1,53,2,undefined,undefined,,881.8199074147624,0.6694229400598618,4.71,1392,0,0,7,0,105,4,4,12,1.135,1.25,165.99,22.70,22.70,550.00,825.00,660.00,931.84
2,F14a_soccer_data_web_crawler,45,8,0,103,0,0,0,0,0,0,0,8,1,0,8,7,0.125,0.14285714285714285,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0.125,0,0,0,0,0.125,0,0,NaN,1,0,0,0,0,0,0,9,0,0,2,0,36,0,2,9,36,undefined,undefined,,206.54982226381088,0.7228627430708561,2.258,268.5,0,0,8,0,120,87,87,6,0.915,1.025,118.17,87.22,87.22,450.00,675.00,540.00,194.09
3,F14a_REFERsy,62,10,0,137,0,0,0,0,0,0,0,15,13,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.8666666666666667,0,0,0,0,0.8666666666666667,0,0,NaN,1,0,0,0,0,0,0,1,0,0,21,0,31,0,21,31,31,undefined,undefined,,462.32142492646614,1.1201987004633978,7.25,263,0,0,10,0,150,62,62,11,0.925,0.995,148.18,67.19,67.19,620.00,930.00,744.00,294.61
4,s16b_Picshare_RA,387,24,0,555,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,1,0,0,0,0,0,0,8,0,0,69,0,78,0,69,309,78,undefined,undefined,,5850.412248273779,1.0334037036217074,8.059,3113,0,0,24,0,360,156,156,8,0.94,0.89,307.87,137.20,137.20,3870.00,5805.00,4644.00,3216.99
5,s16b_Picshare_AA,94,24,0,221,0,0,0,0,0,0,0,1,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,1,0,0,0,0,0,0,1,0,0,0,0,94,0,0,0,94,undefined,undefined,,2993.7830074837125,1.0336286083959594,8.209,1592,0,0,24,0,360,227,227,6,0.94,0.875,301.03,191.64,191.64,940.00,1410.00,1128.00,1645.54
6,F15a_construction_meeting_minutes_application,143,18,0,250,0,0,0,0,0,0,0,11,5,0,11,18,0.05263157894736842,0.05555555555555555,1,1,1,1,1,1,1,0,0,0,0,0,4,0,0.45454545454545453,0,0,0,0,0.45454545454545453,0,0,NaN,1,0,0,0,0,0,0,5,0,0,27,0,100,0,27,43,100,undefined,undefined,,2837.8032324394026,1.379603066228483,1.386,1482.5,0,0,18,0,270,206,206,6,0.925,0.95,242.53,186.30,186.30,1430.00,2145.00,1716.00,2045.26
7,S16b_flower_seeker,84,16,0,186,0,0,0,0,0,0,0,49,221,77,49,49,0,0,0,0,0,0,0,0,0,168,0,0,0,77,26,1.5714285714285714,4.510204081632653,3.4285714285714284,0,0,0,4.510204081632653,0,0,NaN,1,0,0,0,0,0,0,5,0,0,37,0,46,0,37,38,46,undefined,undefined,,541.3572529634564,0.6834275401936681,7.365,804.5,0,0,16,0,240,92,92,9,0.89,1.025,227.15,92.14,92.14,840.00,851.00,640.00,549.82
