id,element,useCase,type,component
1,Language learner:Sign up form,Sign Up,boundary,Signupform
2,Language learner:Home page,Sign Up,boundary,Message
3,Language learner:Submit button,Sign Up,boundary,LoginButton
4,Language learner:Sign up message,Sign Up,boundary,Message
5,Create account:Account,Sign Up,entity,Account
6,Create account:Object1,Sign Up,boundary,Object1
7,Create account:Log in user,Sign Up,control,User
8,checks required fields:Create account,Sign Up,entity,Account
9,Log in user:Home page,Sign Up,boundary,Message
10,check username/email exist:Sign up message,Sign Up,boundary,Message
11,checks required fields:Sign up message,Sign Up,boundary,Message
12,Submit button:check username/email exist,Sign Up,entity,MatchService
13,check username/email exist:checks required fields,Sign Up,control,CheckPassword
14,stl#Language learner:Sign up form,Sign Up,Stimulus,undefined
15,stl#Language learner:Home page,Sign Up,Stimulus,undefined
16,stl#Language learner:Submit button,Sign Up,Stimulus,undefined
17,stl#Language learner:Sign up message,Sign Up,Stimulus,undefined
