id,path,functional,transactional,path_length, boundry_num, control_num, entity_num, actor_num, diagram,useCase
1,Traveler->Travel Plan Page->Checking existing->Annotation create/update page,EQ,CTRL|INT,4,undefined,1,0,1,Annotate trip plan,Annotate trip plan
2,Traveler->Travel Plan Page->Checking existing->Annotation page,EQ,CTRL|INT,4,undefined,1,0,1,Annotate trip plan,Annotate trip plan
