id,element,useCase,type,component
1,User:invalid file size error message,Update profile picture,control,Message
2,User:Image selector field,Update profile picture,control,$help://actor.htm
3,User:profile page,Update profile picture,boundary,User_Profile
4,User:invalid file name,Update profile picture,boundary,AdditionalInfo
5,User:picture format error message,Update profile picture,control,Message
6,User:profile edit page,Update profile picture,boundary,User_Profile
7,User:profile edit icon,Update profile picture,boundary,User_Profile
8,Image selector field:save image,Update profile picture,control,Message
9,popup image selector field:Image selector field,Update profile picture,control,$help://actor.htm
10,save image:invalid file name,Update profile picture,boundary,AdditionalInfo
11,save image:invalid file size error message,Update profile picture,control,Message
12,save image:picture format error message,Update profile picture,control,Message
13,profile edit page:popup image selector field,Update profile picture,control,$help://actor.htm
14,popup profile edit page:profile edit page,Update profile picture,boundary,User_Profile
15,profile edit icon:popup profile edit page,Update profile picture,boundary,User_Profile
16,save image:profile,Update profile picture,boundary,User_Profile
17,redirect to profile page:profile page,Update profile picture,boundary,User_Profile
18,save image:redirect to profile page,Update profile picture,boundary,User_Profile
19,stl#User:invalid file size error message,Update profile picture,Stimulus,undefined
20,stl#User:Image selector field,Update profile picture,Stimulus,undefined
21,stl#User:profile page,Update profile picture,Stimulus,undefined
22,stl#User:invalid file name,Update profile picture,Stimulus,undefined
23,stl#User:picture format error message,Update profile picture,Stimulus,undefined
24,stl#User:profile edit page,Update profile picture,Stimulus,undefined
25,stl#User:profile edit icon,Update profile picture,Stimulus,undefined
