id,element,useCase,type,component
1,Weight loser:display success message,update weight,boundary,TransactionResultPage
2,Weight loser:charity list,update weight,boundary,Charity
3,Weight loser:update weight link,update weight,entity,WeightLoser
4,Weight loser:invalid error message,update weight,boundary,InviteSponsorPage
5,Weight loser:add new weight page,update weight,entity,WeightLoser
6,The system open weight page:check the weight less than benchmark,update weight,entity,WeightLoser
7,The system open weight page:charity list,update weight,boundary,Charity
8,The system open weight page:add new weight page,update weight,entity,WeightLoser
9,update weight link:The system open weight page,update weight,entity,WeightLoser
10,add new weight page:charity list,update weight,boundary,Charity
11,add new weight page:check the weight less than benchmark,update weight,entity,WeightLoser
12,check the weight less than benchmark:update goal with new weight,update weight,entity,WeightLoser
13,check the weight less than benchmark:invalid error message,update weight,boundary,InviteSponsorPage
14,check the weight less than benchmark:update the benchmark,update weight,control,System Boundary
15,update goal with new weight:display success message,update weight,boundary,TransactionResultPage
16,update goal with new weight:goal,update weight,entity,Goal
17,update the benchmark:update goal with new weight,update weight,entity,WeightLoser
18,update the benchmark:weight,update weight,entity,WeightLoser
19,stl#Weight loser:display success message,update weight,Stimulus,undefined
20,stl#Weight loser:charity list,update weight,Stimulus,undefined
21,stl#Weight loser:update weight link,update weight,Stimulus,undefined
22,stl#Weight loser:invalid error message,update weight,Stimulus,undefined
23,stl#Weight loser:add new weight page,update weight,Stimulus,undefined
