id,element,useCase,type,outboundDegree,inboundDegree
1,Administrator:invalid case information error,Create a new case,0,undefined,undefined
2,Administrator:case information page,Create a new case,0,undefined,undefined
3,Administrator:unauthorized information message,Create a new case,0,undefined,undefined
4,Administrator:Creae new case button,Create a new case,0,undefined,undefined
5,Administrator:success message,Create a new case,0,undefined,undefined
6,Case Manager:Creae new case button,Create a new case,0,undefined,undefined
7,Case Manager:unauthorized information message,Create a new case,0,undefined,undefined
8,Case Manager:success message,Create a new case,0,undefined,undefined
9,Case Manager:invalid case information error,Create a new case,0,undefined,undefined
10,Case Manager:case information page,Create a new case,0,undefined,undefined
11,Creae new case button:validate role of user,Create a new case,0,undefined,undefined
12,Validate the information of description:invalid case information error,Create a new case,0,undefined,undefined
13,Validate the information of description:save case information,Create a new case,0,undefined,undefined
14,case information page:Validate the information of description,Create a new case,0,undefined,undefined
15,save case information:case,Create a new case,0,undefined,undefined
16,validate role of user:case information page,Create a new case,0,undefined,undefined
17,validate role of user:role,Create a new case,0,undefined,undefined
18,save case information:update case information page,Create a new case,0,undefined,undefined
19,save case information:success message,Create a new case,0,undefined,undefined
20,update case information page:success message,Create a new case,0,undefined,undefined
21,validate role of user:unauthorized information message,Create a new case,0,undefined,undefined
22,stl#Administrator:invalid case information error,Create a new case,0,undefined,undefined
23,stl#Administrator:case information page,Create a new case,0,undefined,undefined
24,stl#Administrator:unauthorized information message,Create a new case,0,undefined,undefined
25,stl#Administrator:Creae new case button,Create a new case,0,undefined,undefined
26,stl#Administrator:success message,Create a new case,0,undefined,undefined
27,stl#Case Manager:Creae new case button,Create a new case,0,undefined,undefined
28,stl#Case Manager:unauthorized information message,Create a new case,0,undefined,undefined
29,stl#Case Manager:success message,Create a new case,0,undefined,undefined
30,stl#Case Manager:invalid case information error,Create a new case,0,undefined,undefined
31,stl#Case Manager:case information page,Create a new case,0,undefined,undefined
