id,path,functional,transactional,path_length,diagram,useCase
1,florist->catalog manage page->pre-check if required information valid->information is invalid,EQ,CTRL|INT,undefined,Manage Catalog,Manage Catalog
2,florist->catalog manage page->pre-check if required information valid->exceeded limit error message,EQ,CTRL|INT,undefined,Manage Catalog,Manage Catalog
3,florist->catalog manage page->pre-check if required information valid->save uploaded information to db->category,EI,CTRL|DM|EI,undefined,Manage Catalog,Manage Catalog
