id,element,useCase,type,component
1,administrator:logout button,Logout,boundary,logoutbutton
2,administrator:redirect to HKZ login page,Logout,boundary,logoutbutton
3,logout button:logout user,Logout,entity,User
4,logout user:redirect to HKZ login page,Logout,boundary,logoutbutton
5,stl#administrator:logout button,Logout,Stimulus,undefined
6,stl#administrator:redirect to HKZ login page,Logout,Stimulus,undefined
