id,element,useCase,type,component
1,undefined,Use Case1,undefined,Object1
2,stl#undefined,Use Case1,Stimulus,undefined
3,User:Homepage,access all student's data,control,Send Messagepage
4,User:Access all student information,access all student's data,control,Student Info
5,Access all student information:Show all students data,access all student's data,control,Student Info
6,Show all students data:Database,access all student's data,entity,Cass Attendance Info
7,Homepage:Show all students data,access all student's data,control,Student Info
8,stl#User:Homepage,access all student's data,Stimulus,undefined
9,stl#User:Access all student information,access all student's data,Stimulus,undefined
10,User:close resources,access list & status of resources,control,Resource page
11,User:Homepage,access list & status of resources,control,Send Messagepage
12,User:Chose resources,access list & status of resources,control,Resource page
13,User:Access all resources button,access list & status of resources,control,Resource Controller
14,Access all resources button:Show lists of resources,access list & status of resources,control,Resource List with Status
15,Chose resources:Show resources information,access list & status of resources,control,Resource Input page
16,Show resources information:Homepage,access list & status of resources,control,Send Messagepage
17,Show lists of resources:Show resources information,access list & status of resources,control,Resource Input page
18,close resources:Show resources information,access list & status of resources,control,Resource Input page
19,stl#User:close resources,access list & status of resources,Stimulus,undefined
20,stl#User:Homepage,access list & status of resources,Stimulus,undefined
21,stl#User:Chose resources,access list & status of resources,Stimulus,undefined
22,stl#User:Access all resources button,access list & status of resources,Stimulus,undefined
23,input user imformation:Display user information,input User's info,control,User Info Management Page
24,User:input user imformation,input User's info,control,User Info Input Page
25,stl#User:input user imformation,input User's info,Stimulus,undefined
26,User:Input users information,input student's performance,control,User Info Input Page
27,User:input user imformation,input student's performance,control,User Info Input Page
28,User:select class,input student's performance,control,Class1
29,User:Select attendance and semester,input student's performance,entity,Cass Attendance Info
30,User:Homepage,input student's performance,control,Send Messagepage
31,User:Select class,input student's performance,control,Class1
32,User:Input user information page,input student's performance,control,User Info Input Page
33,User:input user imformation,input student's performance,control,User Info Input Page
34,User:Select attendance and semester,input student's performance,entity,Cass Attendance Info
35,Display user information:Database,input student's performance,entity,Cass Attendance Info
36,Save changes in database:Database,input student's performance,entity,Cass Attendance Info
37,Display user information:Homepage,input student's performance,control,Send Messagepage
38,Display user information:Save changes in database,input student's performance,entity,Cass Attendance Info
39,Input users information:Display user information,input student's performance,control,User Info Management Page
40,Input user information page:Display user information,input student's performance,control,User Info Management Page
41,input user imformation:Display user information,input student's performance,control,User Info Management Page
42,Select class:Display user information,input student's performance,control,User Info Management Page
43,input user imformation:Display user information,input student's performance,control,User Info Management Page
44,select class:Display user information,input student's performance,control,User Info Management Page
45,Show user:Display user information,input student's performance,control,User Info Management Page
46,Save changes in database:Homepage,input student's performance,control,Send Messagepage
47,Input user information page:Show options,input student's performance,control,Notification message
48,Input users information:Save changes in database,input student's performance,entity,Cass Attendance Info
49,input user imformation:Save changes in database,input student's performance,entity,Cass Attendance Info
50,Select attendance and semester:Show user,input student's performance,control,User Info Input Page
51,Select attendance and semester:Show user,input student's performance,control,User Info Input Page
52,Show options:Show user,input student's performance,control,User Info Input Page
53,stl#User:Input users information,input student's performance,Stimulus,undefined
54,stl#User:input user imformation,input student's performance,Stimulus,undefined
55,stl#User:select class,input student's performance,Stimulus,undefined
56,stl#User:Select attendance and semester,input student's performance,Stimulus,undefined
57,stl#User:Homepage,input student's performance,Stimulus,undefined
58,stl#User:Select class,input student's performance,Stimulus,undefined
59,stl#User:Input user information page,input student's performance,Stimulus,undefined
60,stl#User:input user imformation,input student's performance,Stimulus,undefined
61,stl#User:Select attendance and semester,input student's performance,Stimulus,undefined
62,User:Homepage,login,control,Send Messagepage
63,User:Login page,login,control,User Info Input Page
64,Display confirmation  page :Homepage,login,control,Send Messagepage
65,Display confirmation  page :Login page,login,control,User Info Input Page
66,Redirect to homepage:Display confirmation  page ,login,control,Notification message
67,Login page:Validate username and password,login,control,ClassAttendance Report
68,Validate username and password:Redirect to homepage,login,control,Request Reportpage
69,stl#User:Homepage,login,Stimulus,undefined
70,stl#User:Login page,login,Stimulus,undefined
71,User:Logout page,logout,control,Resource Input page
72,User:Homepage,logout,control,Send Messagepage
73,Display confirmation page:Homepage,logout,control,Send Messagepage
74,Validate username and password:Display confirmation page,logout,control,Notification message
75,Log out and  terminate the session:Validate username and password,logout,control,ClassAttendance Report
76,Logout page:Log out and  terminate the session,logout,entity,Cass Attendance Info
