NUM,UC,Tran_Num,Activity_Num,Actor_Num,Component_num,Boundary_Num,Control_Num,Entity_Num,EI,EQ,INT,DM,CTRL,EXTIVK,EXTCLL,TRAN_NA,NT,Avg_TL,Avg_TD, Avg_TC, Avg_DETs, Arch_Diff,EI,EO,EQ,FN,NI,NE,EXT,ERY,RED,WRT,SWTI,SWTII,SWTIII
1,Use Case1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Use Case2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,access all student's data,2,7,0,5,0,4,1,2,0,0,2,2,0,2,0,2,4,2.3333333333333335,3,1,9.333333333333334,0,0,6,2,2,2,2,2,2,2,2.0296,2.148,2.3336
4,access list & status of resources,4,13,0,9,0,9,0,0,0,0,0,4,0,0,0,4,3.75,2.8181818181818183,2.75,1,10.568181818181818,0,0,13,4,4,4,4,4,4,4,4.0592,4.4994,4.7622
5,input User's info,1,3,0,2,0,2,0,0,0,0,0,1,0,0,0,1,3,1,2,0,3,0,0,4,1,1,1,1,1,1,1,1.0148,1.074,1.1668
6,input class attendance info.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,input student's performance,41,36,0,27,0,20,7,7,0,0,7,15,0,7,26,15,13.066666666666666,12.109677419354838,10.333333333333334,3.6666666666666665,158.23311827956988,0,0,142,41,41,41,41,41,41,41,41.60680000000002,193.28459999999993,110.67930000000003
8,login,3,9,0,7,0,7,0,0,0,0,0,3,0,0,0,3,5,1.6666666666666667,4,0.6666666666666666,8.333333333333334,0,0,10,3,3,3,3,3,3,3,3.0443999999999996,6.096299999999999,4.393400000000001
9,logout,2,8,0,6,0,5,1,0,0,0,0,1,0,0,1,1,8,1.3333333333333333,6,1,10.666666666666666,0,0,7,2,2,2,2,2,2,2,2.0296,3.0846999999999998,2.3811
10,make Token for login info,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,manage User's info,15,26,0,18,5,10,3,0,0,0,0,1,0,0,14,1,60,6.2444444444444445,45,13,374.6666666666667,0,0,50,15,15,15,15,15,15,15,15.221999999999994,35.165000000000006,26.9925
12,manage resources,15,26,0,18,4,11,3,1,0,0,1,3,0,1,12,3,20,6.2444444444444445,15,3.6666666666666665,124.88888888888889,0,0,51,15,15,15,15,15,15,15,15.221999999999994,35.165,26.992500000000003
13,register new resource,7,14,0,10,0,9,1,3,0,0,3,7,0,3,0,7,4,2.619047619047619,3,0.42857142857142855,10.476190476190476,0,0,25,7,7,7,7,7,7,7,7.1036,7.823099999999999,8.3101
14,review error message,2,6,0,4,1,3,0,0,0,0,0,1,0,0,1,1,6,1.5,4,0,9,0,0,8,2,2,2,2,2,2,2,2.0296,2.148,2.3336
15,send message,4,12,0,8,0,8,0,0,0,0,0,4,0,0,0,4,3.5,3.8,2.5,1.25,13.299999999999999,0,0,13,4,4,4,4,4,4,4,4.0592,5.5378,4.7622
16,update User's info,11,20,0,14,0,6,8,0,0,0,0,1,0,0,10,1,44,8.363636363636363,33,5,368,0,0,39,11,11,11,11,11,11,11,11.162799999999997,30.124900000000004,23.136799999999997
17,update resource,11,20,0,14,0,13,1,5,0,0,5,11,0,5,0,11,4,4.212121212121212,3,0.45454545454545453,16.848484848484848,0,0,39,11,11,11,11,11,11,11,11.162799999999997,15.4377,14.953299999999999
18,upload grade info (text file),7,13,0,9,3,5,1,0,0,0,0,1,0,0,6,1,26,2.789473684210526,19,3,72.52631578947368,0,0,25,7,7,7,7,7,7,7,7.1036,7.6197,8.215100000000001
19,view grade / attendance report,3,11,0,8,2,6,0,0,0,0,0,1,0,0,2,1,11,2.375,8,3,26.125,0,0,10,3,3,3,3,3,3,3,3.0443999999999996,3.4254,3.5953999999999997
20,view student's name,4,12,0,8,0,8,0,0,0,0,0,4,0,0,0,4,3.5,5.2,2.5,1.25,18.2,0,0,13,4,4,4,4,4,4,4,4.0592,7.2078,4.8572
