id,path,transactional,path_length,diagram,useCase
1,Valet->notification of invalid transaction->redirect to payment screen->payment screen,CTRL,4,Retrieve and Return Vehicle,Retrieve and Return Vehicle
2,Valet->notification of invalid transaction->redirect to payment screen->payment screen,INT,4,Retrieve and Return Vehicle,Retrieve and Return Vehicle
3,Valet->request queue page->display dropdown->dropdown for retrieve and invalid,CTRL,4,Retrieve and Return Vehicle,Retrieve and Return Vehicle
4,Valet->request queue page->display dropdown->dropdown for retrieve and invalid,INT,4,Retrieve and Return Vehicle,Retrieve and Return Vehicle
5,Valet->remove request button->Remove request->check payment->payment,CTRL,5,Retrieve and Return Vehicle,Retrieve and Return Vehicle
6,Valet->remove request button->Remove request->check payment->payment,DM,5,Retrieve and Return Vehicle,Retrieve and Return Vehicle
7,Valet->remove request button->Remove request->check payment->payment,EI,5,Retrieve and Return Vehicle,Retrieve and Return Vehicle
8,Valet->remove request button->Remove request->check payment->Close out confirmation,CTRL,5,Retrieve and Return Vehicle,Retrieve and Return Vehicle
9,Valet->remove request button->Remove request->check payment->Close out confirmation,INT,5,Retrieve and Return Vehicle,Retrieve and Return Vehicle
10,Valet->remove request button->Remove request->request,CTRL,4,Retrieve and Return Vehicle,Retrieve and Return Vehicle
11,Valet->remove request button->Remove request->request,DM,4,Retrieve and Return Vehicle,Retrieve and Return Vehicle
12,Valet->remove request button->Remove request->request,EI,4,Retrieve and Return Vehicle,Retrieve and Return Vehicle
13,Valet->Close out confirmation->send out email with the transaction record.->Email protocol,CTRL,4,Retrieve and Return Vehicle,Retrieve and Return Vehicle
14,Valet->Close out confirmation->send out email with the transaction record.->Email protocol,EXTIVK,4,Retrieve and Return Vehicle,Retrieve and Return Vehicle
15,Valet->Close out confirmation->send out email with the transaction record.->Email send confirmation message,CTRL,4,Retrieve and Return Vehicle,Retrieve and Return Vehicle
16,Valet->Close out confirmation->send out email with the transaction record.->Email send confirmation message,INT,4,Retrieve and Return Vehicle,Retrieve and Return Vehicle
17,Valet->Close out confirmation->send out email with the transaction record.->payment,CTRL,4,Retrieve and Return Vehicle,Retrieve and Return Vehicle
18,Valet->Close out confirmation->send out email with the transaction record.->payment,DM,4,Retrieve and Return Vehicle,Retrieve and Return Vehicle
19,Valet->Close out confirmation->send out email with the transaction record.->payment,EI,4,Retrieve and Return Vehicle,Retrieve and Return Vehicle
20,Valet->dropdown for retrieve and invalid->retrive and invalid request->request,CTRL,4,Retrieve and Return Vehicle,Retrieve and Return Vehicle
21,Valet->dropdown for retrieve and invalid->retrive and invalid request->request,DM,4,Retrieve and Return Vehicle,Retrieve and Return Vehicle
22,Valet->dropdown for retrieve and invalid->retrive and invalid request->request,EI,4,Retrieve and Return Vehicle,Retrieve and Return Vehicle
23,Valet->dropdown for retrieve and invalid->retrive and invalid request->check payment exists->payment,CTRL,5,Retrieve and Return Vehicle,Retrieve and Return Vehicle
24,Valet->dropdown for retrieve and invalid->retrive and invalid request->check payment exists->payment,DM,5,Retrieve and Return Vehicle,Retrieve and Return Vehicle
25,Valet->dropdown for retrieve and invalid->retrive and invalid request->check payment exists->payment,EI,5,Retrieve and Return Vehicle,Retrieve and Return Vehicle
26,Valet->dropdown for retrieve and invalid->retrive and invalid request->check payment exists->status of the payment,CTRL,5,Retrieve and Return Vehicle,Retrieve and Return Vehicle
27,Valet->dropdown for retrieve and invalid->retrive and invalid request->check payment exists->status of the payment,INT,5,Retrieve and Return Vehicle,Retrieve and Return Vehicle
28,Valet->dropdown for retrieve and invalid->retrive and invalid request->check payment exists->notification of invalid transaction,CTRL,5,Retrieve and Return Vehicle,Retrieve and Return Vehicle
29,Valet->dropdown for retrieve and invalid->retrive and invalid request->check payment exists->notification of invalid transaction,INT,5,Retrieve and Return Vehicle,Retrieve and Return Vehicle
30,Valet->dropdown for retrieve and invalid->retrive and invalid request->invalid request,CTRL,4,Retrieve and Return Vehicle,Retrieve and Return Vehicle
31,Valet->dropdown for retrieve and invalid->retrive and invalid request->invalid request,INT,4,Retrieve and Return Vehicle,Retrieve and Return Vehicle
