id,transaction,useCase,transactional,TL, DETs, TD, TC, Arch_Diff
1,stl#User:Homepage-->User:Homepage,View Volunteer Schedule,CTRL;EXTCLL;INT,2,0,3,1,6
2,stl#User:View volunteer schedule  Page-->User:View volunteer schedule  Page-->View volunteer schedule  Page:Choose one of  volunteer schedule-->Choose one of  volunteer schedule:Show confirmation page-->Show confirmation page:View volunteer schedule  Page-->View volunteer schedule  Page:Choose one of  volunteer schedule,View Volunteer Schedule,TRAN_NA,6,0,3.8,5,22.799999999999997
3,stl#User:View volunteer schedule  Page-->User:View volunteer schedule  Page-->View volunteer schedule  Page:Choose one of  volunteer schedule-->Choose one of  volunteer schedule:Show confirmation page-->Show confirmation page:Homepage,View Volunteer Schedule,TRAN_NA,5,0,3.5,4,17.5
