id,element,useCase,type,component
1,taker:list of tours,Search for a tour,entity,Tour
2,taker:tour search criteria page,Search for a tour,boundary,TourCreator
3,retrieve tour:list of tours,Search for a tour,entity,Tour
4,retrieve nearby tours:list of tours,Search for a tour,entity,Tour
5,retrieve nearby tours:tour info,Search for a tour,entity,Tour
6,retrieve tour:retrieve nearby tours,Search for a tour,boundary,TourCreator
7,retrieve tour:tour info,Search for a tour,entity,Tour
8,tour search criteria page:retrieve tour,Search for a tour,entity,Tour
9,stl#taker:list of tours,Search for a tour,Stimulus,undefined
10,stl#taker:tour search criteria page,Search for a tour,Stimulus,undefined
