id,element,useCase,type,component
1,User:invalid sign up informatin,Setup account,boundary,Sign up trainer page
2,User:Sign up page,Setup account,boundary,Sign up trainer page
3,User:home page,Setup account,boundary,Payment page
4,Save sign up information:home page,Setup account,boundary,Payment page
5,Save sign up information:user,Setup account,entity,User
6,verify sign up information:Save sign up information,Setup account,boundary,Sign up trainer page
7,Sign up page:verify sign up information,Setup account,boundary,Sign up trainer page
8,verify sign up information:invalid sign up informatin,Setup account,boundary,Sign up trainer page
9,stl#User:invalid sign up informatin,Setup account,Stimulus,undefined
10,stl#User:Sign up page,Setup account,Stimulus,undefined
11,stl#User:home page,Setup account,Stimulus,undefined
