id,element,useCase,type,outboundDegree,inboundDegree
1,Administrator:Add new button,Log an activity,0,undefined,undefined
2,Administrator:blank description error,Log an activity,0,undefined,undefined
3,Administrator:activity description page,Log an activity,0,undefined,undefined
4,Administrator:activity description page,Log an activity,0,undefined,undefined
5,Administrator:Add new button,Log an activity,0,undefined,undefined
6,Administrator:blank description error,Log an activity,0,undefined,undefined
7,Case Manager:activity description page,Log an activity,0,undefined,undefined
8,Case Manager:Add new button,Log an activity,0,undefined,undefined
9,Case Manager:blank description error,Log an activity,0,undefined,undefined
10,General staff:activity description page,Log an activity,0,undefined,undefined
11,General staff:Add new button,Log an activity,0,undefined,undefined
12,General staff:blank description error,Log an activity,0,undefined,undefined
13,General staff:Add new button,Log an activity,0,undefined,undefined
14,General staff:activity description page,Log an activity,0,undefined,undefined
15,General staff:blank description error,Log an activity,0,undefined,undefined
16,Add new button:display activity description page,Log an activity,0,undefined,undefined
17,activity description page:validate activity description,Log an activity,0,undefined,undefined
18,display activity description page:activity description page,Log an activity,0,undefined,undefined
19,validate activity description:blank description error,Log an activity,0,undefined,undefined
20,insert activity into case:case information,Log an activity,0,undefined,undefined
21,validate activity description:insert activity into case,Log an activity,0,undefined,undefined
22,validate activity description:role,Log an activity,0,undefined,undefined
23,stl#Administrator:Add new button,Log an activity,0,undefined,undefined
24,stl#Administrator:blank description error,Log an activity,0,undefined,undefined
25,stl#Administrator:activity description page,Log an activity,0,undefined,undefined
26,stl#Administrator:activity description page,Log an activity,0,undefined,undefined
27,stl#Administrator:Add new button,Log an activity,0,undefined,undefined
28,stl#Administrator:blank description error,Log an activity,0,undefined,undefined
29,stl#Case Manager:activity description page,Log an activity,0,undefined,undefined
30,stl#Case Manager:Add new button,Log an activity,0,undefined,undefined
31,stl#Case Manager:blank description error,Log an activity,0,undefined,undefined
32,stl#General staff:activity description page,Log an activity,0,undefined,undefined
33,stl#General staff:Add new button,Log an activity,0,undefined,undefined
34,stl#General staff:blank description error,Log an activity,0,undefined,undefined
35,stl#General staff:Add new button,Log an activity,0,undefined,undefined
36,stl#General staff:activity description page,Log an activity,0,undefined,undefined
37,stl#General staff:blank description error,Log an activity,0,undefined,undefined
