id,element,NOCH,DIT,CBO,NUMS,NCI,NCIF
1,com.rufuslabs.alltheapps.managers.ss,0,0,0,0,0,0
2,com.rufuslabs.alltheapps.managers.benns.ss,0,0,0,0,0,0
3,com.rufuslabs.alltheapps.views.ss,0,0,0,0,0,0
4,com.rufuslabs.alltheapps.ss,0,0,0,0,0,0
5,com.rufuslabs.alltheapps.views.pages.ss,0,0,0,0,0,0
6,com.rufuslabs.alltheapps.hoover.ss,0,0,0,0,0,0
7,com.rufuslabs.alltheapps.views.swipeable.ss,0,0,0,0,0,0
8,android.support.v7.appcompat.ss,0,0,0,0,0,0
