NUM,PROJ,UseCase_Num,Tran_Num,Activity_Num,Component_Num,Precedence_Num,Stimulus_Num,Tran_Num,UseCase_Num,Activity_Num,Actor_Num,Avg_Actor,Boundary_Num,ControlNum,Entity_Num,Component_num,Attribute_num,Operation_num,class_num,Top_Level_Classes,Average_Depth_Inheritance_Tree,Average_Number_Of_Children_Per_Base_Class,Number_Of_Inheritance_Relationships,Depth_Inheritance_Tree,para_num,usage_num,real_num,assoc_num,externaloper_num,objectdata_num,avg_operation,avg_attribute,avg_parameter,avg_usage,avg_real,avg_assoc,avg_instVar,weightedoper_num,method_size,EI,EQ,INT,DM,CTRL,EXTIVK,EXTCLL,TRAN_NA,NT,Avg_TL,Avg_TD,Arch_Diff,Type,Effort_Norm,Norm_Factor,KSLOC,Effort,UAW,TCF,EF,Simple_UC, Average_UC, Complex_UC, Effort_Norm_UCP, Effort_Norm_COCOMO, UUCP, UCP,EUCP,EXUCP,DUCP,SWTI,SWTII,SWTIII,NOET,NOAAE,NORT,NEM,NSR,NOA,NOS,WMC,MPC,NOCH,DIT,CBO,NIVPC,NUMS,NCI,NCIF,RR,NTLC,ANWMC,ADIT,NOCPBC,EIF,ILF,DET,FTR,NT,NOC,NOA,NOA,NOUC,NOR,ANAPUC,ANRPUC,UCP,NOC,NOIR,NOUR,NORR,NOM,NOP,NOCAL,NOASSOC,ANMC,ANPC,ANCAC,ANASSOCC,ANRELC,NOC,NOAPC,NODET,NORET,NOA,NOMPC,NPPM,NMT,Num_User_Story, Num_Tasks, project_manager_estimate, developer_estimate,transaction_file
1,f15a_NICE_2018-7-30@1535659445794,18,87,219,16,186,58,87,36,219,0,0,35,206,16,161,0,0,16,16,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,25,0,0,32,25,11.84,31.16,368.9344,Unknown,NA,NA,NA,NA,0,1,1,7,5,6,0,0,175,175,87.5829,160.5195,130.4721,87.5829,160.5195,130.4721,0,0,2,0,0,0,18,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,2,16,0,0,18,0,0,0,0,16,0,0,2,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2015-2016\f15a_NICE_2018-7-30@1535659445794_analysis\filteredTransactionEvaluation.csv
1,F15a_nice_ecommerse_2018-7-30@1535658430743,24,127,263,24,217,65,127,48,263,0,0,81,124,24,198,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,15,4,38,0,19,85,38,14.84210526,75.07894737,1114.32964,Unknown,NA,NA,NA,NA,0,1,1,9,7,8,0,0,235,235,127.8509,382.2772,278.2893,127.8509,382.2772,278.2893,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,5,24,0,0,24,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2014-2015\F15a_nice_ecommerse_2018-7-30@1535658430743_analysis\filteredTransactionEvaluation.csv
1,f16a_Fuppy_2018-7-30@1535659927287,8,32,104,18,88,32,32,16,104,0,0,43,58,18,72,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,19,3,33.66666667,80.33333333,2704.555556,Unknown,NA,NA,NA,NA,0,1,1,0,8,0,0,0,80,80,32.2144,47.9576,44.5764,32.2144,47.9576,44.5764,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,4,18,0,0,8,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2016-2017\f16a_Fuppy_2018-7-30@1535659927287_analysis\filteredTransactionEvaluation.csv
1,f16a_GoGrrrlsApp_2018-7-30@1535659927291,12,48,179,26,156,48,48,24,179,0,0,28,204,26,131,5,20,26,26,0,0,0,0,22,0,0,0,20,2,0.769230769,0.192307692,0.846153846,0,0,0,0.192307692,2.1,0,0,0,0,0,16,0,0,23,16,11.9375,54.6875,652.8320313,Unknown,NA,NA,NA,NA,0,1,1,5,4,3,0,0,110,110,48.3216,161.639,114.2471,48.3216,161.639,114.2471,0,5,0,20,20,0,12,2.1,0.769230769,0,0,0,0.192307692,0,0,0,0,26,0.080769231,0,0,0,0,0,0,6,26,0,0,12,0,0,0,0,26,0,0,0,20,22,5,0,0.769230769,0.846153846,0.192307692,0,0,26,0.192307692,0,0,0,0,0.846153846,20,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2016-2017\f16a_GoGrrrlsApp_2018-7-30@1535659927291_analysis\filteredTransactionEvaluation.csv
1,f16a_Newlette_Coins_2018-7-30@1535659927292,2,0,0,11,0,0,0,4,0,0,0,0,0,11,0,13,8,11,11,0,0,0,0,8,0,0,0,8,1,0.727272727,1.181818182,0.727272727,0,0,0,1.181818182,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,NA,NA,NA,NA,0,1,1,2,0,0,0,0,10,10,0,0,0,0,0,0,0,13,0,8,8,0,2,0.6,0.727272727,0,0,0,1.181818182,0,0,0,0,11,0.054545455,0,0,0,0,0,0,0,11,0,0,2,0,0,0,0,11,0,0,0,8,8,13,0,0.727272727,0.727272727,1.181818182,0,0,11,1.181818182,0,0,0,0,0.727272727,8,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2016-2017\f16a_Newlette_Coins_2018-7-30@1535659927292_analysis\filteredTransactionEvaluation.csv
1,Improvementon_on_VITA_website_2018-7-27@1535439330813,9,29,79,10,72,18,29,18,79,0,0,33,56,10,61,43,0,10,10,0,0,0,0,0,0,0,0,0,6,0,4.3,0,0,0,0,4.3,0,0,0,0,3,0,5,0,3,16,5,24.8,67.6,1676.48,Unknown,NA,NA,NA,NA,0,1,1,8,1,0,0,0,50,50,29.1943,55.6341,84.7226,29.1943,55.6341,84.7226,0,43,0,0,0,0,9,0,0,0,0,0,4.3,0,0,0,0,10,0,0,0,0,0,0,0,3,10,0,0,9,0,0,0,0,10,0,0,0,0,0,43,0,0,0,4.3,0,0,10,4.3,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2012-2013\Improvementon_on_VITA_website_2018-7-27@1535439330813_analysis\filteredTransactionEvaluation.csv
1,Improving_Thai_CDC_2018-7-27@1535437513441,22,163,364,14,342,89,163,44,364,0,0,134,270,14,275,32,0,14,14,0,0,0,0,0,0,0,0,0,7,0,2.285714286,0,0,0,0,2.285714286,0,0,0,0,24,0,36,0,24,105,36,21.97222222,82.83333333,1820.032407,Unknown,NA,NA,NA,NA,0,1,1,6,5,11,0,0,245,245,164.0921,432.8144,558.2804,164.0921,432.8144,558.2804,0,32,0,0,0,0,22,0,0,0,0,0,2.285714286,0,0,0,0,14,0,0,0,0,0,0,0,3,14,0,0,22,0,0,0,0,14,0,0,0,0,0,32,0,0,0,2.285714286,0,0,14,2.285714286,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2011-2012\Improving_Thai_CDC_2018-7-27@1535437513441_analysis\filteredTransactionEvaluation.csv
1,Istartonmonday_com_2018-7-27@1535437513443,24,121,290,17,259,75,121,48,290,0,0,193,18,17,215,37,0,17,17,0,0,0,0,0,0,0,0,0,10,0,2.176470588,0,0,0,0,2.176470588,0,0,0,0,3,0,3,0,3,96,3,174.3333333,518.3333333,90362.77778,Unknown,NA,NA,NA,NA,0,1,1,7,6,11,0,0,260,260,121.8107,245.4261,296.9629,121.8107,245.4261,296.9629,0,37,0,0,0,0,24,0,0,0,0,0,2.176470588,0,0,0,0,17,0,0,0,0,0,0,0,3,17,0,0,24,0,0,0,0,17,0,0,0,0,0,37,0,0,0,2.176470588,0,0,17,2.176470588,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2011-2012\Istartonmonday_com_2018-7-27@1535437513443_analysis\filteredTransactionEvaluation.csv
1,Leamos_TM_2018-7-27@1535437513444,16,58,171,16,148,41,58,32,171,0,0,38,152,16,130,41,0,16,16,0,0,0,0,0,0,1,0,0,9,0,2.5625,0,0,0.0625,0,2.5625,0,0,0,0,15,0,36,0,15,8,36,6.638888889,18.5,122.8194444,Unknown,NA,NA,NA,NA,0,1,1,6,10,0,0,0,130,130,58.3886,118.1605,165.5089,58.3886,118.1605,165.5089,0,41,1,0,0,0,16,0,0,0,0,0,2.5625,0,0,0,0,16,0,0,0,0,0,0,0,4,16,0,0,16,0,0,0,0,16,0,0,1,0,0,41,0,0,0,2.5625,0,0,16,2.5625,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2011-2012\Leamos_TM_2018-7-27@1535437513444_analysis\filteredTransactionEvaluation.csv
1,LEMA_FAMILY_ACCOUNTABILITY_SYSTEM_2018-7-27@1535437513444,20,133,238,32,249,70,133,40,238,0,0,15,252,32,168,103,19,32,32,0,0,0,0,19,3,5,0,19,14,0.59375,3.21875,0.59375,0.09375,0.15625,0,3.21875,2.4,0,0,0,0,0,75,0,0,23,75,5.733333333,32.32,185.3013333,Unknown,NA,NA,NA,NA,0,1,1,10,3,7,0,0,185,185,133.8911,366.2618,402.052,133.8911,366.2618,402.052,0,103,8,19,19,0,20,2.4,0.59375,0,0,0,3.21875,0,0,0,3,32,0.075,0,0,0,0,0,0,4,32,0,0,20,0,0,0,0,32,0,3,5,19,19,103,0,0.59375,0.59375,3.21875,0,0,32,3.21875,0,0,0,0,0.59375,19,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2011-2012\LEMA_FAMILY_ACCOUNTABILITY_SYSTEM_2018-7-27@1535437513444_analysis\filteredTransactionEvaluation.csv
1,LEMA_FAMILY_ACCOUNTABILITY_SYSTEM_2018-7-27@1535437513444,20,133,238,32,249,70,133,40,238,0,0,15,252,32,168,103,19,32,32,0,0,0,0,19,3,5,0,19,14,0.59375,3.21875,0.59375,0.09375,0.15625,0,3.21875,2.4,0,0,0,0,0,75,0,0,23,75,5.733333333,32.32,185.3013333,Unknown,NA,NA,NA,NA,0,1,1,10,3,7,0,0,185,185,133.8911,366.2618,402.052,133.8911,366.2618,402.052,0,103,8,19,19,0,20,2.4,0.59375,0,0,0,3.21875,0,0,0,3,32,0.075,0,0,0,0,0,0,4,32,0,0,20,0,0,0,0,32,0,3,5,19,19,103,0,0.59375,0.59375,3.21875,0,0,32,3.21875,0,0,0,0,0.59375,19,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2011-2012\LEMA_FAMILY_ACCOUNTABILITY_SYSTEM_2018-7-27@1535437513444_analysis\filteredTransactionEvaluation.csv
1,LEMA_Pilot_School_Integrated_Scheduling_System_2018-7-27@1535437513445,19,75,191,30,164,50,75,38,191,0,0,43,166,30,141,99,0,30,30,0,0,0,0,0,0,0,0,0,26,0,3.3,0,0,0,0,3.3,0,0,0,0,6,0,22,0,6,36,22,13.22727273,30.31818182,401.0268595,Unknown,NA,NA,NA,NA,0,1,1,9,7,3,0,0,160,160,75.5025,125.6578,157.4101,75.5025,125.6578,157.4101,0,99,0,0,0,0,19,0,0,0,0,0,3.3,0,0,0,0,30,0,0,0,0,0,0,0,2,30,0,0,19,0,0,0,0,30,0,0,0,0,0,99,0,0,0,3.3,0,0,30,3.3,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2011-2012\LEMA_Pilot_School_Integrated_Scheduling_System_2018-7-27@1535437513445_analysis\filteredTransactionEvaluation.csv
1,Los_Angeles_Child_Guidance_Clinic_Employment_Opportunities_Online_Application_System_2018-7-27@1535437513444,21,118,249,42,230,58,118,42,249,0,0,83,184,42,191,96,14,42,42,0,0,0,0,14,0,1,0,14,15,0.333333333,2.285714286,0.333333333,0,0.023809524,0,2.285714286,3.3,0,0,0,22,0,43,0,22,56,43,12.20930233,30.74418605,375.3650622,Unknown,NA,NA,NA,NA,0,1,1,6,5,10,0,0,230,230,118.7906,223.711,281.7753,118.7906,223.711,281.7753,0,96,1,14,14,0,21,3.3,0.333333333,0,0,0,2.285714286,0,0,0,0,42,0.078571429,0,0,0,0,0,0,0,42,0,0,21,0,0,0,0,42,0,0,1,14,14,96,0,0.333333333,0.333333333,2.285714286,0,0,42,2.285714286,0,0,0,0,0.333333333,14,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2011-2012\Los_Angeles_Child_Guidance_Clinic_Employment_Opportunities_Online_Application_System_2018-7-27@1535437513444_analysis\filteredTransactionEvaluation.csv
1,Pediatric_Trauma_Society_Research_Investigator_Databank _PTS_RID_2018-7-27@1535439330814,16,43,114,44,99,29,43,32,114,0,0,50,68,44,85,48,0,44,44,0,0,0,0,0,0,4,0,0,10,0,1.090909091,0,0,0.090909091,0,1.090909091,0,0,0,0,1,0,4,0,1,26,4,39.5,66.5,2626.75,Unknown,NA,NA,NA,NA,0,1,1,16,0,0,0,0,80,80,43.2881,67.7825,75.5168,43.2881,67.7825,75.5168,0,48,4,0,0,0,16,0,0,0,0,0,1.090909091,0,0,0,0,44,0,0,0,0,0,0,0,0,44,0,0,16,0,0,0,0,44,0,0,4,0,0,48,0,0,0,1.090909091,0,0,44,1.090909091,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2012-2013\Pediatric_Trauma_Society_Research_Investigator_Databank _PTS_RID_2018-7-27@1535439330814_analysis\filteredTransactionEvaluation.csv
1,S13b_PTS_RID_2018-7-28@1535440132276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2013-2014\S13b_PTS_RID_2018-7-28@1535440132276_analysis\filteredTransactionEvaluation.csv
1,S13b_SomaticsWeb_DataServices_2018-7-28@1535440132276,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,25,0,5,5,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,25,0,0,0,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2013-2014\S13b_SomaticsWeb_DataServices_2018-7-28@1535440132276_analysis\filteredTransactionEvaluation.csv
1,S13b_United_Direct_Marketing_2018-7-28@1535440132276,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,1,6,5,5,0,0,0,0,9,0,0,0,6,0,1.2,0.2,1.8,0,0,0,0.2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,6,0,0,0.6,1.2,0,0,0,0.2,0,0,0,0,5,0.12,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,6,9,1,0,1.2,1.8,0.2,0,0,5,0.2,0,0,0,0,1.8,6,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2013-2014\S13b_United_Direct_Marketing_2018-7-28@1535440132276_analysis\filteredTransactionEvaluation.csv
1,S14b_E-LockBox_2018-7-28@1535440132277,25,155,277,19,229,66,155,50,277,0,0,109,156,19,211,57,17,19,19,0,0,0,0,0,0,0,0,17,7,0.894736842,3,0,0,0,0,3,1.5,0,0,0,22,0,40,0,22,74,40,14.325,50.85,728.42625,Unknown,NA,NA,NA,NA,0,1,1,11,1,13,0,0,260,260,156.0385,407.5652,566.3265,156.0385,407.5652,566.3265,0,57,0,17,17,0,25,1.5,0.894736842,0,0,0,3,0,0,0,0,19,0.078947368,0,0,0,0,0,0,13,19,0,0,25,0,0,0,0,19,0,0,0,17,0,57,0,0.894736842,0,3,0,0,19,3,0,0,0,0,0,17,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2013-2014\S14b_E-LockBox_2018-7-28@1535440132277_analysis\filteredTransactionEvaluation.csv
1,S14b_Healthy_Kids_Zone_SurveyApp_2018-7-28@1535440132277,24,172,296,25,254,65,172,48,296,0,0,83,214,25,231,18,57,25,25,0,0,0,0,0,0,0,0,57,0,2.28,0.72,0,0,0,0,0.72,4.2,0,0,0,17,0,60,0,17,90,60,13.2,42.63333333,562.76,Unknown,NA,NA,NA,NA,0,1,1,6,3,15,0,0,285,285,173.1524,434.2219,393.2364,173.1524,434.2219,393.2364,0,18,0,57,57,0,24,4.2,2.28,0,0,0,0.72,0,0,0,0,25,0.168,0,0,0,0,0,0,8,25,0,0,24,0,0,0,0,25,0,0,0,57,0,18,0,2.28,0,0.72,0,0,25,0.72,0,0,0,0,0,57,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2013-2014\S14b_Healthy_Kids_Zone_SurveyApp_2018-7-28@1535440132277_analysis\filteredTransactionEvaluation.csv
1,S14b_JEP_Online_Platform_2018-7-28@1535440132277,20,261,383,21,327,93,261,40,383,0,0,199,132,21,290,13,12,21,21,0,0,0,0,10,0,0,0,12,1,0.571428571,0.619047619,0.476190476,0,0,0,0.619047619,0.6,0,0,0,32,0,48,0,32,180,48,26.95833333,166.6875,4493.617188,Unknown,NA,NA,NA,NA,0,1,1,2,0,18,0,0,280,280,262.7487,1178.0596,835.6531,262.7487,1178.0596,835.6531,0,13,0,12,12,0,20,0.6,0.571428571,0,0,0,0.619047619,0,0,0,0,21,0.028571429,0,0,0,0,0,0,11,21,0,0,20,0,0,0,0,21,0,0,0,12,10,13,0,0.571428571,0.476190476,0.619047619,0,0,21,0.619047619,0,0,0,0,0.476190476,12,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2013-2014\S14b_JEP_Online_Platform_2018-7-28@1535440132277_analysis\filteredTransactionEvaluation.csv
1,S14b_Lose4Good.org_Database_Driven_Socially_Connected_Website_2018-7-28@1535440132277,12,217,283,33,250,64,217,24,283,0,0,106,140,33,219,66,16,33,33,0,0,0,0,11,0,0,0,16,19,0.484848485,2,0.333333333,0,0,0,2,1.8,0,0,0,37,0,66,0,37,147,66,18.45454545,88.40909091,1631.549587,Unknown,NA,NA,NA,NA,0,1,1,0,2,10,0,0,170,170,218.4539,861.5356,1026.7289,218.4539,861.5356,1026.7289,0,66,0,16,16,0,12,1.8,0.484848485,0,0,0,2,0,0,0,0,33,0.054545455,0,0,0,0,0,0,24,33,0,0,12,0,0,0,0,33,0,0,0,16,11,66,0,0.484848485,0.333333333,2,0,0,33,2,0,0,0,0,0.333333333,16,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2013-2014\S14b_Lose4Good.org_Database_Driven_Socially_Connected_Website_2018-7-28@1535440132277_analysis\filteredTransactionEvaluation.csv
1,S14b_Student_Scheduling_Systemb_2018-7-28@1535440132277,12,96,183,21,138,47,96,24,183,0,0,106,18,21,136,28,31,21,21,0,0,0,0,0,0,0,0,31,5,1.476190476,1.333333333,0,0,0,0,1.333333333,1.8,0,0,0,21,0,22,0,21,63,22,16.09090909,48.5,780.4090909,Unknown,NA,NA,NA,NA,0,1,1,0,2,10,0,0,170,170,96.6432,175.3435,189.6153,96.6432,175.3435,189.6153,0,28,0,31,31,0,12,1.8,1.476190476,0,0,0,1.333333333,0,0,0,0,21,0.085714286,0,0,0,0,0,0,8,21,0,0,12,0,0,0,0,21,0,0,0,31,0,28,0,1.476190476,0,1.333333333,0,0,21,1.333333333,0,0,0,0,0,31,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2013-2014\S14b_Student_Scheduling_Systemb_2018-7-28@1535440132277_analysis\filteredTransactionEvaluation.csv
1,S15b_mission_science_irobots_2018-7-30@1535658430744,10,52,125,20,109,30,52,20,125,0,0,34,114,20,95,3,16,20,20,0,0,0,0,20,0,0,0,16,1,0.8,0.15,1,0,0,0,0.15,1.8,0,6,0,11,6,22,0,17,22,22,11,35.90909091,395,Unknown,NA,NA,NA,NA,0,1,1,0,9,1,0,0,105,105,52.3484,132.6659,118.925,52.3484,132.6659,118.925,0,3,0,16,16,0,10,1.8,0.8,0,0,0,0.15,0,0,0,0,20,0.09,0,0,0,0,0,0,5,20,0,0,10,0,0,0,0,20,0,0,0,16,20,3,0,0.8,1,0.15,0,0,20,0.15,0,0,0,0,1,16,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2014-2015\S15b_mission_science_irobots_2018-7-30@1535658430744_analysis\filteredTransactionEvaluation.csv
1,s15b_snap_valet_2018-7-30@1535658430744,11,199,294,20,250,73,199,22,294,0,0,93,208,20,221,48,0,20,20,0,0,0,0,0,0,0,0,0,7,0,2.4,0,0,0,0,2.4,0,0,2,0,15,2,40,0,17,154,40,25.2,102.225,2576.07,Unknown,NA,NA,NA,NA,0,1,1,0,0,11,0,0,165,165,200.3333,579.0002,731.6712,200.3333,579.0002,731.6712,0,48,0,0,0,0,11,0,0,0,0,0,2.4,0,0,0,0,20,0,0,0,0,0,0,0,23,20,0,0,11,0,0,0,0,20,0,0,0,0,0,48,0,0,0,2.4,0,0,20,2.4,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2014-2015\s15b_snap_valet_2018-7-30@1535658430744_analysis\filteredTransactionEvaluation.csv
1,S15b_we_are_trojans_network_2018-7-30@1535658430744,9,163,198,32,183,44,163,18,198,0,0,37,134,32,154,48,94,32,32,0,0,0,0,94,0,0,0,94,8,2.9375,1.5,2.9375,0,0,0,1.5,3.9,0,7,0,6,7,24,0,13,137,24,38.45833333,191.7916667,7375.987847,Unknown,NA,NA,NA,NA,0,1,1,0,0,9,0,0,135,135,164.0921,633.6943,628.6528,164.0921,633.6943,628.6528,0,48,0,94,94,0,9,3.9,2.9375,0,0,0,1.5,0,0,0,0,32,0.121875,0,0,0,0,0,0,11,32,0,0,9,0,0,0,0,32,0,0,0,94,94,48,0,2.9375,2.9375,1.5,0,0,32,1.5,0,0,0,0,2.9375,94,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2014-2015\S15b_we_are_trojans_network_2018-7-30@1535658430744_analysis\filteredTransactionEvaluation.csv
1,s16b_combat_conflict_2018-7-30@1535658430744,7,35,76,11,61,19,35,14,76,0,0,43,28,11,57,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,9,25,10,14.1,46.1,650.01,Unknown,NA,NA,NA,NA,0,1,1,4,0,3,0,0,65,65,35.2345,71.6484,55.4713,35.2345,71.6484,55.4713,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,11,0,0,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2014-2015\s16b_combat_conflict_2018-7-30@1535658430744_analysis\filteredTransactionEvaluation.csv
1,S16b_flower_seeker_2018-7-30@1535658430744,16,84,186,51,140,51,84,32,186,0,0,55,126,51,135,208,75,51,51,0,0,0,0,163,0,0,0,75,25,1.470588235,4.078431373,3.196078431,0,0,0,4.078431373,4.8,0,3,0,16,3,41,0,19,37,41,7.195121951,18.48780488,133.0220107,Unknown,NA,NA,NA,NA,0,1,1,1,10,5,0,0,180,180,84.5628,132.287,165.9037,84.5628,132.287,165.9037,0,208,0,75,75,0,16,4.8,1.470588235,0,0,0,4.078431373,0,0,0,0,51,0.094117647,0,0,0,0,0,0,5,51,0,0,16,0,0,0,0,51,0,0,0,75,163,208,0,1.470588235,3.196078431,4.078431373,0,0,51,4.078431373,0,0,0,0,3.196078431,75,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2014-2015\S16b_flower_seeker_2018-7-30@1535658430744_analysis\filteredTransactionEvaluation.csv
1,s16b_Picshare_AA_2018-7-30@1535658430745,24,94,221,15,199,53,94,48,221,0,0,76,178,15,168,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,2,38,0,15,56,38,12.42105263,47.13157895,585.4238227,Unknown,NA,NA,NA,NA,0,1,1,13,8,3,0,0,190,190,94.6298,263.9868,204.7712,94.6298,263.9868,204.7712,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,15,0,0,24,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2014-2015\s16b_Picshare_AA_2018-7-30@1535658430745_analysis\filteredTransactionEvaluation.csv
1,s16b_Picshare_RA_2018-7-30@1535658430745,24,387,555,18,525,158,387,48,555,0,0,291,206,18,397,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,47,0,29,299,47,46.82978723,337.8723404,15822.48981,Unknown,NA,NA,NA,NA,0,1,1,1,0,23,0,0,350,350,389.5929,2183.5455,1480.9167,389.5929,2183.5455,1480.9167,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,8,18,0,0,24,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2014-2015\s16b_Picshare_RA_2018-7-30@1535658430745_analysis\filteredTransactionEvaluation.csv
