NUM,PROJ,UseCase_Num,Tran_Num,Activity_Num,Component_Num,Precedence_Num,Stimulus_Num,Tran_Num,UseCase_Num,Activity_Num,Actor_Num,Avg_Actor,Boundary_Num,ControlNum,Entity_Num,Component_num,Attribute_num,Operation_num,class_num,Top_Level_Classes,Average_Depth_Inheritance_Tree,Average_Number_Of_Children_Per_Base_Class,Number_Of_Inheritance_Relationships,Depth_Inheritance_Tree,para_num,usage_num,real_num,assoc_num,externaloper_num,objectdata_num,avg_operation,avg_attribute,avg_parameter,avg_usage,avg_real,avg_assoc,avg_instVar,weightedoper_num,method_size,EI,EQ,INT,DM,CTRL,EXTIVK,EXTCLL,TRAN_NA,NT,Avg_TL,Avg_TD,Arch_Diff,Type,Effort_Norm,Norm_Factor,KSLOC,Effort,UAW,TCF,EF,Simple_UC, Average_UC, Complex_UC, Effort_Norm_UCP, Effort_Norm_COCOMO, UUCP, UCP,EUCP,EXUCP,DUCP,SWTI,SWTII,SWTIII,NOET,NOAAE,NORT,NEM,NSR,NOA,NOS,WMC,MPC,NOCH,DIT,CBO,NIVPC,NUMS,NCI,NCIF,RR,NTLC,ANWMC,ADIT,NOCPBC,EIF,ILF,DET,FTR,NT,NOC,NOA,NOA,NOUC,NOR,ANAPUC,ANRPUC,UCP,NOC,NOIR,NOUR,NORR,NOM,NOP,NOCAL,NOASSOC,ANMC,ANPC,ANCAC,ANASSOCC,ANRELC,NOC,NOAPC,NODET,NORET,NOA,NOMPC,NPPM,NMT,Num_User_Story, Num_Tasks, project_manager_estimate, developer_estimate,transaction_file
1,F13a_Yanomamo Interactive CDROM_2018-7-28@1535440132276,9,31,79,13,53,24,31,18,79,0,0,47,16,13,55,10,7,13,13,0,0,0,0,0,0,0,0,7,4,0.538461538,0.769230769,0,0,0,0,0.769230769,0.9,0,0,0,5,0,9,0,5,12,9,8.222222222,27.44444444,225.654321,Unknown,NA,NA,NA,NA,0,1,1,5,3,1,0,0,70,70,31.2077,48.5432,48.9906,31.2077,48.5432,48.9906,0,10,0,7,7,0,9,0.9,0.538461538,0,0,0,0.769230769,0,0,0,0,13,0.069230769,0,0,0,0,0,0,2,13,0,0,9,0,0,0,0,13,0,0,0,7,0,10,0,0.538461538,0,0.769230769,0,0,13,0.769230769,0,0,0,0,0,7,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2013-2014\F13a_Yanomamo Interactive CDROM_2018-7-28@1535440132276_analysis\filteredTransactionEvaluation.csv
1,F14a_black_professionals_net_2018-7-30@1535657759660,26,488,499,46,465,118,488,52,499,0,0,130,320,46,381,98,78,46,46,0,0,0,0,97,0,0,0,78,4,1.695652174,2.130434783,2.108695652,0,0,0,2.130434783,7.2,0,21,0,23,21,98,0,44,382,98,37.05102041,252.6020408,9359.163369,Unknown,NA,NA,NA,NA,0,1,1,0,6,20,0,0,360,360,491.2696,3042.4734,2977.8157,491.2696,3042.4734,2977.8157,0,98,0,78,78,0,26,7.2,1.695652174,0,0,0,2.130434783,0,0,0,0,46,0.156521739,0,0,0,0,0,0,18,46,0,0,26,0,0,0,0,46,0,0,0,78,97,98,0,1.695652174,2.108695652,2.130434783,0,0,46,2.130434783,0,0,0,0,2.108695652,78,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2014-2015\F14a_black_professionals_net_2018-7-30@1535657759660_analysis\filteredTransactionEvaluation.csv
1,f14a_cash_doctor_2018-7-30@1535657759664,10,58,131,17,117,31,58,20,131,0,0,88,10,17,100,35,0,17,17,0,0,0,0,0,0,0,0,0,5,0,2.058823529,0,0,0,0,2.058823529,0,0,0,0,6,0,6,0,6,51,6,49,189.5,9285.5,Unknown,NA,NA,NA,NA,0,1,1,1,4,5,0,0,120,120,58.3886,169.3931,206.1147,58.3886,169.3931,206.1147,0,35,0,0,0,0,10,0,0,0,0,0,2.058823529,0,0,0,0,17,0,0,0,0,0,0,0,5,17,0,0,10,0,0,0,0,17,0,0,0,0,0,35,0,0,0,2.058823529,0,0,17,2.058823529,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2014-2015\f14a_cash_doctor_2018-7-30@1535657759664_analysis\filteredTransactionEvaluation.csv
1,f14a_e_lock_box_2018-7-30@1535657759664,16,450,519,42,426,168,450,32,519,0,0,128,220,42,351,161,0,42,42,0,0,0,0,0,0,0,0,0,32,0,3.833333333,0,0,0,0,3.833333333,0,0,26,0,34,26,78,0,60,302,78,25.53846154,130.4615385,3331.786982,Unknown,NA,NA,NA,NA,0,1,1,0,0,16,0,0,240,240,453.015,1660.3705,2035.7195,453.015,1660.3705,2035.7195,0,161,0,0,0,0,16,0,0,0,0,0,3.833333333,0,0,0,0,42,0,0,0,0,0,0,0,39,42,0,0,16,0,0,0,0,42,0,0,0,0,0,161,0,0,0,3.833333333,0,0,42,3.833333333,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2014-2015\f14a_e_lock_box_2018-7-30@1535657759664_analysis\filteredTransactionEvaluation.csv
1,f14a_gotrla_2018-7-30@1535657759664,10,112,175,21,148,42,112,20,175,0,0,32,134,21,133,80,0,21,21,0,0,0,0,0,0,0,0,0,10,0,3.80952381,0,0,0,0,3.80952381,0,0,1,0,13,1,33,0,14,76,33,16.45454545,82.27272727,1353.760331,Unknown,NA,NA,NA,NA,0,1,1,0,0,10,0,0,150,150,112.7504,392.3503,562.2242,112.7504,392.3503,562.2242,0,80,0,0,0,0,10,0,0,0,0,0,3.80952381,0,0,0,0,21,0,0,0,0,0,0,0,9,21,0,0,10,0,0,0,0,21,0,0,0,0,0,80,0,0,0,3.80952381,0,0,21,3.80952381,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2014-2015\f14a_gotrla_2018-7-30@1535657759664_analysis\filteredTransactionEvaluation.csv
1,F14a_mobile_application_for_mobile_controlled_lighting_2018-7-30@1535657759665,5,27,59,8,49,14,27,10,59,0,0,15,38,8,45,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,22,5,24.2,96,2323.2,Unknown,NA,NA,NA,NA,0,1,1,1,0,4,0,0,65,65,27.1809,73.34,50.153,27.1809,73.34,50.153,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,8,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2014-2015\F14a_mobile_application_for_mobile_controlled_lighting_2018-7-30@1535657759665_analysis\filteredTransactionEvaluation.csv
1,F14a_REFERsy_2018-7-30@1535657759665,10,62,137,18,107,37,62,20,137,0,0,44,94,18,100,13,0,18,18,0,0,0,0,0,0,0,0,0,6,0,0.722222222,0,0,0,0,0.722222222,0,0,2,0,18,2,29,0,20,26,29,7.448275862,20.06896552,149.4791914,Unknown,NA,NA,NA,NA,0,1,1,1,2,7,0,0,130,130,62.4154,98.0965,101.6508,62.4154,98.0965,101.6508,0,13,0,0,0,0,10,0,0,0,0,0,0.722222222,0,0,0,0,18,0,0,0,0,0,0,0,1,18,0,0,10,0,0,0,0,18,0,0,0,0,0,13,0,0,0,0.722222222,0,0,18,0.722222222,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2014-2015\F14a_REFERsy_2018-7-30@1535657759665_analysis\filteredTransactionEvaluation.csv
1,F14a_sharethetraining_com_2018-7-30@1535657759665,13,91,191,32,159,48,91,26,191,0,0,59,154,32,143,99,31,32,32,0,0,0,0,31,0,0,0,31,8,0.96875,3.09375,0.96875,0,0,0,3.09375,4.5,0,3,0,19,3,49,0,22,37,49,7.591836735,30.28571429,229.9241983,Unknown,NA,NA,NA,NA,0,1,1,1,3,9,0,0,170,170,91.6097,207.7851,274.5063,91.6097,207.7851,274.5063,0,99,0,31,31,0,13,4.5,0.96875,0,0,0,3.09375,0,0,0,0,32,0.140625,0,0,0,0,0,0,9,32,0,0,13,0,0,0,0,32,0,0,0,31,31,99,0,0.96875,0.96875,3.09375,0,0,32,3.09375,0,0,0,0,0.96875,31,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2014-2015\F14a_sharethetraining_com_2018-7-30@1535657759665_analysis\filteredTransactionEvaluation.csv
1,F14a_snapp_voice_communication_system_2018-7-30@1535657759665,8,55,131,18,104,40,55,16,131,0,0,18,64,18,91,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,5,18,0,6,37,18,12.5,49.16666667,614.5833333,Unknown,NA,NA,NA,NA,0,1,1,2,2,4,0,0,90,90,55.3685,144.7841,113.5979,55.3685,144.7841,113.5979,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,10,18,0,0,8,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2014-2015\F14a_snapp_voice_communication_system_2018-7-30@1535657759665_analysis\filteredTransactionEvaluation.csv
1,F14a_soccer_data_web_crawler_2018-7-30@1535657759666,8,45,103,12,97,21,45,16,103,0,0,0,104,12,82,1,0,12,12,0,0,0,0,0,0,0,0,0,1,0,0.083333333,0,0,0,0,0.083333333,0,0,3,0,0,3,17,0,3,22,17,12.88235294,97,1249.588235,Unknown,NA,NA,NA,NA,0,1,1,1,0,7,0,0,110,110,45.3015,246.317,148.7699,45.3015,246.317,148.7699,0,1,0,0,0,0,8,0,0,0,0,0,0.083333333,0,0,0,0,12,0,0,0,0,0,0,0,9,12,0,0,8,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0.083333333,0,0,12,0.083333333,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2014-2015\F14a_soccer_data_web_crawler_2018-7-30@1535657759666_analysis\filteredTransactionEvaluation.csv
1,F14a_tipsure_com_2018-7-30@1535657759666,8,80,185,17,170,41,80,16,185,0,0,19,222,17,144,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,42,0,4,35,42,10.30952381,97.04761905,1000.514739,Unknown,NA,NA,NA,NA,0,1,1,1,0,7,0,0,110,110,80.536,415.4406,263.2608,80.536,415.4406,263.2608,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,14,17,0,0,8,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2014-2015\F14a_tipsure_com_2018-7-30@1535657759666_analysis\filteredTransactionEvaluation.csv
1,F14a_women_at_work_website_redesign_2018-7-30@1535657759666,8,39,102,18,89,24,39,16,102,0,0,20,106,18,78,27,0,18,18,0,0,0,0,0,0,0,0,0,6,0,1.5,0,0,0,0,1.5,0,0,4,0,0,4,28,0,4,9,28,6.857142857,34.67857143,237.7959184,Unknown,NA,NA,NA,NA,0,1,1,4,1,3,0,0,75,75,39.2613,138.8733,143.2283,39.2613,138.8733,143.2283,0,27,0,0,0,0,8,0,0,0,0,0,1.5,0,0,0,0,18,0,0,0,0,0,0,0,3,18,0,0,8,0,0,0,0,18,0,0,0,0,0,27,0,0,0,1.5,0,0,18,1.5,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2014-2015\F14a_women_at_work_website_redesign_2018-7-30@1535657759666_analysis\filteredTransactionEvaluation.csv
1,F15a_combat_conflict_2018-7-30@1535657759666,7,35,76,14,61,19,35,14,76,0,0,43,28,14,57,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,9,25,10,14.1,44.6,628.86,Unknown,NA,NA,NA,NA,0,1,1,4,0,3,0,0,65,65,35.2345,71.4688,55.4713,35.2345,71.4688,55.4713,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,3,14,0,0,7,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2014-2015\F15a_combat_conflict_2018-7-30@1535657759666_analysis\filteredTransactionEvaluation.csv
1,f15a_CombatConflict_2018-7-30@1535659445788,9,37,121,20,107,35,37,18,121,0,0,37,96,20,86,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,5,25,8,21.625,76.375,1651.609375,Unknown,NA,NA,NA,NA,0,1,1,2,5,2,0,0,90,90,37.2479,87.2984,74.2955,37.2479,87.2984,74.2955,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,0,0,9,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2015-2016\f15a_CombatConflict_2018-7-30@1535659445788_analysis\filteredTransactionEvaluation.csv
1,F15a_construction_meeting_minutes_application_2018-7-30@1535658430738,18,143,250,19,215,59,143,36,250,0,0,22,226,19,191,5,0,19,19,0,0,0,0,0,0,0,0,0,4,0,0.263157895,0,0,0,0,0.263157895,0,0,10,0,4,10,53,0,14,89,53,12.26415094,58.28301887,714.7917408,Unknown,NA,NA,NA,NA,0,1,1,1,4,13,0,0,240,240,143.9581,438.0699,353.9443,143.9581,438.0699,353.9443,0,5,0,0,0,0,18,0,0,0,0,0,0.263157895,0,0,0,0,19,0,0,0,0,0,0,0,5,19,0,0,18,0,0,0,0,19,0,0,0,0,0,5,0,0,0,0.263157895,0,0,19,0.263157895,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2014-2015\F15a_construction_meeting_minutes_application_2018-7-30@1535658430738_analysis\filteredTransactionEvaluation.csv
1,f15a_ConstructionMeeting_MinutesApp_2018-7-30@1535659445793,20,76,217,30,185,59,76,40,217,0,0,66,178,30,158,8,39,30,30,0,0,0,0,39,0,0,0,39,1,1.3,0.266666667,1.3,0,0,0,0.266666667,2.4,0,0,0,17,0,21,0,17,36,21,13.52380952,26.9047619,363.8548753,Unknown,NA,NA,NA,NA,0,1,1,10,8,2,0,0,160,160,76.5092,118.2263,106.5204,76.5092,118.2263,106.5204,0,8,0,39,39,0,20,2.4,1.3,0,0,0,0.266666667,0,0,0,0,30,0.08,0,0,0,0,0,0,3,30,0,0,20,0,0,0,0,30,0,0,0,39,39,8,0,1.3,1.3,0.266666667,0,0,30,0.266666667,0,0,0,0,1.3,39,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2015-2016\f15a_ConstructionMeeting_MinutesApp_2018-7-30@1535659445793_analysis\filteredTransactionEvaluation.csv
1,f15a_Lingggo_2018-7-30@1535659445794,8,30,71,26,66,17,30,16,71,0,0,18,70,26,54,41,34,26,26,0,0,0,0,37,0,1,0,34,0,1.307692308,1.576923077,1.423076923,0,0.038461538,0,1.576923077,3.3,0,0,0,9,0,10,0,9,16,10,16.1,64.2,1033.62,Unknown,NA,NA,NA,NA,0,1,1,5,2,1,0,0,60,60,30.201,101.4649,123.3477,30.201,101.4649,123.3477,0,41,1,34,34,0,8,3.3,1.307692308,0,0,0,1.576923077,0,0,0,0,26,0.126923077,0,0,0,0,0,0,0,26,0,0,8,0,0,0,0,26,0,0,1,34,37,41,0,1.307692308,1.423076923,1.576923077,0,0,26,1.576923077,0,0,0,0,1.423076923,34,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2015-2016\f15a_Lingggo_2018-7-30@1535659445794_analysis\filteredTransactionEvaluation.csv
1,F15a_linggo_2018-7-30@1535658430742,6,37,114,14,88,26,37,12,114,4,0,50,42,14,88,28,20,14,14,0,0,0,0,51,0,0,0,20,1,1.428571429,2,3.642857143,0,0,0,2,1.8,0,0,0,13,0,16,0,13,21,16,9.625,56.9375,548.0234375,Unknown,NA,NA,NA,NA,0,1,1,2,1,3,0,0,65,65,37.2479,103.1631,113.8736,37.2479,103.1631,113.8736,0,28,0,20,20,0,6,1.8,1.428571429,0,0,0,2,0,0,0,0,14,0.128571429,0,0,0,0,0,0,5,14,0,0,6,1,0.166666667,0.166666667,0,14,0,0,0,20,51,28,0,1.428571429,3.642857143,2,0,0,14,2,0,0,0,0,3.642857143,20,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Repositories\577 projects\2014-2015\F15a_linggo_2018-7-30@1535658430742_analysis\filteredTransactionEvaluation.csv
