id,path,transactional,path_length,diagram,useCase
1,User->Query Picture List->retrive the list of picture->Image Filter Box,CTRL,4,Search Pictures,Search Pictures
2,User->Query Picture List->retrive the list of picture->Image Filter Box,INT,4,Search Pictures,Search Pictures
3,User->Query Picture List->retrive the list of picture->Picture,CTRL,4,Search Pictures,Search Pictures
4,User->Query Picture List->retrive the list of picture->Picture,DM,4,Search Pictures,Search Pictures
5,User->Query Picture List->retrive the list of picture->Picture,EI,4,Search Pictures,Search Pictures
6,User->Image Filter Box->Filter Pictures->List of pictures,CTRL,4,Search Pictures,Search Pictures
7,User->Image Filter Box->Filter Pictures->List of pictures,INT,4,Search Pictures,Search Pictures
