id,element,useCase,type,component
1,User:2D view of selected sphere,overlay data,boundary,EditSphereView
2,User:a list of users panel,overlay data,entity,UserModel
3,User:"Compare" button,overlay data,boundary,Sharebutton
4,"Compare" button:Displays list of users that have entered data of this spheres,overlay data,control,Displaysuccessmessagetouser
5,Overlay on 2D chart:2D view of selected sphere,overlay data,boundary,EditSphereView
6,Displays list of users that have entered data of this spheres:Users,overlay data,entity,UserModel
7,Displays list of users that have entered data of this spheres:a list of users panel,overlay data,entity,UserModel
8,Renders a different data set for each user:Overlay on 2D chart,overlay data,boundary,Sharebutton
9,render data for only selected users:Overlay on 2D chart,overlay data,boundary,Sharebutton
10,a list of users panel:Renders a different data set for each user,overlay data,control,DatabaseAdapter
11,a list of users panel:render data for only selected users,overlay data,control,DatabaseAdapter
12,stl#User:2D view of selected sphere,overlay data,Stimulus,undefined
13,stl#User:a list of users panel,overlay data,Stimulus,undefined
14,stl#User:"Compare" button,overlay data,Stimulus,undefined
