id,transaction,useCase,transactional,TL, DETs, TD, TC, Arch_Diff
1,stl#User:chooses desired to learn language -->User:chooses desired to learn language -->chooses desired to learn language :checks language preferences for each language learner -->checks language preferences for each language learner :checks whether Language Learner inputs all required fields-->checks whether Language Learner inputs all required fields:creates account for Language Learner based on their inputs-->creates account for Language Learner based on their inputs:Show a list of Language Learners -->Show a list of Language Learners :show confirmation-->show confirmation:Homepage,Search for Native Speaker,CTRL;EXTCLL;INT,8,1,7.142857142857143,7,57.142857142857146
2,stl#User:chooses desired to learn language -->User:chooses desired to learn language -->chooses desired to learn language :checks language preferences for each language learner -->checks language preferences for each language learner :Show a list of Language Learners -->Show a list of Language Learners :show confirmation-->show confirmation:Homepage,Search for Native Speaker,CTRL;EXTCLL;INT,6,1,6.4,5,38.400000000000006
3,stl#User:clicks match button-->User:clicks match button-->clicks match button:checks language preferences for each language learner -->checks language preferences for each language learner :checks whether Language Learner inputs all required fields-->checks whether Language Learner inputs all required fields:creates account for Language Learner based on their inputs-->creates account for Language Learner based on their inputs:Show a list of Language Learners -->Show a list of Language Learners :show confirmation-->show confirmation:Homepage,Search for Native Speaker,CTRL;EXTCLL;INT,8,1,6.285714285714286,7,50.285714285714285
4,stl#User:clicks match button-->User:clicks match button-->clicks match button:checks language preferences for each language learner -->checks language preferences for each language learner :Show a list of Language Learners -->Show a list of Language Learners :show confirmation-->show confirmation:Homepage,Search for Native Speaker,CTRL;EXTCLL;INT,6,1,5.2,5,31.200000000000003
5,stl#User:Homepage-->User:Homepage,Search for Native Speaker,CTRL;EXTCLL;INT,2,0,2,1,4
