id,element,useCase,type,component
1,User:Homepage,Search for Native Speaker,boundary,Logininpage
2,User:clicks match button,Search for Native Speaker,control,showconfirmation
3,User:chooses desired to learn language ,Search for Native Speaker,control,choosesdesiredtolearnlanguage
4,show confirmation:Homepage,Search for Native Speaker,boundary,Logininpage
5,Show a list of Language Learners :show confirmation,Search for Native Speaker,control,showconfirmation
6,creates account for Language Learner based on their inputs:Show a list of Language Learners ,Search for Native Speaker,control,choosesdesiredtolearnlanguage
7,checks language preferences for each language learner :Show a list of Language Learners ,Search for Native Speaker,control,choosesdesiredtolearnlanguage
8,checks language preferences for each language learner :checks whether Language Learner inputs all required fields,Search for Native Speaker,control,choosesdesiredtolearnlanguage
9,chooses desired to learn language :checks language preferences for each language learner ,Search for Native Speaker,control,choosesdesiredtolearnlanguage
10,clicks match button:checks language preferences for each language learner ,Search for Native Speaker,control,choosesdesiredtolearnlanguage
11,checks whether Language Learner inputs all required fields:creates account for Language Learner based on their inputs,Search for Native Speaker,control,choosesdesiredtolearnlanguage
12,stl#User:Homepage,Search for Native Speaker,Stimulus,undefined
13,stl#User:clicks match button,Search for Native Speaker,Stimulus,undefined
14,stl#User:chooses desired to learn language ,Search for Native Speaker,Stimulus,undefined
