id,element,useCase,type,component
1,User:add new course pageupdate source page,Update attribute of already available courses,boundary,course_group
2,User:update fails,Update attribute of already available courses,boundary,additionfails
3,User:requirements lists,Update attribute of already available courses,boundary,Requirement
4,User:update success message,Update attribute of already available courses,boundary,SemesterSelectionPlage
5,User:input data is not currect message,Update attribute of already available courses,boundary,DesiredCoursesSelectionPage
6,add new course pageupdate source page:check correctness of the input,Update attribute of already available courses,boundary,DesiredCoursesSelectionPage
7,check correctness of the input:update courses to db,Update attribute of already available courses,entity,Course
8,check correctness of the input:course,Update attribute of already available courses,entity,Course
9,check correctness of the input:requirements lists,Update attribute of already available courses,boundary,Requirement
10,check correctness of the input:input data is not currect message,Update attribute of already available courses,boundary,DesiredCoursesSelectionPage
11,update courses to db:course,Update attribute of already available courses,entity,Course
12,show confirmation course is updated:update success message,Update attribute of already available courses,boundary,SemesterSelectionPlage
13,update courses to db:show confirmation course is updated,Update attribute of already available courses,boundary,DesiredCoursesSelectionPage
14,update courses to db:update fails,Update attribute of already available courses,boundary,additionfails
15,stl#User:add new course pageupdate source page,Update attribute of already available courses,Stimulus,undefined
16,stl#User:update fails,Update attribute of already available courses,Stimulus,undefined
17,stl#User:requirements lists,Update attribute of already available courses,Stimulus,undefined
18,stl#User:update success message,Update attribute of already available courses,Stimulus,undefined
19,stl#User:input data is not currect message,Update attribute of already available courses,Stimulus,undefined
