id,element,useCase,type,component
1,User:unlike thread button,Unlike a thread or a post,boundary,likepostbutton
2,User:grayed out thread unlike button,Unlike a thread or a post,boundary,likepostbutton
3,User:unlike post button,Unlike a thread or a post,boundary,likepostbutton
4,User:post is unliked message,Unlike a thread or a post,boundary,commentispostedsuccessfullymessage
5,User:thread is unliked message,Unlike a thread or a post,entity,savethread
6,User:grayed out post unlike button,Unlike a thread or a post,boundary,likepostbutton
7,save the unlike status:Like information,Unlike a thread or a post,control,CheckSQLinjections
8,calculate points of the owner:point,Unlike a thread or a post,control,point
9,calculate points of the owner:post is unliked message,Unlike a thread or a post,boundary,commentispostedsuccessfullymessage
10,calculate points of the owner:thread is unliked message,Unlike a thread or a post,entity,savethread
11,update like number of thread:calculate points of the owner,Unlike a thread or a post,control,point
12,update like number of the post:calculate points of the owner,Unlike a thread or a post,control,point
13,update like number of the post:grayed out post unlike button,Unlike a thread or a post,boundary,likepostbutton
14,update like number of thread:grayed out thread unlike button,Unlike a thread or a post,boundary,likepostbutton
15,update like number of the post:post,Unlike a thread or a post,boundary,likepostbutton
16,save the unlike status:update like number of thread,Unlike a thread or a post,entity,savethread
17,save the unlike status:update like number of the post,Unlike a thread or a post,boundary,likepostbutton
18,unlike post button:save the unlike status,Unlike a thread or a post,entity,savethread
19,unlike thread button:save the unlike status,Unlike a thread or a post,entity,savethread
20,update like number of thread:thread,Unlike a thread or a post,entity,savethread
21,stl#User:unlike thread button,Unlike a thread or a post,Stimulus,undefined
22,stl#User:grayed out thread unlike button,Unlike a thread or a post,Stimulus,undefined
23,stl#User:unlike post button,Unlike a thread or a post,Stimulus,undefined
24,stl#User:post is unliked message,Unlike a thread or a post,Stimulus,undefined
25,stl#User:thread is unliked message,Unlike a thread or a post,Stimulus,undefined
26,stl#User:grayed out post unlike button,Unlike a thread or a post,Stimulus,undefined
