id,element,useCase,type,outboundDegree,inboundDegree
1,Admin:Event Information Update Page,Update Event,0,undefined,undefined
2,Admin:Event List,Update Event,0,undefined,undefined
3,Admin:Event Update Button,Update Event,0,undefined,undefined
4,Update Event Information:Event,Update Event,0,undefined,undefined
5,retrieve events:Event,Update Event,0,undefined,undefined
6,Event Information Update Page:Update Event Information,Update Event,0,undefined,undefined
7,Prompt Event Update Dialog:Event Information Update Page,Update Event,0,undefined,undefined
8,Update Event Information:Event Information Update Page,Update Event,0,undefined,undefined
9,Event List:Prompt Event Update Dialog,Update Event,0,undefined,undefined
10,retrieve events:Event List,Update Event,0,undefined,undefined
11,Event Update Button:retrieve events,Update Event,0,undefined,undefined
12,stl#Admin:Event Information Update Page,Update Event,0,undefined,undefined
13,stl#Admin:Event List,Update Event,0,undefined,undefined
14,stl#Admin:Event Update Button,Update Event,0,undefined,undefined
