id,path,transactional,path_length,diagram,useCase
1,Valet company representative->registration page->validate registration information->registration information invalid message,CTRL,4,Register as Valet Company,Register as Valet Company
2,Valet company representative->registration page->validate registration information->registration information invalid message,INT,4,Register as Valet Company,Register as Valet Company
3,Valet company representative->registration page->validate registration information->save valet information->employee,CTRL,5,Register as Valet Company,Register as Valet Company
4,Valet company representative->registration page->validate registration information->save valet information->employee,DM,5,Register as Valet Company,Register as Valet Company
5,Valet company representative->registration page->validate registration information->save valet information->employee,EI,5,Register as Valet Company,Register as Valet Company
6,Valet company representative->registration page->validate registration information->save valet information->system error when saving registration information,CTRL,5,Register as Valet Company,Register as Valet Company
7,Valet company representative->registration page->validate registration information->save valet information->system error when saving registration information,INT,5,Register as Valet Company,Register as Valet Company
8,Valet company representative->registration page->validate registration information->save valet information->successfully save registration information,CTRL,5,Register as Valet Company,Register as Valet Company
9,Valet company representative->registration page->validate registration information->save valet information->successfully save registration information,INT,5,Register as Valet Company,Register as Valet Company
10,Valet company representative->registration page->validate registration information->duplicate registration information,CTRL,4,Register as Valet Company,Register as Valet Company
11,Valet company representative->registration page->validate registration information->duplicate registration information,INT,4,Register as Valet Company,Register as Valet Company
12,Valet company representative->registration page->validate registration information->employee,CTRL,4,Register as Valet Company,Register as Valet Company
13,Valet company representative->registration page->validate registration information->employee,DM,4,Register as Valet Company,Register as Valet Company
14,Valet company representative->registration page->validate registration information->employee,EI,4,Register as Valet Company,Register as Valet Company
15,Valet company representative->registration page->validate registration information->display spinner while saving information,CTRL,4,Register as Valet Company,Register as Valet Company
16,Valet company representative->registration page->validate registration information->display spinner while saving information,INT,4,Register as Valet Company,Register as Valet Company
17,Valet company representative->register button->displays registration page->registration page,CTRL,4,Register as Valet Company,Register as Valet Company
18,Valet company representative->register button->displays registration page->registration page,INT,4,Register as Valet Company,Register as Valet Company
