id,path,transactional,path_length,diagram,useCase
1,User->course list button->load course list->Course list,CTRL,4,Share course,Share course
2,User->course list button->load course list->Course list,INT,4,Share course,Share course
3,User->course list button->load course list->user,CTRL,4,Share course,Share course
4,User->course list button->load course list->user,DM,4,Share course,Share course
5,User->course list button->load course list->user,EI,4,Share course,Share course
6,User->Share menu->send course information to users->Notification,CTRL,4,Share course,Share course
7,User->Share menu->send course information to users->Notification,DM,4,Share course,Share course
8,User->Share menu->send course information to users->Notification,EI,4,Share course,Share course
9,User->Share menu->Redirect to login page->Login page,CTRL,4,Share course,Share course
10,User->Share menu->Redirect to login page->Login page,INT,4,Share course,Share course
11,User->Course list->Open course share menu->Share menu,CTRL,4,Share course,Share course
12,User->Course list->Open course share menu->Share menu,INT,4,Share course,Share course
