id,transaction,useCase,transaction_length, boundry_num, control_num, entity_num, actor_num
1,stl#Traveler:Login page->Traveler:Login page->Login page:check login->check login:Travel Book->Travel Book:Already logged in?->Already logged in?:Login page->Login page:check login,Connect to trip plan - Trip Planner,7,5,1,0,0
2,stl#Traveler:Login page->Traveler:Login page->Login page:check login->check login:Travel Book->Travel Book:Already logged in?->Already logged in?:Connect to trip plan cloud database->Connect to trip plan cloud database:Trip plan cloud database->Trip plan cloud database:Get personnel trip plan information->Get personnel trip plan information:Trip plan homepage,Connect to trip plan - Trip Planner,9,3,1,4,0
3,stl#Traveler:Login page->Traveler:Login page->Login page:check login->check login:Travel Book->Travel Book:Already logged in?->Already logged in?:Connect to trip plan cloud database->Connect to trip plan cloud database:Travel Book->Travel Book:Already logged in?,Connect to trip plan - Trip Planner,8,4,2,1,0
4,stl#Traveler:Login page->Traveler:Login page->Login page:check login->check login:Travel Book->Travel Book:Already logged in?->Already logged in?:Connect to trip plan cloud database->Connect to trip plan cloud database:Email password->Email password:Display home page->Display home page:Is username/password correct?->Is username/password correct?:check login->check login:Travel Book,Connect to trip plan - Trip Planner,11,4,4,2,0
5,stl#Traveler:Login page->Traveler:Login page->Login page:check login->check login:Travel Book->Travel Book:Already logged in?->Already logged in?:Connect to trip plan cloud database->Connect to trip plan cloud database:Email password->Email password:Display home page->Display home page:Is username/password correct?->Is username/password correct?:check login->check login:Connect to trip plan cloud database->Connect to trip plan cloud database:Email password,Connect to trip plan - Trip Planner,12,4,4,3,0
6,stl#Traveler:Login page->Traveler:Login page->Login page:check login->check login:Travel Book->Travel Book:Already logged in?->Already logged in?:Connect to trip plan cloud database->Connect to trip plan cloud database:Email password->Email password:Display home page->Display home page:Is username/password correct?->Is username/password correct?:check login->check login:Connect to trip plan cloud database->Connect to trip plan cloud database:Trip plan cloud database->Trip plan cloud database:Get personnel trip plan information->Get personnel trip plan information:Trip plan homepage,Connect to trip plan - Trip Planner,14,4,3,6,0
7,stl#Traveler:Login page->Traveler:Login page->Login page:check login->check login:Travel Book->Travel Book:Already logged in?->Already logged in?:Connect to trip plan cloud database->Connect to trip plan cloud database:Email password->Email password:Display home page->Display home page:Is username/password correct?->Is username/password correct?:check login->check login:Connect to trip plan cloud database->Connect to trip plan cloud database:Travel Book->Travel Book:Already logged in?,Connect to trip plan - Trip Planner,13,5,4,3,0
8,stl#Traveler:Login page->Traveler:Login page->Login page:check login->check login:Connect to trip plan cloud database->Connect to trip plan cloud database:Trip plan cloud database->Trip plan cloud database:Get personnel trip plan information->Get personnel trip plan information:Trip plan homepage,Connect to trip plan - Trip Planner,7,2,0,4,0
9,stl#Traveler:Login page->Traveler:Login page->Login page:check login->check login:Connect to trip plan cloud database->Connect to trip plan cloud database:Travel Book->Travel Book:Already logged in?->Already logged in?:Login page->Login page:check login,Connect to trip plan - Trip Planner,8,5,1,1,0
10,stl#Traveler:Login page->Traveler:Login page->Login page:check login->check login:Connect to trip plan cloud database->Connect to trip plan cloud database:Travel Book->Travel Book:Already logged in?->Already logged in?:Connect to trip plan cloud database->Connect to trip plan cloud database:Travel Book,Connect to trip plan - Trip Planner,8,3,2,2,0
