id,transaction,useCase,transaction_length, boundry_num, control_num, entity_num, actor_num
1,stl#User:Fill in all required data click submit->User:Fill in all required data click submit->Fill in all required data click submit:Add new user record into database->Add new user record into database:Redirect user to main page->Redirect user to main page:Homepage,UC4: Vender Registratoin,5,1,3,0,0
2,stl#User:Homepage->User:Homepage,UC4: Vender Registratoin,2,0,1,0,0
