id, function, functional, DET, FTR, boundaries, controls, entities, typeStr
42,User:Log out button-->Log out button:clear local cache-->clear local cache:home page-->home page:save course information for review-->save course information for review:course information is no t valid message,EQ,2,5,4,0,1,boundary->entity->boundary->boundary->boundary
43,User:Log out button-->Log out button:clear local cache-->clear local cache:cache,EI,0,3,1,0,2,boundary->entity->entity
44,User:home page-->home page:save course information for review-->save course information for review:send email to trianer-->send email to trianer:Email protocol,EI,1,4,2,2,0,boundary->boundary->control->control
45,User:home page-->home page:save course information for review-->save course information for review:course information is no t valid message,EQ,1,3,3,0,0,boundary->boundary->boundary
46,EventBrite:Update cours information in db-->Update cours information in db:Course,EI,1,2,1,0,1,boundary->entity
47,EventBrite:Update cours information in db-->Update cours information in db:Cours information update success message-->Cours information update success message:make payment-->make payment:EventBrite,EQ,2,4,4,0,0,boundary->boundary->boundary->boundary
48,Attendee:Cours information update success message-->Cours information update success message:make payment-->make payment:EventBrite,EQ,1,3,3,0,0,boundary->boundary->boundary
49,Attendee:Course detail page-->Course detail page:Display review page-->Display review page:Review page-->Review page:Update cours information in db-->Update cours information in db:Course,EQ,3,5,3,0,2,entity->boundary->boundary->boundary->entity
50,Attendee:Course detail page-->Course detail page:Display review page-->Display review page:Review page-->Review page:Update cours information in db-->Update cours information in db:Cours information update success message-->Cours information update success message:make payment-->make payment:EventBrite,EO,4,7,6,0,1,entity->boundary->boundary->boundary->boundary->boundary->boundary
51,Attendee:Course detail page-->Course detail page:Display review page-->Display review page:Review page-->Review page:Redirect to home page-->Redirect to home page:Home page,EO,4,5,4,0,1,entity->boundary->boundary->boundary->boundary
52,Attendee:Review page-->Review page:Update cours information in db-->Update cours information in db:Course,EI,1,3,2,0,1,boundary->boundary->entity
53,Attendee:Review page-->Review page:Update cours information in db-->Update cours information in db:Cours information update success message-->Cours information update success message:make payment-->make payment:EventBrite,EQ,2,5,5,0,0,boundary->boundary->boundary->boundary->boundary
54,Attendee:Review page-->Review page:Redirect to home page-->Redirect to home page:Home page,EQ,2,3,3,0,0,boundary->boundary->boundary
55,User:course list,EQ,0,1,0,0,1,entity
56,User:home page,EQ,0,1,1,0,0,boundary
57,User:Search page-->Search page:redirect to home page-->redirect to home page:home page,EQ,2,3,3,0,0,boundary->boundary->boundary
58,User:Search page-->Search page:Search course by keywords-->Search course by keywords:course,EI,0,3,1,0,2,boundary->entity->entity
59,User:Search page-->Search page:Search course by keywords-->Search course by keywords:course list,EI,0,3,1,0,2,boundary->entity->entity
60,User:Search page-->Search page:Search course by keywords-->Search course by keywords:Save sign up information-->Save sign up information:home page,EQ,1,4,3,0,1,boundary->entity->boundary->boundary
61,User:Search page-->Search page:Search course by keywords-->Search course by keywords:Save sign up information-->Save sign up information:course,EQ,1,4,2,0,2,boundary->entity->boundary->entity
62,User:Search page-->Search page:Search course by keywords-->Search course by keywords:No matched results,EQ,0,3,2,0,1,boundary->entity->boundary
63,User:No matched results,EQ,0,1,1,0,0,boundary
64,User:Sign up page-->Sign up page:verify sign up information-->verify sign up information:invalid sign up informatin,EQ,0,3,3,0,0,boundary->boundary->boundary
65,User:Sign up page-->Sign up page:verify sign up information-->verify sign up information:Save sign up information-->Save sign up information:user,EI,1,4,3,0,1,boundary->boundary->boundary->entity
66,User:Sign up page-->Sign up page:verify sign up information-->verify sign up information:Save sign up information-->Save sign up information:home page,EQ,1,4,4,0,0,boundary->boundary->boundary->boundary
67,User:invalid sign up informatin,EQ,0,1,1,0,0,boundary
68,User:course list button-->course list button:load course list-->load course list:user,EQ,3,3,0,0,3,entity->entity->entity
69,User:course list button-->course list button:load course list-->load course list:Course list-->Course list:Open course share menu-->Open course share menu:Share menu-->Share menu:send course information to users-->send course information to users:Notification,EO,4,7,3,0,4,entity->entity->entity->entity->boundary->boundary->boundary
70,User:course list button-->course list button:load course list-->load course list:Course list-->Course list:Open course share menu-->Open course share menu:Share menu-->Share menu:Redirect to login page-->Redirect to login page:Login page,EO,6,7,3,0,4,entity->entity->entity->entity->boundary->boundary->boundary
71,User:Share menu-->Share menu:send course information to users-->send course information to users:Notification,EQ,0,3,3,0,0,boundary->boundary->boundary
72,User:Share menu-->Share menu:Redirect to login page-->Redirect to login page:Login page,EQ,2,3,3,0,0,boundary->boundary->boundary
73,User:Course list-->Course list:Open course share menu-->Open course share menu:Share menu-->Share menu:send course information to users-->send course information to users:Notification,EO,1,5,3,0,2,entity->entity->boundary->boundary->boundary
74,User:Course list-->Course list:Open course share menu-->Open course share menu:Share menu-->Share menu:Redirect to login page-->Redirect to login page:Login page,EO,3,5,3,0,2,entity->entity->boundary->boundary->boundary
75,User:Login page,EQ,0,1,1,0,0,boundary
76,Trainer:load schedule button-->load schedule button:query schedule info-->query schedule info:schedule,EQ,2,3,1,0,2,entity->boundary->entity
77,Trainer:load schedule button-->load schedule button:query schedule info-->query schedule info:schedule info page-->schedule info page:display update schedule page-->display update schedule page:schedule update page-->schedule update page:validate updated schedule info-->validate updated schedule info:save updated schedule-->save updated schedule:schedule,EQ,4,8,3,3,2,entity->boundary->boundary->control->control->boundary->control->entity
78,Trainer:load schedule button-->load schedule button:query schedule info-->query schedule info:schedule info page-->schedule info page:display update schedule page-->display update schedule page:schedule update page-->schedule update page:validate updated schedule info-->validate updated schedule info:Invalid input schedule info,EQ,2,7,4,2,1,entity->boundary->boundary->control->control->boundary->boundary
79,Trainer:Invalid input schedule info,EQ,0,1,1,0,0,boundary
80,Trainer:schedule info page-->schedule info page:display update schedule page-->display update schedule page:schedule update page-->schedule update page:validate updated schedule info-->validate updated schedule info:save updated schedule-->save updated schedule:schedule,EQ,3,6,2,3,1,boundary->control->control->boundary->control->entity
81,Trainer:schedule info page-->schedule info page:display update schedule page-->display update schedule page:schedule update page-->schedule update page:validate updated schedule info-->validate updated schedule info:Invalid input schedule info,EQ,1,5,3,2,0,boundary->control->control->boundary->boundary
82,Trainer:schedule update page-->schedule update page:validate updated schedule info-->validate updated schedule info:save updated schedule-->save updated schedule:schedule,EQ,3,4,1,2,1,control->boundary->control->entity
83,Trainer:schedule update page-->schedule update page:validate updated schedule info-->validate updated schedule info:Invalid input schedule info,EO,1,3,2,1,0,control->boundary->boundary
84,Admin:course informaton-->course informaton:save the acceptance information-->save the acceptance information:send email to trianer-->send email to trianer:Email protocol,EQ,3,4,0,4,0,control->control->control->control
85,Admin:course informaton-->course informaton:save the acceptance information-->save the acceptance information:course information is no t valid message,EO,3,3,1,2,0,control->control->boundary
86,Admin:course informaton-->course informaton:save the acceptance information-->save the acceptance information:acceptance,EQ,3,3,0,3,0,control->control->control
87,Admin:course list-->course list:load course information-->load course information:save course info-->save course info:course,EQ,2,4,0,4,0,control->control->control->control
88,Admin:course list-->course list:load course information-->load course information:course informaton-->course informaton:save the acceptance information-->save the acceptance information:send email to trianer-->send email to trianer:Email protocol,EQ,4,6,0,6,0,control->control->control->control->control->control
89,Admin:course list-->course list:load course information-->load course information:course informaton-->course informaton:save the acceptance information-->save the acceptance information:course information is no t valid message,EO,4,5,1,4,0,control->control->control->control->boundary
90,Admin:course list-->course list:load course information-->load course information:course informaton-->course informaton:save the acceptance information-->save the acceptance information:acceptance,EQ,4,5,0,5,0,control->control->control->control->control
91,Admin:course list-->course list:load course information-->load course information:course,EQ,2,3,0,3,0,control->control->control
92,Admin:course information is no t valid message,EQ,0,1,1,0,0,boundary
