NUM,UC,Tran_Num,Activity_Num,Actor_Num,Component_num,Boundary_Num,Control_Num,Entity_Num,EI,EQ,INT,DM,CTRL,EXTIVK,EXTCLL,TRAN_NA,NT,Avg_TL,Avg_TD, Avg_TC, Avg_DETs, Arch_Diff,EI,EO,EQ,FN,NI,NE,EXT,ERY,RED,WRT,SWTI,SWTII,SWTIII
1,Add course,5,12,0,2,2,0,0,0,0,2,0,2,0,2,3,2,8.5,4.583333333333333,6,1,38.95833333333333,0,0,20,5,5,5,3.96,8.040000000000001,0,0,5.074,8.3835,6.8694999999999995
2,Delete course,7,13,0,3,2,1,0,0,0,1,0,1,0,1,6,1,36,4.241379310344827,29,6,152.68965517241378,8,0,20,7,7,5,5.61,17.39,0,0,7.1036,23.217999999999996,13.4916
3,Login,9,18,0,5,2,1,2,0,0,4,0,4,0,4,5,4,7.5,4.238095238095238,5.25,2.5,31.785714285714285,8,0,28,9,9,7,4.29,12.709999999999999,0,2,9.133199999999999,16.426299999999998,11.679199999999998
4,Logout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Modify course,10,16,0,4,2,2,0,0,0,1,0,1,0,1,9,1,49,4.666666666666667,39,19,228.66666666666669,4,5,32,10,9,9,7.61,12.39,0,0,10.147999999999998,29.415999999999997,18.933999999999997
6,Register course,9,23,0,5,3,1,1,0,0,2,0,2,0,2,7,2,16.5,6.375,12,5,105.1875,4,10,24,9,7,8,8.290000000000001,10.709999999999999,3.34,0.66,9.133199999999999,20.5391,16.6707
7,Request new course,6,13,0,5,3,1,1,0,0,1,0,1,0,1,5,1,28,2.5,22,6,70,8,0,16,6,6,4,3.63,10.37,1.34,2.66,6.0888,9.6234,7.9888
8,Review course,14,28,0,5,3,1,1,0,0,2,0,2,0,2,12,2,31,7.666666666666667,24,12,237.66666666666669,11,15,32,14,11,11,19.589999999999996,20.41,4.34,2.66,14.207199999999995,54.79900000000001,34.2477
9,Search course,9,17,0,4,3,0,1,1,0,2,1,3,0,3,6,3,10.666666666666666,4.391304347826087,7.666666666666667,1.3333333333333333,46.84057971014492,8,0,28,9,9,7,3.9600000000000004,10.04,3.35,5.65,9.133199999999999,16.3246,12.4772
10,Setup account,5,11,0,3,2,0,1,0,0,2,0,2,0,2,3,2,9,3.3846153846153846,6.5,1,30.46153846153846,4,0,16,5,5,4,2.97,9.03,0,1,5.074,6.6118,5.9765
11,Share course,8,17,0,4,3,0,1,0,0,1,0,1,0,1,7,1,42,4.794117647058823,34,19,201.35294117647058,0,21,16,8,4,8,14.31,4.69,14.01,0.99,8.1184,29.5614,17.681900000000002
12,Update schedule,8,17,0,4,2,1,1,0,0,1,0,1,0,1,7,1,45,4.297297297297297,37,16,193.3783783783784,0,5,28,8,7,8,6.95,10.05,4.69,2.31,8.1184,25.3946,16.6614
13,Verify new course,9,16,0,4,1,3,0,0,0,3,0,9,0,3,0,9,4.777777777777778,5.029411764705882,3.7777777777777777,2.7777777777777777,24.02941176470588,0,10,28,9,7,9,2.33,0.67,0,0,9.133199999999999,28.6813,16.8742
