id,path,functional,transactional,path_length, boundry_num, control_num, entity_num, actor_num, diagram,useCase
1,Admin->Manage course page->redirect to home page->home page,EQ,CTRL|INT,4,undefined,1,0,1,Add course,Add course
2,Admin->Manage course page->Process course information->Invalid entered information,EQ,CTRL|INT,4,undefined,1,0,1,Add course,Add course
3,Admin->Manage course page->Process course information->save course information into database->course,EI,CTRL|DM|EI,5,undefined,2,1,1,Add course,Add course
