id,transaction,useCase,transactional, TL, DETs, TD, Arch_Diff
1,stl#Actor2:b2->Actor2:b2->b2:b1->b1:c1->c1:e1->e1:c2->c2:e2->e2:b2->b2:b1,Experiment Use Case,CTRL,9,0,19,171
2,stl#Actor2:b2->Actor2:b2->b2:b1->b1:c1->c1:e1->e1:c2->c2:e2->e2:b1->b1:c1,Experiment Use Case,CTRL,9,0,19,171
3,stl#Actor2:b2->Actor2:b2->b2:b1->b1:c1->c1:b2->b2:b1,Experiment Use Case,CTRL,6,0,19,114
4,stl#Actor1:b1->Actor1:b1->b1:c1->c1:e1->e1:c2->c2:e2->e2:b2->b2:b1->b1:c1,Experiment Use Case,CTRL,9,0,19,171
5,stl#Actor1:b1->Actor1:b1->b1:c1->c1:e1->e1:c2->c2:e2->e2:b1->b1:c1,Experiment Use Case,CTRL,8,0,19,152
6,stl#Actor1:b1->Actor1:b1->b1:c1->c1:b2->b2:b1->b1:c1,Experiment Use Case,CTRL,6,0,19,114
7,stl#Actor1:b2->Actor1:b2->b2:b1->b1:c1->c1:e1->e1:c2->c2:e2->e2:b2->b2:b1,Experiment Use Case,CTRL,9,0,19,171
8,stl#Actor1:b2->Actor1:b2->b2:b1->b1:c1->c1:e1->e1:c2->c2:e2->e2:b1->b1:c1,Experiment Use Case,CTRL,9,0,19,171
9,stl#Actor1:b2->Actor1:b2->b2:b1->b1:c1->c1:b2->b2:b1,Experiment Use Case,CTRL,6,0,19,114
1,stl#undefined->undefined,Use Case1,CTRL,2,0,1,2
2,stl#undefined->undefined,Use Case1,EXTCLL,2,0,1,2
3,stl#undefined->undefined,Use Case1,INT,2,0,1,2
1,stl#Actor2:Object1->Actor2:Object1->Object1:b1->b1:c1->c1:e1,TestAlgorithm1,TRAN_NA,5,0,5.75,28.75
2,stl#Actor2:Object1->Actor2:Object1->Object1:Object2->Object2:c1->c1:e1,TestAlgorithm1,TRAN_NA,5,0,4.5,22.5
3,stl#Actor1:b1->Actor1:b1->b1:c1->c1:e1,TestAlgorithm1,CTRL,4,0,7,28
1,stl#undefined->undefined,Use Case1,CTRL,2,0,1,2
2,stl#undefined->undefined,Use Case1,EXTCLL,2,0,1,2
3,stl#undefined->undefined,Use Case1,INT,2,0,1,2
1,stl#Actor2:Object1->Actor2:Object1->Object1:b1->b1:c1->c1:e1,Test use case,TRAN_NA,5,0,5.75,28.75
2,stl#Actor2:Object1->Actor2:Object1->Object1:Object2->Object2:c1->c1:e1,Test use case,TRAN_NA,5,0,4.5,22.5
3,stl#Actor1:b1->Actor1:b1->b1:c1->c1:e1,Test use case,CTRL,4,0,7,28
1,stl#undefined->undefined,Use Case1,CTRL,2,0,1,2
2,stl#undefined->undefined,Use Case1,EXTCLL,2,0,1,2
3,stl#undefined->undefined,Use Case1,INT,2,0,1,2
