id,path,transactional,path_length,diagram,useCase
1,User->Register Online Button->redirect to registration page->Registration Page,CTRL,4,Online registration,Online registration
2,User->Register Online Button->redirect to registration page->Registration Page,INT,4,Online registration,Online registration
3,User->Registration Page->Rest cal for inserting registration data->Validate registration information->Neon CRM,CTRL,5,Online registration,Online registration
4,User->Registration Page->Rest cal for inserting registration data->Validate registration information->Neon CRM,EXTIVK,5,Online registration,Online registration
5,User->Registration Page->Rest cal for inserting registration data->Validate registration information->Display an invalid error message->Invalid error message,CTRL,6,Online registration,Online registration
6,User->Registration Page->Rest cal for inserting registration data->Validate registration information->Display an invalid error message->Invalid error message,INT,6,Online registration,Online registration
7,User->Feedback form->Rest cal for inserting feedback->Validate feedback data->Neon CRM,CTRL,5,Online Feedback Process,Online Feedback Process
8,User->Feedback form->Rest cal for inserting feedback->Validate feedback data->Neon CRM,EXTIVK,5,Online Feedback Process,Online Feedback Process
9,User->Feedback form->Rest cal for inserting feedback->Validate feedback data->Display an invalid feedback error message->Invalid error message,CTRL,6,Online Feedback Process,Online Feedback Process
10,User->Feedback form->Rest cal for inserting feedback->Validate feedback data->Display an invalid feedback error message->Invalid error message,INT,6,Online Feedback Process,Online Feedback Process
11,User->Feedback page->display feedback form->Feedback form,CTRL,4,Online Feedback Process,Online Feedback Process
12,User->Feedback page->display feedback form->Feedback form,INT,4,Online Feedback Process,Online Feedback Process
13,User->checkin page->Rest cal for validating checkin information->Neon CRM,CTRL,4,Onsite user checkin,Onsite user checkin
14,User->checkin page->Rest cal for validating checkin information->Neon CRM,EXTIVK,4,Onsite user checkin,Onsite user checkin
15,User->Invalid checkin information->save checkin information->Checkin information,CTRL,4,Onsite user checkin,Onsite user checkin
16,User->Invalid checkin information->save checkin information->Checkin information,DM,4,Onsite user checkin,Onsite user checkin
17,User->Invalid checkin information->save checkin information->Checkin information,EI,4,Onsite user checkin,Onsite user checkin
18,User->Checkin button->display checkin page->checkin page,CTRL,4,Onsite user checkin,Onsite user checkin
19,User->Checkin button->display checkin page->checkin page,INT,4,Onsite user checkin,Onsite user checkin
20,Neon CRM->Invalid checkin information->save checkin information->Checkin information,CTRL,4,Onsite user checkin,Onsite user checkin
21,Neon CRM->Invalid checkin information->save checkin information->Checkin information,DM,4,Onsite user checkin,Onsite user checkin
22,Neon CRM->Invalid checkin information->save checkin information->Checkin information,EI,4,Onsite user checkin,Onsite user checkin
