NUM, UC, total_links, actor_num, boundary_num, control_num, entity_num, element_num, DM, INT, CTRL, EXTIVK, EXTCLL, TRAN_NA, NT, EI, EO, EQ, FUNC_NA, FN, average_degree,average_path_length,ArchDiff,PathNum
1,Online registration,10,2,3,4,0,9,2,0,3,1,0,0,3,0,0,0,0,0,1.1111111111111112,5,5.555555555555555,3
2,Online Feedback Process,10,2,3,4,0,9,2,0,3,1,0,0,3,0,0,0,0,0,1.1111111111111112,5,5.555555555555555,3
3,Onsite user checkin,12,2,3,3,1,9,1,2,4,1,0,0,4,2,0,0,0,0,1.3333333333333333,4,5.333333333333333,4
4,Secure Document Management,11,1,3,3,2,9,2,2,4,0,0,0,4,2,0,0,0,0,1.2222222222222223,4.25,5.194444444444445,4
5,Secure File Management View Process,14,1,4,4,2,11,3,3,6,0,0,0,6,3,0,0,0,0,1.2727272727272727,4.5,5.7272727272727275,6
6,Report generation,7,1,2,2,2,7,1,2,3,0,0,0,3,2,0,0,0,0,1,4,4,3
7,Sharing articles to social media,9,4,2,2,1,9,1,1,5,3,0,0,5,1,0,0,0,0,1,4,4,5
8,Add articles to blog,6,1,2,2,1,6,1,1,2,0,0,0,2,1,0,0,0,0,1,4,4,2
