id, element_name, attribute_num,operation_num
EAID_BD4980C9_E55A_44c1_A880_A95949BF6572,Domain Model,0,0,0
EAID_9B37C457_9565_4c95_824E_C48B06AC64E9,Domain Objects,0,0,6
