id,element,useCase,type,component
1,User:product search page,Search Product,control,product
2,User:product page,Search Product,control,product
3,User:No product error message,Search Product,control,product
4,query product by criteria:No product error message,Search Product,control,product
5,query product by criteria:product,Search Product,control,product
6,query product by criteria:product page,Search Product,control,product
7,product search page:query product by criteria,Search Product,control,product
8,stl#User:product search page,Search Product,Stimulus,undefined
9,stl#User:product page,Search Product,Stimulus,undefined
10,stl#User:No product error message,Search Product,Stimulus,undefined
