id,element,useCase,type,component
1,User:Homepage,Approve Hire,boundary,Homepage
2,User:marks the user as approved,Approve Hire,boundary,selecttheappropriatepostings
3,User:Approve Hire,Approve Hire,boundary,selecttheappropriatepostings
4,Approve Hire:returns the correct applicant,Approve Hire,boundary,selecttheappropriatepostings
5,Show confirmation page:Approve Hire,Approve Hire,boundary,selecttheappropriatepostings
6,Approve Hire db:Homepage,Approve Hire,boundary,Homepage
7,Show confirmation page:Approve Hire db,Approve Hire,boundary,selecttheappropriatepostings
8,modifies the Applicant profile to reflect User's change:Approve Hire db,Approve Hire,boundary,selecttheappropriatepostings
9,Show confirmation page:Homepage,Approve Hire,boundary,Homepage
10,returns the correct applicant:Show confirmation page,Approve Hire,boundary,Homepage
11,marks the user as approved:modifies the Applicant profile to reflect User's change,Approve Hire,boundary,selecttheappropriatepostings
12,returns the correct applicant:modifies the Applicant profile to reflect User's change,Approve Hire,boundary,selecttheappropriatepostings
13,stl#User:Homepage,Approve Hire,Stimulus,undefined
14,stl#User:marks the user as approved,Approve Hire,Stimulus,undefined
15,stl#User:Approve Hire,Approve Hire,Stimulus,undefined
