id,element,useCase,type,outboundDegree,inboundDegree
1,Actor:upload choice,Search event and upload photo,0,undefined,undefined
2,Actor:Search Result Page,Search event and upload photo,0,undefined,undefined
3,Actor:confirm,Search event and upload photo,0,undefined,undefined
4,Actor:Search Event,Search event and upload photo,0,undefined,undefined
5,Event Collection:prepare resullt,Search event and upload photo,0,undefined,undefined
6,Search(back-end):Event Collection,Search event and upload photo,0,undefined,undefined
7,Photos in the event:Upload finished,Search event and upload photo,0,undefined,undefined
8,Photos in the event:failed to upload,Search event and upload photo,0,undefined,undefined
9,confirm upload:Photos in the event,Search event and upload photo,0,undefined,undefined
10,Search Event:enter search item and search,Search event and upload photo,0,undefined,undefined
11,search & upload:Search Event,Search event and upload photo,0,undefined,undefined
12,User:Search Event,Search event and upload photo,0,undefined,undefined
13,Search Result Page:Select an event,Search event and upload photo,0,undefined,undefined
14,prepare resullt:Search Result Page,Search event and upload photo,0,undefined,undefined
15,User:Search Result Page,Search event and upload photo,0,undefined,undefined
16,can't access server:Search(back-end),Search event and upload photo,0,undefined,undefined
17,enter search item and search:Search(back-end),Search event and upload photo,0,undefined,undefined
18,Select an event:confirm,Search event and upload photo,0,undefined,undefined
19,Upload finished:result,Search event and upload photo,0,undefined,undefined
20,can't access server:enter search item and search,Search event and upload photo,0,undefined,undefined
21,confirm:confirm upload,Search event and upload photo,0,undefined,undefined
22,User:confirm,Search event and upload photo,0,undefined,undefined
23,failed to upload:result,Search event and upload photo,0,undefined,undefined
24,search & upload:upload choice,Search event and upload photo,0,undefined,undefined
25,User:upload choice,Search event and upload photo,0,undefined,undefined
26,stl#Actor:upload choice,Search event and upload photo,0,undefined,undefined
27,stl#Actor:Search Result Page,Search event and upload photo,0,undefined,undefined
28,stl#Actor:confirm,Search event and upload photo,0,undefined,undefined
29,stl#Actor:Search Event,Search event and upload photo,0,undefined,undefined
30,stl#User:Search Event,Search event and upload photo,0,undefined,undefined
31,stl#User:Search Result Page,Search event and upload photo,0,undefined,undefined
32,stl#User:confirm,Search event and upload photo,0,undefined,undefined
33,stl#User:upload choice,Search event and upload photo,0,undefined,undefined
